source,year,term,count,total_tokens
Manhattan Institute,1980,revolution,1,10267
Manhattan Institute,1980,conse-,1,10267
Manhattan Institute,1980,quences,1,10267
Manhattan Institute,1980,published,4,10267
Manhattan Institute,1980,basic,2,10267
Manhattan Institute,1980,books,2,10267
Manhattan Institute,1980,serves,1,10267
Manhattan Institute,1980,board,3,10267
Manhattan Institute,1980,editors,1,10267
Manhattan Institute,1980,fortune,1,10267
Manhattan Institute,1980,dickens,4,10267
Manhattan Institute,1980,analyst,1,10267
Manhattan Institute,1980,pursuit,2,10267
Manhattan Institute,1980,oj,1,10267
Manhattan Institute,1980,appiness,1,10267
Manhattan Institute,1980,good,18,10267
Manhattan Institute,1980,government,5,10267
Manhattan Institute,1980,simon,1,10267
Manhattan Institute,1980,schuster,1,10267
Manhattan Institute,1980,writer,4,10267
Manhattan Institute,1980,living,9,10267
Manhattan Institute,1980,member,4,10267
Manhattan Institute,1980,editorial,1,10267
Manhattan Institute,1980,daily,6,10267
Manhattan Institute,1980,news,7,10267
Manhattan Institute,1980,banker,2,10267
Manhattan Institute,1980,key,3,10267
Manhattan Institute,1980,architect,1,10267
Manhattan Institute,1980,city's,3,10267
Manhattan Institute,1980,fiscal,2,10267
Manhattan Institute,1980,recovery,1,10267
Manhattan Institute,1980,olson-the,2,10267
Manhattan Institute,1980,question,8,10267
Manhattan Institute,1980,comes,3,10267
Manhattan Institute,1980,mind,6,10267
Manhattan Institute,1980,considering,1,10267
Manhattan Institute,1980,novel,19,10267
Manhattan Institute,1980,take,17,10267
Manhattan Institute,1980,tell,7,10267
Manhattan Institute,1980,many,33,10267
Manhattan Institute,1980,striking,1,10267
Manhattan Institute,1980,truths,1,10267
Manhattan Institute,1980,least,9,10267
Manhattan Institute,1980,assertions,1,10267
Manhattan Institute,1980,contains,1,10267
Manhattan Institute,1980,didn't,2,10267
Manhattan Institute,1980,working,4,10267
Manhattan Institute,1980,press,5,10267
Manhattan Institute,1980,asked,6,10267
Manhattan Institute,1980,recently,4,10267
Manhattan Institute,1980,reply,1,10267
Manhattan Institute,1980,that's,19,10267
Manhattan Institute,1980,easy,3,10267
Manhattan Institute,1980,novelists,1,10267
Manhattan Institute,1980,get,12,10267
Manhattan Institute,1980,away,14,10267
Manhattan Institute,1980,things,23,10267
Manhattan Institute,1980,journalists,2,10267
Manhattan Institute,1980,would,37,10267
Manhattan Institute,1980,never,8,10267
Manhattan Institute,1980,dare,1,10267
Manhattan Institute,1980,print,4,10267
Manhattan Institute,1980,exactly,7,10267
Manhattan Institute,1980,getting,1,10267
Manhattan Institute,1980,teachout-he,2,10267
Manhattan Institute,1980,saying,9,10267
Manhattan Institute,1980,publicly,3,10267
Manhattan Institute,1980,people,93,10267
Manhattan Institute,1980,arc,55,10267
Manhattan Institute,1980,only,26,10267
Manhattan Institute,1980,willing,10,10267
Manhattan Institute,1980,behind,3,10267
Manhattan Institute,1980,closed,2,10267
Manhattan Institute,1980,doors,3,10267
Manhattan Institute,1980,quotation,1,10267
Manhattan Institute,1980,particu-,1,10267
Manhattan Institute,1980,lar-and,1,10267
Manhattan Institute,1980,aspect,1,10267
Manhattan Institute,1980,received,1,10267
Manhattan Institute,1980,criticism,3,10267
Manhattan Institute,1980,unsympathetic,1,10267
Manhattan Institute,1980,readers-bonfire,1,10267
Manhattan Institute,1980,nics,1,10267
Manhattan Institute,1980,face,3,10267
Manhattan Institute,1980,number,5,10267
Manhattan Institute,1980,pieties,8,10267
Manhattan Institute,1980,nature,4,10267
Manhattan Institute,1980,ethnicity,1,10267
Manhattan Institute,1980,virtual,1,10267
Manhattan Institute,1980,laboratory,1,10267
Manhattan Institute,1980,liberal,13,10267
Manhattan Institute,1980,place,9,10267
Manhattan Institute,1980,old-fashioned,2,10267
Manhattan Institute,1980,assump-,3,10267
Manhattan Institute,1980,tions,4,10267
Manhattan Institute,1980,proper,1,10267
Manhattan Institute,1980,role,9,10267
Manhattan Institute,1980,carried,2,10267
Manhattan Institute,1980,furthest,1,10267
Manhattan Institute,1980,extremes,1,10267
Manhattan Institute,1980,want,11,10267
Manhattan Institute,1980,see,11,10267
Manhattan Institute,1980,real-life,1,10267
Manhattan Institute,1980,experiment,5,10267
Manhattan Institute,1980,absurd,1,10267
Manhattan Institute,1980,rent,6,10267
Manhattan Institute,1980,control,19,10267
Manhattan Institute,1980,really,16,10267
Manhattan Institute,1980,works,2,10267
Manhattan Institute,1980,systemalically,1,10267
Manhattan Institute,1980,put,3,10267
Manhattan Institute,1980,practice,3,10267
Manhattan Institute,1980,go,16,10267
Manhattan Institute,1980,merely,6,10267
Manhattan Institute,1980,suggest,4,10267
Manhattan Institute,1980,might,17,10267
Manhattan Institute,1980,untrue,1,10267
Manhattan Institute,1980,immediately,1,10267
Manhattan Institute,1980,found,5,10267
Manhattan Institute,1980,guilty,1,10267
Manhattan Institute,1980,first-degree,1,10267
Manhattan Institute,1980,heresy,1,10267
Manhattan Institute,1980,great,19,10267
Manhattan Institute,1980,ethnic-,1,10267
Manhattan Institute,1980,ity,1,10267
Manhattan Institute,1980,though,14,10267
Manhattan Institute,1980,subscribe,2,10267
Manhattan Institute,1980,whole-,1,10267
Manhattan Institute,1980,heartedly,1,10267
Manhattan Institute,1980,notion,4,10267
Manhattan Institute,1980,ethnic,9,10267
Manhattan Institute,1980,identity,2,10267
Manhattan Institute,1980,simply,10,10267
Manhattan Institute,1980,socially,3,10267
Manhattan Institute,1980,acceptable,1,10267
Manhattan Institute,1980,draw,3,10267
Manhattan Institute,1980,general,9,10267
Manhattan Institute,1980,conclusions,1,10267
Manhattan Institute,1980,predictable,2,10267
Manhattan Institute,1980,behavior,18,10267
Manhattan Institute,1980,groups,14,10267
Manhattan Institute,1980,set,5,10267
Manhattan Institute,1980,given,8,10267
Manhattan Institute,1980,circumstances,2,10267
Manhattan Institute,1980,docs,17,10267
Manhattan Institute,1980,dares,1,10267
Manhattan Institute,1980,negative,1,10267
Manhattan Institute,1980,conclusions-something,1,10267
Manhattan Institute,1980,long,5,10267
Manhattan Institute,1980,impossible,1,10267
Manhattan Institute,1980,without,16,10267
Manhattan Institute,1980,ostracized,1,10267
Manhattan Institute,1980,murray-the,2,10267
Manhattan Institute,1980,particular,10,10267
Manhattan Institute,1980,piety,3,10267
Manhattan Institute,1980,treads,1,10267
Manhattan Institute,1980,unforgivably,1,10267
Manhattan Institute,1980,lo,27,10267
Manhattan Institute,1980,blacks,6,10267
Manhattan Institute,1980,whites,4,10267
Manhattan Institute,1980,says,8,10267
Manhattan Institute,1980,loud,1,10267
Manhattan Institute,1980,said,7,10267
Manhattan Institute,1980,cocktail,1,10267
Manhattan Institute,1980,parties,3,10267
Manhattan Institute,1980,years,15,10267
Manhattan Institute,1980,talks,1,10267
Manhattan Institute,1980,massive,1,10267
Manhattan Institute,1980,racial,6,10267
Manhattan Institute,1980,antagonism,1,10267
Manhattan Institute,1980,something,16,10267
Manhattan Institute,1980,nobody,6,10267
Manhattan Institute,1980,talk,7,10267
Manhattan Institute,1980,back,7,10267
Manhattan Institute,1980,mid-,2,10267
Manhattan Institute,1980,s,15,10267
Manhattan Institute,1980,evaluating,1,10267
Manhattan Institute,1980,program,5,10267
Manhattan Institute,1980,juvenile,5,10267
Manhattan Institute,1980,delinquency,1,10267
Manhattan Institute,1980,became,5,10267
Manhattan Institute,1980,acquainted,1,10267
Manhattan Institute,1980,statistics,3,10267
Manhattan Institute,1980,gets,3,10267
Manhattan Institute,1980,arrested,4,10267
Manhattan Institute,1980,crime,36,10267
Manhattan Institute,1980,saw,5,10267
Manhattan Institute,1980,predomi-,1,10267
Manhattan Institute,1980,nantly,1,10267
Manhattan Institute,1980,black,37,10267
Manhattan Institute,1980,phenomenon,2,10267
Manhattan Institute,1980,rates,6,10267
Manhattan Institute,1980,skyrocketing,1,10267
Manhattan Institute,1980,looking,5,10267
Manhattan Institute,1980,numbers,2,10267
Manhattan Institute,1980,myself,1,10267
Manhattan Institute,1980,explosive,1,10267
Manhattan Institute,1980,can't,9,10267
Manhattan Institute,1980,ignore,1,10267
Manhattan Institute,1980,it's,38,10267
Manhattan Institute,1980,going,22,10267
Manhattan Institute,1980,hit,2,10267
Manhattan Institute,1980,fan,2,10267
Manhattan Institute,1980,become,14,10267
Manhattan Institute,1980,common,4,10267
Manhattan Institute,1980,knowledge,5,10267
Manhattan Institute,1980,well,19,10267
Manhattan Institute,1980,privately,1,10267
Manhattan Institute,1980,no-,1,10267
Manhattan Institute,1980,body,1,10267
Manhattan Institute,1980,ever,7,10267
Manhattan Institute,1980,officially,1,10267
Manhattan Institute,1980,done,10,10267
Manhattan Institute,1980,magnet-the,4,10267
Manhattan Institute,1980,broken,12,10267
Manhattan Institute,1980,fact,20,10267
Manhattan Institute,1980,average,3,10267
Manhattan Institute,1980,middle-,1,10267
Manhattan Institute,1980,class,9,10267
Manhattan Institute,1980,white,12,10267
Manhattan Institute,1980,worried,1,10267
Manhattan Institute,1980,note,2,10267
Manhattan Institute,1980,bonfire's,3,10267
Manhattan Institute,1980,recurrent,1,10267
Manhattan Institute,1980,theme,3,10267
Manhattan Institute,1980,man,10,10267
Manhattan Institute,1980,restored,1,10267
Manhattan Institute,1980,primal,1,10267
Manhattan Institute,1980,maleness,1,10267
Manhattan Institute,1980,taking,5,10267
Manhattan Institute,1980,triumph-,1,10267
Manhattan Institute,1980,ing,5,10267
Manhattan Institute,1980,young,9,10267
Manhattan Institute,1980,olson-with,1,10267
Manhattan Institute,1980,aid,3,10267
Manhattan Institute,1980,several,5,10267
Manhattan Institute,1980,thousand,3,10267
Manhattan Institute,1980,pounds,1,10267
Manhattan Institute,1980,metal,1,10267
Manhattan Institute,1980,magnet-well,1,10267
Manhattan Institute,1980,point,12,10267
Manhattan Institute,1980,sherman,15,10267
Manhattan Institute,1980,mccoy's,9,10267
Manhattan Institute,1980,mercedes,1,10267
Manhattan Institute,1980,extension,1,10267
Manhattan Institute,1980,fantasy,1,10267
Manhattan Institute,1980,confessed,1,10267
Manhattan Institute,1980,private,11,10267
Manhattan Institute,1980,before,6,10267
Manhattan Institute,1980,wriston-tom,1,10267
Manhattan Institute,1980,probably,10,10267
Manhattan Institute,1980,around,7,10267
Manhattan Institute,1980,gelling,1,10267
Manhattan Institute,1980,angry,4,10267
Manhattan Institute,1980,him,17,10267
Manhattan Institute,1980,teachout-but,3,10267
Manhattan Institute,1980,lots,2,10267
Manhattan Institute,1980,terribly,2,10267
Manhattan Institute,1980,wriston-they're,1,10267
Manhattan Institute,1980,vocally,1,10267
Manhattan Institute,1980,any-,1,10267
Manhattan Institute,1980,one,80,10267
Manhattan Institute,1980,else,7,10267
Manhattan Institute,1980,wrillen,2,10267
Manhattan Institute,1980,al,4,10267
Manhattan Institute,1980,sharpton,3,10267
Manhattan Institute,1980,denouncing,1,10267
Manhattan Institute,1980,evening,1,10267
Manhattan Institute,1980,maybe,2,10267
Manhattan Institute,1980,happened,4,10267
Manhattan Institute,1980,certainly,11,10267
Manhattan Institute,1980,haven't,2,10267
Manhattan Institute,1980,seen,5,10267
Manhattan Institute,1980,extraordinary,2,10267
Manhattan Institute,1980,skills,1,10267
Manhattan Institute,1980,teachout-to,1,10267
Manhattan Institute,1980,extcnl,1,10267
Manhattan Institute,1980,true,9,10267
Manhattan Institute,1980,large,10,10267
Manhattan Institute,1980,part,15,10267
Manhattan Institute,1980,fictional,1,10267
Manhattan Institute,1980,trcatmenl,1,10267
Manhattan Institute,1980,puts,3,10267
Manhattan Institute,1980,kind,20,10267
Manhattan Institute,1980,prophylactic,1,10267
Manhattan Institute,1980,distance,1,10267
Manhattan Institute,1980,between,13,10267
Manhattan Institute,1980,action,8,10267
Manhattan Institute,1980,reality,6,10267
Manhattan Institute,1980,everyday,1,10267
Manhattan Institute,1980,huber-another,1,10267
Manhattan Institute,1980,reason,9,10267
Manhattan Institute,1980,trig-,1,10267
Manhattan Institute,1980,gered,1,10267
Manhattan Institute,1980,much,29,10267
Manhattan Institute,1980,antipathy,1,10267
Manhattan Institute,1980,expected,4,10267
Manhattan Institute,1980,precisely,3,10267
Manhattan Institute,1980,exclusively,2,10267
Manhattan Institute,1980,vanity,2,10267
Manhattan Institute,1980,black-white,2,10267
Manhattan Institute,1980,interestingly,1,10267
Manhattan Institute,1980,enough,4,10267
Manhattan Institute,1980,critics,1,10267
Manhattan Institute,1980,read,5,10267
Manhattan Institute,1980,deals,3,10267
Manhattan Institute,1980,poor,9,10267
Manhattan Institute,1980,system,32,10267
Manhattan Institute,1980,wealthy,3,10267
Manhattan Institute,1980,doesn't,12,10267
Manhattan Institute,1980,capture,1,10267
Manhattan Institute,1980,spirit,1,10267
Manhattan Institute,1980,savages,1,10267
Manhattan Institute,1980,right,18,10267
Manhattan Institute,1980,left,6,10267
Manhattan Institute,1980,center,4,10267
Manhattan Institute,1980,wriston-that's,1,10267
Manhattan Institute,1980,nobody's,2,10267
Manhattan Institute,1980,attacking,1,10267
Manhattan Institute,1980,hasn't,2,10267
Manhattan Institute,1980,singled,1,10267
Manhattan Institute,1980,group-he,1,10267
Manhattan Institute,1980,even-,1,10267
Manhattan Institute,1980,handedly,1,10267
Manhattan Institute,1980,exposes,1,10267
Manhattan Institute,1980,vigilante-i,6,10267
Manhattan Institute,1980,think,36,10267
Manhattan Institute,1980,correctly,3,10267
Manhattan Institute,1980,as-,1,10267
Manhattan Institute,1980,sessed,1,10267
Manhattan Institute,1980,certain,9,10267
Manhattan Institute,1980,facts,1,10267
Manhattan Institute,1980,concluded,2,10267
Manhattan Institute,1980,old,6,10267
Manhattan Institute,1980,beginning,1,10267
Manhattan Institute,1980,fall,2,10267
Manhattan Institute,1980,weight,1,10267
Manhattan Institute,1980,message,3,10267
Manhattan Institute,1980,late,3,10267
Manhattan Institute,1980,s-,1,10267
Manhattan Institute,1980,hot,1,10267
Manhattan Institute,1980,indeed-the,1,10267
Manhattan Institute,1980,largely,2,10267
Manhattan Institute,1980,gone,5,10267
Manhattan Institute,1980,ameliorating,1,10267
Manhattan Institute,1980,factor,3,10267
Manhattan Institute,1980,tj,4,10267
Manhattan Institute,1980,c,5,10267
Manhattan Institute,1980,disturbances,1,10267
Manhattan Institute,1980,american,5,10267
Manhattan Institute,1980,conservative,2,10267
Manhattan Institute,1980,republican,1,10267
Manhattan Institute,1980,democrat,1,10267
Manhattan Institute,1980,blatant,1,10267
Manhattan Institute,1980,obvious,2,10267
Manhattan Institute,1980,exceptions,1,10267
Manhattan Institute,1980,approached,3,10267
Manhattan Institute,1980,diffi-,1,10267
Manhattan Institute,1980,cult,3,10267
Manhattan Institute,1980,time,14,10267
Manhattan Institute,1980,enormous,5,10267
Manhattan Institute,1980,goodwill,1,10267
Manhattan Institute,1980,situation,6,10267
Manhattan Institute,1980,eventually,3,10267
Manhattan Institute,1980,settled,2,10267
Manhattan Institute,1980,decisively,1,10267
Manhattan Institute,1980,bencr,1,10267
Manhattan Institute,1980,way,27,10267
Manhattan Institute,1980,contrast,3,10267
Manhattan Institute,1980,rising,1,10267
Manhattan Institute,1980,generation,1,10267
Manhattan Institute,1980,leaders,1,10267
Manhattan Institute,1980,experienced,1,10267
Manhattan Institute,1980,significant,4,10267
Manhattan Institute,1980,civil,1,10267
Manhattan Institute,1980,rights,5,10267
Manhattan Institute,1980,victory,1,10267
Manhattan Institute,1980,populace,1,10267
Manhattan Institute,1980,grown,1,10267
Manhattan Institute,1980,substantially,1,10267
Manhattan Institute,1980,cynical,2,10267
Manhattan Institute,1980,prospects,1,10267
Manhattan Institute,1980,immediate,1,10267
Manhattan Institute,1980,improvement,1,10267
Manhattan Institute,1980,violated,2,10267
Manhattan Institute,1980,convention,1,10267
Manhattan Institute,1980,stripping,1,10267
Manhattan Institute,1980,announced-just,1,10267
Manhattan Institute,1980,lilllc,1,10267
Manhattan Institute,1980,bit,2,10267
Manhattan Institute,1980,ahead,2,10267
Manhattan Institute,1980,curve,1,10267
Manhattan Institute,1980,usual,2,10267
Manhattan Institute,1980,fashion-that,1,10267
Manhattan Institute,1980,falling,1,10267
Manhattan Institute,1980,olson-i,5,10267
Manhattan Institute,1980,don't,28,10267
Manhattan Institute,1980,respecting,1,10267
Manhattan Institute,1980,ancient,1,10267
Manhattan Institute,1980,causes,1,10267
Manhattan Institute,1980,make,32,10267
Manhattan Institute,1980,half,2,10267
Manhattan Institute,1980,characters,11,10267
Manhattan Institute,1980,reasonably,2,10267
Manhattan Institute,1980,sympa-,1,10267
Manhattan Institute,1980,thetic,1,10267
Manhattan Institute,1980,mrs,3,10267
Manhattan Institute,1980,lamb,3,10267
Manhattan Institute,1980,instance,3,10267
Manhattan Institute,1980,worse,3,10267
Manhattan Institute,1980,pawn,1,10267
Manhattan Institute,1980,son,3,10267
Manhattan Institute,1980,victim,6,10267
Manhattan Institute,1980,anyone,5,10267
Manhattan Institute,1980,seems,14,10267
Manhattan Institute,1980,prclly,1,10267
Manhattan Institute,1980,clear,4,10267
Manhattan Institute,1980,real,13,10267
Manhattan Institute,1980,target,1,10267
Manhattan Institute,1980,reverend,7,10267
Manhattan Institute,1980,bacon,8,10267
Manhattan Institute,1980,created,2,10267
Manhattan Institute,1980,painting,1,10267
Manhattan Institute,1980,bacon's,2,10267
Manhattan Institute,1980,supposed,1,10267
Manhattan Institute,1980,constituents,1,10267
Manhattan Institute,1980,victims,6,10267
Manhattan Institute,1980,explain,5,10267
Manhattan Institute,1980,charge,1,10267
Manhattan Institute,1980,racism,1,10267
Manhattan Institute,1980,made,14,10267
Manhattan Institute,1980,stick,1,10267
Manhattan Institute,1980,devastating,2,10267
Manhattan Institute,1980,attack,2,10267
Manhattan Institute,1980,simpleminded,1,10267
Manhattan Institute,1980,racist,2,10267
Manhattan Institute,1980,tract,1,10267
Manhattan Institute,1980,disagree,1,10267
Manhattan Institute,1980,extent,6,10267
Manhattan Institute,1980,contain-,1,10267
Manhattan Institute,1980,wouldn't,4,10267
Manhattan Institute,1980,obviously,4,10267
Manhattan Institute,1980,condemning,1,10267
Manhattan Institute,1980,achieved,1,10267
Manhattan Institute,1980,animosity,1,10267
Manhattan Institute,1980,opportunities,1,10267
Manhattan Institute,1980,gives,3,10267
Manhattan Institute,1980,teachout-it's,2,10267
Manhattan Institute,1980,portrayed,1,10267
Manhattan Institute,1980,sympathetically-,1,10267
Manhattan Institute,1980,pawns,1,10267
Manhattan Institute,1980,game,5,10267
Manhattan Institute,1980,carry,1,10267
Manhattan Institute,1980,overwhelmingly,1,10267
Manhattan Institute,1980,far,5,10267
Manhattan Institute,1980,portrayal,2,10267
Manhattan Institute,1980,community,36,10267
Manhattan Institute,1980,goes,4,10267
Manhattan Institute,1980,image,1,10267
Manhattan Institute,1980,granted,3,10267
Manhattan Institute,1980,caricature,3,10267
Manhattan Institute,1980,there's,17,10267
Manhattan Institute,1980,nothing,12,10267
Manhattan Institute,1980,wrong,4,10267
Manhattan Institute,1980,takes,4,10267
Manhattan Institute,1980,por-,2,10267
Manhattan Institute,1980,trayal,1,10267
Manhattan Institute,1980,value,3,10267
Manhattan Institute,1980,inevitably,2,10267
Manhattan Institute,1980,sec,12,10267
Manhattan Institute,1980,opinion,8,10267
Manhattan Institute,1980,mono-,1,10267
Manhattan Institute,1980,lith,1,10267
Manhattan Institute,1980,oversimplification,1,10267
Manhattan Institute,1980,tawana,3,10267
Manhattan Institute,1980,brawley,3,10267
Manhattan Institute,1980,case,13,10267
Manhattan Institute,1980,survey,2,10267
Manhattan Institute,1980,among,8,10267
Manhattan Institute,1980,other,33,10267
Manhattan Institute,1980,ings,1,10267
Manhattan Institute,1980,name,2,10267
Manhattan Institute,1980,recogni-,1,10267
Manhattan Institute,1980,tion,7,10267
Manhattan Institute,1980,alton,1,10267
Manhattan Institute,1980,maddox,1,10267
Manhattan Institute,1980,vernon,1,10267
Manhattan Institute,1980,mason,1,10267
Manhattan Institute,1980,single,10,10267
Manhattan Institute,1980,digits,1,10267
Manhattan Institute,1980,thing,8,10267
Manhattan Institute,1980,suit,1,10267
Manhattan Institute,1980,purposes,3,10267
Manhattan Institute,1980,present,1,10267
Manhattan Institute,1980,three,4,10267
Manhattan Institute,1980,dimensions,1,10267
Manhattan Institute,1980,vigilante-we,2,10267
Manhattan Institute,1980,cops,2,10267
Manhattan Institute,1980,ponraying,1,10267
Manhattan Institute,1980,monolith,3,10267
Manhattan Institute,1980,he's,15,10267
Manhattan Institute,1980,tmying,1,10267
Manhattan Institute,1980,media,8,10267
Manhattan Institute,1980,agitprop,1,10267
Manhattan Institute,1980,politics,6,10267
Manhattan Institute,1980,monolithic,1,10267
Manhattan Institute,1980,portion,2,10267
Manhattan Institute,1980,mobi-,1,10267
Manhattan Institute,1980,lized,2,10267
Manhattan Institute,1980,noise,2,10267
Manhattan Institute,1980,tends,1,10267
Manhattan Institute,1980,issues,3,10267
Manhattan Institute,1980,typi-,1,10267
Manhattan Institute,1980,cally,1,10267
Manhattan Institute,1980,raised,1,10267
Manhattan Institute,1980,past,7,10267
Manhattan Institute,1980,wriston-is,1,10267
Manhattan Institute,1980,character,5,10267
Manhattan Institute,1980,newspaper,1,10267
Manhattan Institute,1980,reporter,3,10267
Manhattan Institute,1980,percent,4,10267
Manhattan Institute,1980,accumte,1,10267
Manhattan Institute,1980,teachout-that's,2,10267
Manhattan Institute,1980,wriston-all,1,10267
Manhattan Institute,1980,mean,3,10267
Manhattan Institute,1980,we're,9,10267
Manhattan Institute,1980,know,25,10267
Manhattan Institute,1980,firsthand,2,10267
Manhattan Institute,1980,absolutely,3,10267
Manhattan Institute,1980,journalists-the,1,10267
Manhattan Institute,1980,ones,3,10267
Manhattan Institute,1980,anyway-don't,1,10267
Manhattan Institute,1980,olson-wolfe's,1,10267
Manhattan Institute,1980,critique,2,10267
Manhattan Institute,1980,community-that's,1,10267
Manhattan Institute,1980,taken,5,10267
Manhattan Institute,1980,granted-but,1,10267
Manhattan Institute,1980,cat's-paw,1,10267
Manhattan Institute,1980,manipulators,1,10267
Manhattan Institute,1980,ways,13,10267
Manhattan Institute,1980,creation,2,10267
Manhattan Institute,1980,establishment,5,10267
Manhattan Institute,1980,hard,6,10267
Manhattan Institute,1980,find,7,10267
Manhattan Institute,1980,institution,1,10267
Manhattan Institute,1980,helped,1,10267
Manhattan Institute,1980,create,1,10267
Manhattan Institute,1980,magnet-we,1,10267
Manhattan Institute,1980,err,1,10267
Manhattan Institute,1980,focus,1,10267
Manhattan Institute,1980,happen,5,10267
Manhattan Institute,1980,assaulted,1,10267
Manhattan Institute,1980,centrally,2,10267
Manhattan Institute,1980,focused,2,10267
Manhattan Institute,1980,shadowy,1,10267
