source,decade,term,count,tokens,per10k
Cato Institute,1980s,number,82,105592,7.766
Cato Institute,1980s,society,70,105592,6.629
Cato Institute,1980s,y,22,105592,2.083
Cato Institute,1980s,kids,9,105592,0.852
Cato Institute,1980s,possession,17,105592,1.61
Cato Institute,1980s,z,3,105592,0.284
Cato Institute,1980s,plus,17,105592,1.61
Cato Institute,1980s,equals,1,105592,0.095
Cato Institute,1980s,increase,107,105592,10.133
Cato Institute,1980s,murders,2,105592,0.189
Cato Institute,1980s,simple,24,105592,2.273
Cato Institute,1980s,statistical,14,105592,1.326
Cato Institute,1980s,correlation,6,105592,0.568
Cato Institute,1980s,between,119,105592,11.27
Cato Institute,1980s,homicide,24,105592,2.273
Cato Institute,1980s,other,350,105592,33.146
Cato Institute,1980s,violent,21,105592,1.989
Cato Institute,1980s,crimes,14,105592,1.326
Cato Institute,1980s,first,149,105592,14.111
Cato Institute,1980s,years,177,105592,16.763
Cato Institute,1980s,century,36,105592,3.409
Cato Institute,1980s,u,437,105592,41.386
Cato Institute,1980s,s,715,105592,67.713
Cato Institute,1980s,per,58,105592,5.493
Cato Institute,1980s,capita,7,105592,0.663
Cato Institute,1980s,handgun,69,105592,6.535
Cato Institute,1980s,remained,16,105592,1.515
Cato Institute,1980s,stable,8,105592,0.758
Cato Institute,1980s,rate,94,105592,8.902
Cato Institute,1980s,rose,25,105592,2.368
Cato Institute,1980s,tenfold,1,105592,0.095
Cato Institute,1980s,subsequently,5,105592,0.474
Cato Institute,1980s,percent,339,105592,32.105
Cato Institute,1980s,fell,25,105592,2.368
Cato Institute,1980s,switzerland,5,105592,0.474
Cato Institute,1980s,militia,29,105592,2.746
Cato Institute,1980s,system,317,105592,30.021
Cato Institute,1980s,distributes,1,105592,0.095
Cato Institute,1980s,pistols,1,105592,0.095
Cato Institute,1980s,fully,18,105592,1.705
Cato Institute,1980s,automatic,4,105592,0.379
Cato Institute,1980s,assault,8,105592,0.758
Cato Institute,1980s,rifles,4,105592,0.379
Cato Institute,1980s,adult,3,105592,0.284
Cato Institute,1980s,males,5,105592,0.474
Cato Institute,1980s,requires,26,105592,2.462
Cato Institute,1980s,store,7,105592,0.663
Cato Institute,1980s,home,48,105592,4.546
Cato Institute,1980s,long-gun,3,105592,0.284
Cato Institute,1980s,purchases,32,105592,3.031
Cato Institute,1980s,essentially,7,105592,0.663
Cato Institute,1980s,unregulated,1,105592,0.095
Cato Institute,1980s,handguns,53,105592,5.019
Cato Institute,1980s,available,54,105592,5.114
Cato Institute,1980s,without,90,105592,8.523
Cato Institute,1980s,criminal,38,105592,3.599
Cato Institute,1980s,record,51,105592,4.83
Cato Institute,1980s,mental,7,105592,0.663
Cato Institute,1980s,defect,3,105592,0.284
Cato Institute,1980s,nevertheless,15,105592,1.421
Cato Institute,1980s,suffers,5,105592,0.474
Cato Institute,1980s,far,72,105592,6.819
Cato Institute,1980s,less,120,105592,11.364
Cato Institute,1980s,united,274,105592,25.949
Cato Institute,1980s,states,317,105592,30.021
Cato Institute,1980s,almost,73,105592,6.913
Cato Institute,1980s,allowing,11,105592,1.042
Cato Institute,1980s,important,87,105592,8.239
Cato Institute,1980s,differences,2,105592,0.189
Cato Institute,1980s,seems,42,105592,3.978
Cato Institute,1980s,clear,45,105592,4.262
Cato Institute,1980s,direct,26,105592,2.462
Cato Institute,1980s,link,1,105592,0.095
Cato Institute,1980s,level,57,105592,5.398
Cato Institute,1980s,citizen,16,105592,1.515
Cato Institute,1980s,misuse,2,105592,0.189
Cato Institute,1980s,instead,44,105592,4.167
Cato Institute,1980s,simplistically,1,105592,0.095
Cato Institute,1980s,assuming,9,105592,0.852
Cato Institute,1980s,fewer,13,105592,1.231
Cato Institute,1980s,safer,4,105592,0.379
Cato Institute,1980s,analyze,3,105592,0.284
Cato Institute,1980s,particular,43,105592,4.072
Cato Institute,1980s,costs,109,105592,10.323
Cato Institute,1980s,benefits,107,105592,10.133
Cato Institute,1980s,groups,45,105592,4.262
Cato Institute,1980s,gain,32,105592,3.031
Cato Institute,1980s,lose,26,105592,2.462
Cato Institute,1980s,policies,112,105592,10.607
Cato Institute,1980s,tool,3,105592,0.284
Cato Institute,1980s,several,50,105592,4.735
Cato Institute,1980s,ago,17,105592,1.61
Cato Institute,1980s,national,201,105592,19.036
Cato Institute,1980s,institute,135,105592,12.785
Cato Institute,1980s,justice,49,105592,4.641
Cato Institute,1980s,offered,18,105592,1.705
Cato Institute,1980s,grant,9,105592,0.852
Cato Institute,1980s,former,48,105592,4.546
Cato Institute,1980s,president,151,105592,14.3
Cato Institute,1980s,sociological,1,105592,0.095
Cato Institute,1980s,association,29,105592,2.746
Cato Institute,1980s,survey,33,105592,3.125
Cato Institute,1980s,field,10,105592,0.947
Cato Institute,1980s,research,33,105592,3.125
Cato Institute,1980s,peter,44,105592,4.167
Cato Institute,1980s,rossi,29,105592,2.746
Cato Institute,1980s,began,28,105592,2.652
Cato Institute,1980s,work,92,105592,8.713
Cato Institute,1980s,convinced,6,105592,0.568
Cato Institute,1980s,strict,8,105592,0.758
Cato Institute,1980s,looking,11,105592,1.042
Cato Institute,1980s,data,68,105592,6.44
Cato Institute,1980s,however,155,105592,14.679
Cato Institute,1980s,university,62,105592,5.872
Cato Institute,1980s,massachusetts,18,105592,1.705
Cato Institute,1980s,colleagues,8,105592,0.758
Cato Institute,1980s,james,55,105592,5.209
Cato Institute,1980s,wright,32,105592,3.031
Cato Institute,1980s,kathleen,2,105592,0.189
Cato Institute,1980s,daly,19,105592,1.799
Cato Institute,1980s,concluded,36,105592,3.409
Cato Institute,1980s,convincing,1,105592,0.095
Cato Institute,1980s,proof,9,105592,0.852
Cato Institute,1980s,curbs,4,105592,0.379
Cato Institute,1980s,follow-up,2,105592,0.189
Cato Institute,1980s,study,72,105592,6.819
Cato Institute,1980s,serious,35,105592,3.315
Cato Institute,1980s,felons,11,105592,1.042
Cato Institute,1980s,prisons,4,105592,0.379
Cato Institute,1980s,provided,54,105592,5.114
Cato Institute,1980s,would,794,105592,75.195
Cato Institute,1980s,impede,7,105592,0.663
Cato Institute,1980s,determined,15,105592,1.421
Cato Institute,1980s,crimi-,2,105592,0.189
Cato Institute,1980s,nals,1,105592,0.095
Cato Institute,1980s,also,247,105592,23.392
Cato Institute,1980s,indicated,7,105592,0.663
Cato Institute,1980s,deter,10,105592,0.947
Cato Institute,1980s,three-fifths,1,105592,0.095
Cato Institute,1980s,prisoners,3,105592,0.284
Cato Institute,1980s,studied,6,105592,0.568
Cato Institute,1980s,said,85,105592,8.05
Cato Institute,1980s,attack,15,105592,1.421
Cato Institute,1980s,potential,31,105592,2.936
Cato Institute,1980s,victim,13,105592,1.231
Cato Institute,1980s,known,20,105592,1.894
Cato Institute,1980s,armed,43,105592,4.072
Cato Institute,1980s,two-fifths,2,105592,0.189
Cato Institute,1980s,decided,12,105592,1.136
Cato Institute,1980s,commit,7,105592,0.663
Cato Institute,1980s,thought,27,105592,2.557
Cato Institute,1980s,might,83,105592,7.86
Cato Institute,1980s,criminals,29,105592,2.746
Cato Institute,1980s,higher,74,105592,7.008
Cato Institute,1980s,rates,93,105592,8.807
Cato Institute,1980s,worried,8,105592,0.758
Cato Institute,1980s,victims,15,105592,1.421
Cato Institute,1980s,real-world,1,105592,0.095
Cato Institute,1980s,experiences,1,105592,0.095
Cato Institute,1980s,validate,2,105592,0.189
Cato Institute,1980s,sociologists,1,105592,0.095
Cato Institute,1980s,findings,10,105592,0.947
Cato Institute,1980s,police,97,105592,9.186
Cato Institute,1980s,orlando,3,105592,0.284
Cato Institute,1980s,florida,8,105592,0.758
Cato Institute,1980s,responded,7,105592,0.663
Cato Institute,1980s,rape,8,105592,0.758
Cato Institute,1980s,epidemic,2,105592,0.189
Cato Institute,1980s,embarking,1,105592,0.095
Cato Institute,1980s,publicized,7,105592,0.663
Cato Institute,1980s,program,126,105592,11.933
Cato Institute,1980s,train,2,105592,0.189
Cato Institute,1980s,firearm,12,105592,1.136
Cato Institute,1980s,use,121,105592,11.459
Cato Institute,1980s,next,36,105592,3.409
Cato Institute,1980s,year,125,105592,11.838
Cato Institute,1980s,major,102,105592,9.66
Cato Institute,1980s,city,72,105592,6.819
Cato Institute,1980s,experience,33,105592,3.125
Cato Institute,1980s,decrease,15,105592,1.421
Cato Institute,1980s,burglary,4,105592,0.379
Cato Institute,1980s,actually,32,105592,3.031
Cato Institute,1980s,ended,11,105592,1.042
Cato Institute,1980s,firing,4,105592,0.379
Cato Institute,1980s,weapon,16,105592,1.515
Cato Institute,1980s,effect,66,105592,6.25
Cato Institute,1980s,publicity,3,105592,0.284
Cato Institute,1980s,sufficed,1,105592,0.095
Cato Institute,1980s,five,29,105592,2.746
Cato Institute,1980s,later,29,105592,2.746
Cato Institute,1980s,orlando's,1,105592,0.095
Cato Institute,1980s,still,78,105592,7.387
Cato Institute,1980s,below,25,105592,2.368
Cato Institute,1980s,pre-program,1,105592,0.095
Cato Institute,1980s,whereas,5,105592,0.474
Cato Institute,1980s,surrounding,4,105592,0.379
Cato Institute,1980s,standard,30,105592,2.841
Cato Institute,1980s,metropolitan,3,105592,0.284
Cato Institute,1980s,area,20,105592,1.894
Cato Institute,1980s,suffered,7,105592,0.663
Cato Institute,1980s,strike,5,105592,0.474
Cato Institute,1980s,albuquerque,3,105592,0.284
Cato Institute,1980s,patrolled,1,105592,0.095
Cato Institute,1980s,neighborhoods,6,105592,0.568
Cato Institute,1980s,shop,4,105592,0.379
Cato Institute,1980s,owners,16,105592,1.515
Cato Institute,1980s,publicly,8,105592,0.758
Cato Institute,1980s,felonies,2,105592,0.189
Cato Institute,1980s,dropped,10,105592,0.947
Cato Institute,1980s,significantly,20,105592,1.894
Cato Institute,1980s,march,59,105592,5.588
Cato Institute,1980s,kennesaw,1,105592,0.095
Cato Institute,1980s,georgia,1,105592,0.095
Cato Institute,1980s,enacted,17,105592,1.61
Cato Institute,1980s,law,175,105592,16.573
Cato Institute,1980s,requiring,16,105592,1.515
Cato Institute,1980s,householders,1,105592,0.095
Cato Institute,1980s,keep,64,105592,6.061
Cato Institute,1980s,house,64,105592,6.061
Cato Institute,1980s,burglaries,2,105592,0.189
Cato Institute,1980s,following,31,105592,2.936
Cato Institute,1980s,similar,35,105592,3.315
Cato Institute,1980s,training,19,105592,1.799
Cato Institute,1980s,programs,154,105592,14.584
Cato Institute,1980s,gun-toting,1,105592,0.095
Cato Institute,1980s,merchants,2,105592,0.189
Cato Institute,1980s,sharply,11,105592,1.042
Cato Institute,1980s,reduced,43,105592,4.072
Cato Institute,1980s,robberies,6,105592,0.568
Cato Institute,1980s,stores,18,105592,1.705
Cato Institute,1980s,highland,1,105592,0.095
Cato Institute,1980s,park,4,105592,0.379
Cato Institute,1980s,michigan,7,105592,0.663
Cato Institute,1980s,new,500,105592,47.352
Cato Institute,1980s,orleans,4,105592,0.379
Cato Institute,1980s,grocers,1,105592,0.095
Cato Institute,1980s,organization's,1,105592,0.095
Cato Institute,1980s,clinics,1,105592,0.095
Cato Institute,1980s,produced,18,105592,1.705
Cato Institute,1980s,result,88,105592,8.334
Cato Institute,1980s,advocates,32,105592,3.031
Cato Institute,1980s,note,18,105592,1.705
Cato Institute,1980s,burglars,2,105592,0.189
Cato Institute,1980s,driven,7,105592,0.663
Cato Institute,1980s,off,62,105592,5.872
Cato Institute,1980s,homeowners,1,105592,0.095
Cato Institute,1980s,since,118,105592,11.175
Cato Institute,1980s,huge,18,105592,1.705
Cato Institute,1980s,preponderance,1,105592,0.095
Cato Institute,1980s,take,81,105592,7.671
Cato Institute,1980s,place,35,105592,3.315
Cato Institute,1980s,citation,2,105592,0.189
Cato Institute,1980s,misleading,7,105592,0.663
Cato Institute,1980s,criminologists,1,105592,0.095
Cato Institute,1980s,attribute,2,105592,0.189
Cato Institute,1980s,prevalence,2,105592,0.189
Cato Institute,1980s,daytime,1,105592,0.095
Cato Institute,1980s,burglars',1,105592,0.095
Cato Institute,1980s,confronting,2,105592,0.189
Cato Institute,1980s,occupant,1,105592,0.095
Cato Institute,1980s,burglar's,1,105592,0.095
Cato Institute,1980s,chance,21,105592,1.989
Cato Institute,1980s,sent,18,105592,1.705
Cato Institute,1980s,jail,8,105592,0.758
Cato Institute,1980s,shot,7,105592,0.663
Cato Institute,1980s,burglar,3,105592,0.284
Cato Institute,1980s,breaks,1,105592,0.095
Cato Institute,1980s,occupied,3,105592,0.284
Cato Institute,1980s,residence,1,105592,0.095
Cato Institute,1980s,laws,67,105592,6.345
Cato Institute,1980s,stanford,5,105592,0.474
Cato Institute,1980s,professor,23,105592,2.178
Cato Institute,1980s,john,54,105592,5.114
Cato Institute,1980s,kaplan,6,105592,0.568
Cato Institute,1980s,observed,13,105592,1.231
Cato Institute,1980s,outlawed,4,105592,0.379
Cato Institute,1980s,outlaws,5,105592,0.474
Cato Institute,1980s,argued,13,105592,1.231
Cato Institute,1980s,criminalizes,1,105592,0.095
Cato Institute,1980s,behavior,21,105592,1.989
Cato Institute,1980s,practitioners,3,105592,0.284
Cato Institute,1980s,believe,43,105592,4.072
Cato Institute,1980s,improper,2,105592,0.189
Cato Institute,1980s,respect,15,105592,1.421
Cato Institute,1980s,found,63,105592,5.966
Cato Institute,1980s,problem,120,105592,11.364
Cato Institute,1980s,especially,63,105592,5.966
Cato Institute,1980s,severe,15,105592,1.421
Cato Institute,1980s,situations,4,105592,0.379
Cato Institute,1980s,numbers,19,105592,1.799
Cato Institute,1980s,high,103,105592,9.755
Cato Institute,1980s,marijuana,4,105592,0.379
Cato Institute,1980s,prohibition,25,105592,2.368
Cato Institute,1980s,registration,23,105592,2.178
Cato Institute,1980s,meet,36,105592,3.409
Cato Institute,1980s,massive,25,105592,2.368
Cato Institute,1980s,resistance,15,105592,1.421
Cato Institute,1980s,illinois,15,105592,1.421
Cato Institute,1980s,example,135,105592,12.785
Cato Institute,1980s,showed,10,105592,0.947
Cato Institute,1980s,compliance,5,105592,0.474
Cato Institute,1980s,comply,6,105592,0.568
Cato Institute,1980s,evident,3,105592,0.284
Cato Institute,1980s,york,248,105592,23.487
Cato Institute,1980s,city's,3,105592,0.284
Cato Institute,1980s,complete,18,105592,1.705
Cato Institute,1980s,voluntarily,3,105592,0.284
Cato Institute,1980s,obeyed,1,105592,0.095
Cato Institute,1980s,estimates,24,105592,2.273
Cato Institute,1980s,illegal,28,105592,2.652
Cato Institute,1980s,range,14,105592,1.326
Cato Institute,1980s,million,108,105592,10.228
Cato Institute,1980s,widespread,30,105592,2.841
Cato Institute,1980s,certainly,23,105592,2.178
Cato Institute,1980s,label,2,105592,0.189
Cato Institute,1980s,millions,20,105592,1.894
Cato Institute,1980s,otherwise,14,105592,1.326
Cato Institute,1980s,law-abiding,3,105592,0.284
Cato Institute,1980s,possess,4,105592,0.379
Cato Institute,1980s,means,64,105592,6.061
Cato Institute,1980s,defend,11,105592,1.042
Cato Institute,1980s,regardless,18,105592,1.705
Cato Institute,1980s,legislation,51,105592,4.83
Cato Institute,1980s,dictates,4,105592,0.379
Cato Institute,1980s,addition,31,105592,2.936
Cato Institute,1980s,enforcement,20,105592,1.894
Cato Institute,1980s,prohibition--like,1,105592,0.095
Cato Institute,1980s,current,100,105592,9.47
Cato Institute,1980s,past,46,105592,4.356
Cato Institute,1980s,prohibition--,1,105592,0.095
Cato Institute,1980s,divert,2,105592,0.189
Cato Institute,1980s,enormous,14,105592,1.326
Cato Institute,1980s,judicial,32,105592,3.031
Cato Institute,1980s,resources,72,105592,6.819
Cato Institute,1980s,ferreting,1,105592,0.095
Cato Institute,1980s,prosecuting,1,105592,0.095
Cato Institute,1980s,commission,36,105592,3.409
Cato Institute,1980s,private,347,105592,32.862
Cato Institute,1980s,consensual,2,105592,0.189
Cato Institute,1980s,possessory,3,105592,0.284
Cato Institute,1980s,offenses,5,105592,0.474
Cato Institute,1980s,diversion,2,105592,0.189
Cato Institute,1980s,prosecu-,1,105592,0.095
Cato Institute,1980s,tion,91,105592,8.618
Cato Institute,1980s,mean,23,105592,2.178
Cato Institute,1980s,fight,13,105592,1.231
Cato Institute,1980s,assume,19,105592,1.799
Cato Institute,1980s,half,32,105592,3.031
Cato Institute,1980s,disobey,2,105592,0.189
Cato Institute,1980s,caught,7,105592,0.663
Cato Institute,1980s,cost,96,105592,9.092
Cato Institute,1980s,arresting,1,105592,0.095
Cato Institute,1980s,someone,9,105592,0.852
Cato Institute,1980s,offense,5,105592,0.474
Cato Institute,1980s,well,97,105592,9.186
Cato Institute,1980s,total,72,105592,6.819
Cato Institute,1980s,arrests,4,105592,0.379
Cato Institute,1980s,alone,24,105592,2.273
Cato Institute,1980s,amount,40,105592,3.788
Cato Institute,1980s,billion,180,105592,17.047
Cato Institute,1980s,defendants,6,105592,0.568
Cato Institute,1980s,plea-bargained,1,105592,0.095
Cato Institute,1980s,normal,7,105592,0.663
Cato Institute,1980s,unlikely,21,105592,1.989
Cato Institute,1980s,assumption,13,105592,1.231
Cato Institute,1980s,juries,2,105592,0.189
Cato Institute,1980s,sympathetic,3,105592,0.284
Cato Institute,1980s,prosecution,4,105592,0.379
Cato Institute,1980s,trial,8,105592,0.758
Cato Institute,1980s,least,71,105592,6.724
Cato Institute,1980s,putting,9,105592,0.852
Cato Institute,1980s,convicted,4,105592,0.379
Cato Institute,1980s,three-day,1,105592,0.095
Cato Institute,1980s,term,32,105592,3.031
Cato Institute,1980s,one-,4,105592,0.379
Cato Institute,1980s,time,203,105592,19.225
Cato Institute,1980s,prison,6,105592,0.568
Cato Institute,1980s,construction,15,105592,1.421
Cato Institute,1980s,annual,50,105592,4.735
Cato Institute,1980s,maintenance,3,105592,0.284
Cato Institute,1980s,require,33,105592,3.125
Cato Institute,1980s,capacity,14,105592,1.326
Cato Institute,1980s,given,82,105592,7.766
Cato Institute,1980s,entire,20,105592,1.894
Cato Institute,1980s,budget,41,105592,3.883
Cato Institute,1980s,effective,38,105592,3.599
Cato Institute,1980s,simply,62,105592,5.872
Cato Institute,1980s,impossible,20,105592,1.894
Cato Institute,1980s,disarm,5,105592,0.474
Cato Institute,1980s,although,87,105592,8.239
Cato Institute,1980s,devote,3,105592,0.284
Cato Institute,1980s,attention,25,105592,2.368
Cato Institute,1980s,alleged,12,105592,1.136
Cato Institute,1980s,evils,1,105592,0.095
Cato Institute,1980s,atten-,1,105592,0.095
Cato Institute,1980s,particulars,1,105592,0.095
Cato Institute,1980s,devising,1,105592,0.095
Cato Institute,1980s,workable,3,105592,0.284
Cato Institute,1980s,enforceable,3,105592,0.284
Cato Institute,1980s,disarming,9,105592,0.852
Cato Institute,1980s,nearly,30,105592,2.841
Cato Institute,1980s,third,92,105592,8.713
Cato Institute,1980s,ratio,11,105592,1.042
Cato Institute,1980s,homicides,13,105592,1.231
Cato Institute,1980s,supply,39,105592,3.693
Cato Institute,1980s,continue,41,105592,3.883
Cato Institute,1980s,barely,2,105592,0.189
Cato Institute,1980s,interruption,3,105592,0.284
Cato Institute,1980s,disappeared,2,105592,0.189
Cato Institute,1980s,left,42,105592,3.978
Cato Institute,1980s,every,73,105592,6.913
Cato Institute,1980s,state,237,105592,22.445
Cato Institute,1980s,union,91,105592,8.618
Cato Institute,1980s,recent,75,105592,7.103
Cato Institute,1980s,felony,4,105592,0.379
Cato Institute,1980s,convictions,4,105592,0.379
Cato Institute,1980s,purchase,9,105592,0.852
Cato Institute,1980s,firearms,51,105592,4.83
Cato Institute,1980s,yet,52,105592,4.925
Cato Institute,1980s,many,190,105592,17.994
Cato Institute,1980s,repeat,7,105592,0.663
Cato Institute,1980s,offenders,4,105592,0.379
Cato Institute,1980s,able,58,105592,5.493
Cato Institute,1980s,obtain,9,105592,0.852
Cato Institute,1980s,last,62,105592,5.872
Cato Institute,1980s,within,48,105592,4.546
Cato Institute,1980s,days,33,105592,3.125
Cato Institute,1980s,obtained,2,105592,0.189
Cato Institute,1980s,hours,16,105592,1.515
Cato Institute,1980s,three-quarters,4,105592,0.379
Cato Institute,1980s,agreed,15,105592,1.421
Cato Institute,1980s,trouble,19,105592,1.799
Cato Institute,1980s,obtaining,3,105592,0.284
Cato Institute,1980s,upon,31,105592,2.936
Cato Institute,1980s,release,18,105592,1.705
Cato Institute,1980s,despite,53,105592,5.019
Cato Institute,1980s,barriers,21,105592,1.989
Cato Institute,1980s,stock,29,105592,2.746
Cato Institute,1980s,magically,2,105592,0.189
Cato Institute,1980s,vanished,2,105592,0.189
Cato Institute,1980s,resupply,1,105592,0.095
Cato Institute,1980s,easy,17,105592,1.61
Cato Institute,1980s,small,44,105592,4.167
Cato Institute,1980s,imported,8,105592,0.758
Cato Institute,1980s,physical,5,105592,0.474
Cato Institute,1980s,volume,19,105592,1.799
Cato Institute,1980s,enter,11,105592,1.042
Cato Institute,1980s,country,89,105592,8.429
Cato Institute,1980s,annually,16,105592,1.515
Cato Institute,1980s,demand,46,105592,4.356
