source,decade,term,count,tokens,per10k
Cato Institute,1980s,debates,6,136764,0.439
Cato Institute,1980s,been,299,136764,21.862
Cato Institute,1980s,dominated,5,136764,0.366
Cato Institute,1980s,emotion,2,136764,0.146
Cato Institute,1980s,misinformation,2,136764,0.146
Cato Institute,1980s,one,330,136764,24.129
Cato Institute,1980s,on,877,136764,64.125
Cato Institute,1980s,perhaps,35,136764,2.559
Cato Institute,1980s,this,476,136764,34.804
Cato Institute,1980s,debate,41,136764,2.998
Cato Institute,1980s,is,1558,136764,113.919
Cato Institute,1980s,so,191,136764,13.966
Cato Institute,1980s,highly,23,136764,1.682
Cato Institute,1980s,charged,10,136764,0.731
Cato Institute,1980s,because,209,136764,15.282
Cato Institute,1980s,it,915,136764,66.904
Cato Institute,1980s,involves,12,136764,0.877
Cato Institute,1980s,such,270,136764,19.742
Cato Institute,1980s,fundamental,15,136764,1.097
Cato Institute,1980s,issues,39,136764,2.852
Cato Institute,1980s,calls,7,136764,0.512
Cato Institute,1980s,for,1389,136764,101.562
Cato Institute,1980s,more,423,136764,30.929
Cato Institute,1980s,restrictions,52,136764,3.802
Cato Institute,1980s,or,559,136764,40.873
Cato Institute,1980s,bans,10,136764,0.731
Cato Institute,1980s,some,202,136764,14.77
Cato Institute,1980s,all,250,136764,18.28
Cato Institute,1980s,guns,99,136764,7.239
Cato Institute,1980s,significant,23,136764,1.682
Cato Institute,1980s,change,64,136764,4.68
Cato Institute,1980s,our,137,136764,10.017
Cato Institute,1980s,social,231,136764,16.89
Cato Institute,1980s,constitutional,30,136764,2.194
Cato Institute,1980s,systems,40,136764,2.925
Cato Institute,1980s,based,42,136764,3.071
Cato Institute,1980s,faulty,1,136764,0.073
Cato Institute,1980s,notion,12,136764,0.877
Cato Institute,1980s,that,1821,136764,133.149
Cato Institute,1980s,ordinary,21,136764,1.535
Cato Institute,1980s,american,234,136764,17.11
Cato Institute,1980s,citizens,93,136764,6.8
Cato Institute,1980s,too,60,136764,4.387
Cato Institute,1980s,clumsy,1,136764,0.073
Cato Institute,1980s,ill-tempered,1,136764,0.073
Cato Institute,1980s,to,3815,136764,278.948
Cato Institute,1980s,be,861,136764,62.955
Cato Institute,1980s,trusted,3,136764,0.219
Cato Institute,1980s,weapons,51,136764,3.729
Cato Institute,1980s,only,237,136764,17.329
Cato Institute,1980s,through,98,136764,7.166
Cato Institute,1980s,blatant,1,136764,0.073
Cato Institute,1980s,abrogation,1,136764,0.073
Cato Institute,1980s,explicit,12,136764,0.877
Cato Institute,1980s,rights,84,136764,6.142
Cato Institute,1980s,even,217,136764,15.867
Cato Institute,1980s,possible,38,136764,2.779
Cato Institute,1980s,must,150,136764,10.968
Cato Institute,1980s,enforced,5,136764,0.366
Cato Institute,1980s,violations,10,136764,0.731
Cato Institute,1980s,individual,48,136764,3.51
Cato Institute,1980s,intrusive,2,136764,0.146
Cato Institute,1980s,search,11,136764,0.804
Cato Institute,1980s,seizure,9,136764,0.658
Cato Institute,1980s,severely,4,136764,0.292
Cato Institute,1980s,victimizes,1,136764,0.073
Cato Institute,1980s,need,81,136764,5.923
Cato Institute,1980s,self-defense,22,136764,1.609
Cato Institute,1980s,blacks,25,136764,1.828
Cato Institute,1980s,women,24,136764,1.755
Cato Institute,1980s,various,31,136764,2.267
Cato Institute,1980s,proposals,33,136764,2.413
Cato Institute,1980s,today's,7,136764,0.512
Cato Institute,1980s,agenda--,1,136764,0.073
Cato Institute,1980s,including,39,136764,2.852
Cato Institute,1980s,licensing,39,136764,2.852
Cato Institute,1980s,waiting,11,136764,0.804
Cato Institute,1980s,periods,12,136764,0.877
Cato Institute,1980s,so-called,5,136764,0.366
Cato Institute,1980s,saturday,12,136764,0.877
Cato Institute,1980s,night,19,136764,1.389
Cato Institute,1980s,specials--are,1,136764,0.073
Cato Institute,1980s,little,72,136764,5.265
Cato Institute,1980s,if,296,136764,21.643
Cato Institute,1980s,any,139,136764,10.163
Cato Institute,1980s,value,33,136764,2.413
Cato Institute,1980s,crime-,2,136764,0.146
Cato Institute,1980s,fighting,9,136764,0.658
Cato Institute,1980s,measures,39,136764,2.852
Cato Institute,1980s,banning,7,136764,0.512
Cato Institute,1980s,reduce,36,136764,2.632
Cato Institute,1980s,crime,73,136764,5.338
Cato Institute,1980s,makes,31,136764,2.267
Cato Institute,1980s,much,131,136764,9.579
Cato Institute,1980s,sense,38,136764,2.779
Cato Institute,1980s,alcohol,8,136764,0.585
Cato Institute,1980s,drunk,3,136764,0.219
Cato Institute,1980s,driving,11,136764,0.804
Cato Institute,1980s,indeed,36,136764,2.632
Cato Institute,1980s,persuasive,8,136764,0.585
Cato Institute,1980s,evidence,43,136764,3.144
Cato Institute,1980s,shows,13,136764,0.951
Cato Institute,1980s,civilian,14,136764,1.024
Cato Institute,1980s,ownership,33,136764,2.413
Cato Institute,1980s,can,235,136764,17.183
Cato Institute,1980s,a,2545,136764,186.087
Cato Institute,1980s,powerful,18,136764,1.316
Cato Institute,1980s,deterrent,3,136764,0.219
Cato Institute,1980s,poses,2,136764,0.146
Cato Institute,1980s,basic,37,136764,2.705
Cato Institute,1980s,question,44,136764,3.217
Cato Institute,1980s,trustworthy,4,136764,0.292
Cato Institute,1980s,government,487,136764,35.609
Cato Institute,1980s,formerly,6,136764,0.439
Cato Institute,1980s,an,548,136764,40.069
Cato Institute,1980s,assistant,5,136764,0.366
Cato Institute,1980s,district,6,136764,0.439
Cato Institute,1980s,attorney,10,136764,0.731
Cato Institute,1980s,manhattan,1,136764,0.073
Cato Institute,1980s,colorado,2,136764,0.146
Cato Institute,1980s,page,52,136764,3.802
Cato Institute,1980s,cause,44,136764,3.217
Cato Institute,1980s,advocates--those,1,136764,0.073
Cato Institute,1980s,favor,35,136764,2.559
Cato Institute,1980s,additional,18,136764,1.316
Cato Institute,1980s,legal,48,136764,3.51
Cato Institute,1980s,availability,14,136764,1.024
Cato Institute,1980s,want,35,136764,2.559
Cato Institute,1980s,outlaw,3,136764,0.219
Cato Institute,1980s,certain,29,136764,2.12
Cato Institute,1980s,types,10,136764,0.731
Cato Institute,1980s,guns--argue,1,136764,0.073
Cato Institute,1980s,there,229,136764,16.744
Cato Institute,1980s,will,294,136764,21.497
Cato Institute,1980s,detroit,13,136764,0.951
Cato Institute,1980s,narcotics,2,136764,0.146
Cato Institute,1980s,officer,10,136764,0.731
Cato Institute,1980s,put,44,136764,3.217
Cato Institute,1980s,drugs,9,136764,0.658
Cato Institute,1980s,x,4,136764,0.292
Cato Institute,1980s,number,59,136764,4.314
Cato Institute,1980s,society,49,136764,3.583
Cato Institute,1980s,y,20,136764,1.462
Cato Institute,1980s,kids,3,136764,0.219
Cato Institute,1980s,possession,17,136764,1.243
Cato Institute,1980s,z,2,136764,0.146
Cato Institute,1980s,plus,12,136764,0.877
Cato Institute,1980s,equals,1,136764,0.073
Cato Institute,1980s,increase,71,136764,5.191
Cato Institute,1980s,murders,2,136764,0.146
Cato Institute,1980s,but,420,136764,30.71
Cato Institute,1980s,simple,20,136764,1.462
Cato Institute,1980s,statistical,12,136764,0.877
Cato Institute,1980s,correlation,6,136764,0.439
Cato Institute,1980s,between,97,136764,7.093
Cato Institute,1980s,homicide,24,136764,1.755
Cato Institute,1980s,other,245,136764,17.914
Cato Institute,1980s,violent,21,136764,1.535
Cato Institute,1980s,crimes,14,136764,1.024
Cato Institute,1980s,first,118,136764,8.628
Cato Institute,1980s,years,127,136764,9.286
Cato Institute,1980s,century,33,136764,2.413
Cato Institute,1980s,u,321,136764,23.471
Cato Institute,1980s,s,497,136764,36.34
Cato Institute,1980s,per,38,136764,2.779
Cato Institute,1980s,capita,7,136764,0.512
Cato Institute,1980s,handgun,69,136764,5.045
Cato Institute,1980s,remained,13,136764,0.951
Cato Institute,1980s,stable,8,136764,0.585
Cato Institute,1980s,rate,81,136764,5.923
Cato Institute,1980s,rose,16,136764,1.17
Cato Institute,1980s,tenfold,1,136764,0.073
Cato Institute,1980s,subsequently,5,136764,0.366
Cato Institute,1980s,percent,232,136764,16.964
Cato Institute,1980s,fell,16,136764,1.17
Cato Institute,1980s,switzerland,4,136764,0.292
Cato Institute,1980s,its,347,136764,25.372
Cato Institute,1980s,militia,29,136764,2.12
Cato Institute,1980s,system,220,136764,16.086
Cato Institute,1980s,distributes,1,136764,0.073
Cato Institute,1980s,both,75,136764,5.484
Cato Institute,1980s,pistols,1,136764,0.073
Cato Institute,1980s,fully,14,136764,1.024
Cato Institute,1980s,automatic,4,136764,0.292
Cato Institute,1980s,assault,8,136764,0.585
Cato Institute,1980s,rifles,4,136764,0.292
Cato Institute,1980s,adult,2,136764,0.146
Cato Institute,1980s,males,5,136764,0.366
Cato Institute,1980s,requires,23,136764,1.682
Cato Institute,1980s,store,5,136764,0.366
Cato Institute,1980s,at,411,136764,30.052
Cato Institute,1980s,home,39,136764,2.852
Cato Institute,1980s,further,38,136764,2.779
Cato Institute,1980s,long-gun,3,136764,0.219
Cato Institute,1980s,purchases,30,136764,2.194
Cato Institute,1980s,essentially,6,136764,0.439
Cato Institute,1980s,unregulated,1,136764,0.073
Cato Institute,1980s,handguns,53,136764,3.875
Cato Institute,1980s,available,41,136764,2.998
Cato Institute,1980s,without,69,136764,5.045
Cato Institute,1980s,criminal,38,136764,2.779
Cato Institute,1980s,record,48,136764,3.51
Cato Institute,1980s,mental,7,136764,0.512
Cato Institute,1980s,defect,3,136764,0.219
Cato Institute,1980s,nevertheless,14,136764,1.024
Cato Institute,1980s,suffers,4,136764,0.292
Cato Institute,1980s,far,58,136764,4.241
Cato Institute,1980s,less,90,136764,6.581
Cato Institute,1980s,than,338,136764,24.714
Cato Institute,1980s,united,230,136764,16.817
Cato Institute,1980s,states,269,136764,19.669
Cato Institute,1980s,almost,63,136764,4.606
Cato Institute,1980s,allowing,7,136764,0.512
Cato Institute,1980s,important,71,136764,5.191
Cato Institute,1980s,differences,1,136764,0.073
Cato Institute,1980s,seems,33,136764,2.413
Cato Institute,1980s,clear,32,136764,2.34
Cato Institute,1980s,direct,21,136764,1.535
Cato Institute,1980s,link,1,136764,0.073
Cato Institute,1980s,level,43,136764,3.144
Cato Institute,1980s,citizen,14,136764,1.024
Cato Institute,1980s,misuse,2,136764,0.146
Cato Institute,1980s,instead,34,136764,2.486
Cato Institute,1980s,simplistically,1,136764,0.073
Cato Institute,1980s,assuming,6,136764,0.439
Cato Institute,1980s,fewer,6,136764,0.439
Cato Institute,1980s,safer,4,136764,0.292
Cato Institute,1980s,should,176,136764,12.869
Cato Institute,1980s,analyze,2,136764,0.146
Cato Institute,1980s,particular,30,136764,2.194
Cato Institute,1980s,costs,97,136764,7.093
Cato Institute,1980s,benefits,94,136764,6.873
Cato Institute,1980s,which,328,136764,23.983
Cato Institute,1980s,groups,42,136764,3.071
Cato Institute,1980s,gain,27,136764,1.974
Cato Institute,1980s,lose,18,136764,1.316
Cato Institute,1980s,from,485,136764,35.463
Cato Institute,1980s,policies,86,136764,6.288
Cato Institute,1980s,tool,3,136764,0.219
Cato Institute,1980s,several,41,136764,2.998
Cato Institute,1980s,ago,9,136764,0.658
Cato Institute,1980s,national,168,136764,12.284
Cato Institute,1980s,institute,115,136764,8.409
Cato Institute,1980s,justice,46,136764,3.363
Cato Institute,1980s,offered,17,136764,1.243
Cato Institute,1980s,grant,9,136764,0.658
Cato Institute,1980s,former,41,136764,2.998
Cato Institute,1980s,president,142,136764,10.383
Cato Institute,1980s,sociological,1,136764,0.073
Cato Institute,1980s,association,24,136764,1.755
Cato Institute,1980s,survey,22,136764,1.609
Cato Institute,1980s,field,8,136764,0.585
Cato Institute,1980s,research,27,136764,1.974
Cato Institute,1980s,peter,42,136764,3.071
Cato Institute,1980s,rossi,29,136764,2.12
Cato Institute,1980s,began,21,136764,1.535
Cato Institute,1980s,his,156,136764,11.407
Cato Institute,1980s,work,75,136764,5.484
Cato Institute,1980s,convinced,6,136764,0.439
Cato Institute,1980s,strict,7,136764,0.512
Cato Institute,1980s,after,116,136764,8.482
Cato Institute,1980s,looking,9,136764,0.658
Cato Institute,1980s,data,45,136764,3.29
Cato Institute,1980s,however,109,136764,7.97
Cato Institute,1980s,university,46,136764,3.363
Cato Institute,1980s,massachusetts,13,136764,0.951
Cato Institute,1980s,colleagues,6,136764,0.439
Cato Institute,1980s,james,47,136764,3.437
Cato Institute,1980s,wright,32,136764,2.34
Cato Institute,1980s,kathleen,2,136764,0.146
Cato Institute,1980s,daly,19,136764,1.389
Cato Institute,1980s,concluded,32,136764,2.34
Cato Institute,1980s,was,556,136764,40.654
Cato Institute,1980s,convincing,1,136764,0.073
Cato Institute,1980s,proof,5,136764,0.366
Cato Institute,1980s,curbs,4,136764,0.292
Cato Institute,1980s,follow-up,1,136764,0.073
Cato Institute,1980s,study,60,136764,4.387
Cato Institute,1980s,serious,31,136764,2.267
Cato Institute,1980s,felons,11,136764,0.804
Cato Institute,1980s,prisons,4,136764,0.292
Cato Institute,1980s,provided,40,136764,2.925
Cato Institute,1980s,would,559,136764,40.873
Cato Institute,1980s,not,725,136764,53.011
Cato Institute,1980s,impede,4,136764,0.292
Cato Institute,1980s,determined,12,136764,0.877
Cato Institute,1980s,crimi-,2,136764,0.146
Cato Institute,1980s,nals,1,136764,0.073
Cato Institute,1980s,also,202,136764,14.77
Cato Institute,1980s,indicated,7,136764,0.512
Cato Institute,1980s,does,88,136764,6.434
Cato Institute,1980s,deter,7,136764,0.512
Cato Institute,1980s,three-fifths,1,136764,0.073
Cato Institute,1980s,prisoners,3,136764,0.219
Cato Institute,1980s,studied,3,136764,0.219
Cato Institute,1980s,said,69,136764,5.045
Cato Institute,1980s,attack,15,136764,1.097
Cato Institute,1980s,potential,23,136764,1.682
Cato Institute,1980s,victim,12,136764,0.877
Cato Institute,1980s,known,17,136764,1.243
Cato Institute,1980s,armed,42,136764,3.071
Cato Institute,1980s,two-fifths,2,136764,0.146
Cato Institute,1980s,had,237,136764,17.329
Cato Institute,1980s,decided,10,136764,0.731
Cato Institute,1980s,commit,7,136764,0.512
Cato Institute,1980s,they,416,136764,30.417
Cato Institute,1980s,thought,20,136764,1.462
Cato Institute,1980s,might,55,136764,4.022
Cato Institute,1980s,criminals,29,136764,2.12
Cato Institute,1980s,higher,54,136764,3.948
Cato Institute,1980s,rates,39,136764,2.852
Cato Institute,1980s,worried,3,136764,0.219
Cato Institute,1980s,about,177,136764,12.942
Cato Institute,1980s,victims,15,136764,1.097
Cato Institute,1980s,real-world,1,136764,0.073
Cato Institute,1980s,experiences,1,136764,0.073
Cato Institute,1980s,validate,1,136764,0.073
Cato Institute,1980s,sociologists,1,136764,0.073
Cato Institute,1980s,findings,10,136764,0.731
Cato Institute,1980s,police,97,136764,7.093
Cato Institute,1980s,orlando,3,136764,0.219
Cato Institute,1980s,florida,8,136764,0.585
Cato Institute,1980s,responded,6,136764,0.439
Cato Institute,1980s,rape,8,136764,0.585
Cato Institute,1980s,epidemic,1,136764,0.073
Cato Institute,1980s,embarking,1,136764,0.073
Cato Institute,1980s,publicized,7,136764,0.512
Cato Institute,1980s,program,104,136764,7.604
Cato Institute,1980s,train,2,136764,0.146
Cato Institute,1980s,firearm,12,136764,0.877
Cato Institute,1980s,use,102,136764,7.458
Cato Institute,1980s,next,29,136764,2.12
Cato Institute,1980s,year,90,136764,6.581
Cato Institute,1980s,major,68,136764,4.972
Cato Institute,1980s,city,46,136764,3.363
Cato Institute,1980s,experience,26,136764,1.901
Cato Institute,1980s,decrease,5,136764,0.366
Cato Institute,1980s,burglary,4,136764,0.292
Cato Institute,1980s,actually,28,136764,2.047
Cato Institute,1980s,ended,11,136764,0.804
Cato Institute,1980s,up,94,136764,6.873
Cato Institute,1980s,firing,4,136764,0.292
Cato Institute,1980s,her,24,136764,1.755
Cato Institute,1980s,weapon,16,136764,1.17
Cato Institute,1980s,effect,58,136764,4.241
Cato Institute,1980s,publicity,2,136764,0.146
Cato Institute,1980s,sufficed,1,136764,0.073
Cato Institute,1980s,five,19,136764,1.389
Cato Institute,1980s,later,24,136764,1.755
Cato Institute,1980s,orlando's,1,136764,0.073
Cato Institute,1980s,still,63,136764,4.606
Cato Institute,1980s,below,16,136764,1.17
Cato Institute,1980s,pre-program,1,136764,0.073
Cato Institute,1980s,whereas,3,136764,0.219
Cato Institute,1980s,surrounding,4,136764,0.292
Cato Institute,1980s,standard,25,136764,1.828
Cato Institute,1980s,metropolitan,2,136764,0.146
Cato Institute,1980s,area,19,136764,1.389
Cato Institute,1980s,suffered,6,136764,0.439
Cato Institute,1980s,during,130,136764,9.505
Cato Institute,1980s,strike,5,136764,0.366
Cato Institute,1980s,albuquerque,2,136764,0.146
Cato Institute,1980s,patrolled,1,136764,0.073
Cato Institute,1980s,neighborhoods,2,136764,0.146
Cato Institute,1980s,shop,4,136764,0.292
Cato Institute,1980s,owners,16,136764,1.17
Cato Institute,1980s,publicly,8,136764,0.585
Cato Institute,1980s,felonies,2,136764,0.146
Cato Institute,1980s,dropped,9,136764,0.658
Cato Institute,1980s,significantly,14,136764,1.024
Cato Institute,1980s,march,50,136764,3.656
Cato Institute,1980s,kennesaw,1,136764,0.073
Cato Institute,1980s,georgia,1,136764,0.073
Cato Institute,1980s,enacted,15,136764,1.097
Cato Institute,1980s,law,149,136764,10.895
Cato Institute,1980s,requiring,11,136764,0.804
Cato Institute,1980s,householders,1,136764,0.073
Cato Institute,1980s,keep,52,136764,3.802
Cato Institute,1980s,house,55,136764,4.022
Cato Institute,1980s,burglaries,2,136764,0.146
Cato Institute,1980s,following,25,136764,1.828
Cato Institute,1980s,similar,33,136764,2.413
Cato Institute,1980s,training,18,136764,1.316
Cato Institute,1980s,programs,139,136764,10.163
Cato Institute,1980s,gun-toting,1,136764,0.073
Cato Institute,1980s,merchants,2,136764,0.146
Cato Institute,1980s,sharply,9,136764,0.658
Cato Institute,1980s,reduced,34,136764,2.486
Cato Institute,1980s,robberies,6,136764,0.439
Cato Institute,1980s,stores,1,136764,0.073
Cato Institute,1980s,highland,1,136764,0.073
Cato Institute,1980s,park,4,136764,0.292
Cato Institute,1980s,michigan,7,136764,0.512
Cato Institute,1980s,new,377,136764,27.566
Cato Institute,1980s,orleans,3,136764,0.219
Cato Institute,1980s,grocers,1,136764,0.073
Cato Institute,1980s,organization's,1,136764,0.073
Cato Institute,1980s,clinics,1,136764,0.073
Cato Institute,1980s,produced,14,136764,1.024
Cato Institute,1980s,same,75,136764,5.484
Cato Institute,1980s,result,64,136764,4.68
Cato Institute,1980s,advocates,29,136764,2.12
Cato Institute,1980s,note,14,136764,1.024
Cato Institute,1980s,burglars,2,136764,0.146
Cato Institute,1980s,driven,7,136764,0.512
Cato Institute,1980s,off,50,136764,3.656
Cato Institute,1980s,homeowners,1,136764,0.073
Cato Institute,1980s,since,90,136764,6.581
Cato Institute,1980s,huge,13,136764,0.951
Cato Institute,1980s,preponderance,1,136764,0.073
Cato Institute,1980s,take,55,136764,4.022
Cato Institute,1980s,place,28,136764,2.047
Cato Institute,1980s,when,199,136764,14.551
Cato Institute,1980s,citation,2,136764,0.146
Cato Institute,1980s,misleading,5,136764,0.366
Cato Institute,1980s,criminologists,1,136764,0.073
Cato Institute,1980s,attribute,1,136764,0.073
Cato Institute,1980s,prevalence,2,136764,0.146
Cato Institute,1980s,daytime,1,136764,0.073
Cato Institute,1980s,burglars',1,136764,0.073
Cato Institute,1980s,confronting,1,136764,0.073
Cato Institute,1980s,occupant,1,136764,0.073
Cato Institute,1980s,burglar's,1,136764,0.073
Cato Institute,1980s,chance,11,136764,0.804
Cato Institute,1980s,being,72,136764,5.265
Cato Institute,1980s,sent,15,136764,1.097
Cato Institute,1980s,jail,8,136764,0.585
Cato Institute,1980s,shot,7,136764,0.512
Cato Institute,1980s,burglar,3,136764,0.219
Cato Institute,1980s,breaks,1,136764,0.073
Cato Institute,1980s,occupied,3,136764,0.219
Cato Institute,1980s,residence,1,136764,0.073
Cato Institute,1980s,each,43,136764,3.144
Cato Institute,1980s,laws,63,136764,4.606
Cato Institute,1980s,stanford,3,136764,0.219
Cato Institute,1980s,professor,20,136764,1.462
Cato Institute,1980s,john,43,136764,3.144
Cato Institute,1980s,kaplan,6,136764,0.439
Cato Institute,1980s,has,520,136764,38.022
Cato Institute,1980s,observed,11,136764,0.804
Cato Institute,1980s,outlawed,4,136764,0.292
Cato Institute,1980s,outlaws,5,136764,0.366
Cato Institute,1980s,argued,10,136764,0.731
Cato Institute,1980s,criminalizes,1,136764,0.073
Cato Institute,1980s,behavior,15,136764,1.097
Cato Institute,1980s,practitioners,2,136764,0.146
Cato Institute,1980s,do,183,136764,13.381
Cato Institute,1980s,believe,40,136764,2.925
Cato Institute,1980s,improper,2,136764,0.146
Cato Institute,1980s,respect,13,136764,0.951
Cato Institute,1980s,found,40,136764,2.925
Cato Institute,1980s,problem,87,136764,6.361
Cato Institute,1980s,especially,45,136764,3.29
Cato Institute,1980s,severe,14,136764,1.024
Cato Institute,1980s,situations,3,136764,0.219
Cato Institute,1980s,where,69,136764,5.045
Cato Institute,1980s,numbers,17,136764,1.243
Cato Institute,1980s,very,77,136764,5.63
Cato Institute,1980s,high,60,136764,4.387
Cato Institute,1980s,marijuana,4,136764,0.292
Cato Institute,1980s,prohibition,24,136764,1.755
Cato Institute,1980s,registration,22,136764,1.609
Cato Institute,1980s,meet,18,136764,1.316
Cato Institute,1980s,massive,15,136764,1.097
Cato Institute,1980s,resistance,15,136764,1.097
Cato Institute,1980s,illinois,10,136764,0.731
Cato Institute,1980s,example,113,136764,8.262
Cato Institute,1980s,showed,8,136764,0.585
Cato Institute,1980s,compliance,5,136764,0.366
Cato Institute,1980s,comply,6,136764,0.439
Cato Institute,1980s,evident,2,136764,0.146
Cato Institute,1980s,york,217,136764,15.867
Cato Institute,1980s,city's,1,136764,0.073
Cato Institute,1980s,complete,17,136764,1.243
Cato Institute,1980s,voluntarily,3,136764,0.219
Cato Institute,1980s,obeyed,1,136764,0.073
Cato Institute,1980s,estimates,10,136764,0.731
Cato Institute,1980s,illegal,28,136764,2.047
Cato Institute,1980s,range,10,136764,0.731
Cato Institute,1980s,million,96,136764,7.019
Cato Institute,1980s,widespread,13,136764,0.951
Cato Institute,1980s,certainly,16,136764,1.17
Cato Institute,1980s,label,2,136764,0.146
Cato Institute,1980s,millions,15,136764,1.097
Cato Institute,1980s,otherwise,11,136764,0.804
Cato Institute,1980s,law-abiding,3,136764,0.219
Cato Institute,1980s,possess,4,136764,0.292
Cato Institute,1980s,means,51,136764,3.729
Cato Institute,1980s,defend,11,136764,0.804
Cato Institute,1980s,regardless,16,136764,1.17
Cato Institute,1980s,what,200,136764,14.624
Cato Institute,1980s,legislation,46,136764,3.363
Cato Institute,1980s,dictates,4,136764,0.292
Cato Institute,1980s,addition,25,136764,1.828
Cato Institute,1980s,enforcement,19,136764,1.389
Cato Institute,1980s,prohibition--like,1,136764,0.073
Cato Institute,1980s,current,61,136764,4.46
Cato Institute,1980s,past,33,136764,2.413
Cato Institute,1980s,prohibition--,1,136764,0.073
Cato Institute,1980s,divert,1,136764,0.073
Cato Institute,1980s,enormous,11,136764,0.804
Cato Institute,1980s,judicial,26,136764,1.901
Cato Institute,1980s,resources,52,136764,3.802
Cato Institute,1980s,ferreting,1,136764,0.073
Cato Institute,1980s,out,205,136764,14.989
Cato Institute,1980s,prosecuting,1,136764,0.073
Cato Institute,1980s,commission,27,136764,1.974
Cato Institute,1980s,private,268,136764,19.596
Cato Institute,1980s,consensual,2,136764,0.146
Cato Institute,1980s,possessory,3,136764,0.219
Cato Institute,1980s,offenses,5,136764,0.366
Cato Institute,1980s,diversion,2,136764,0.146
Cato Institute,1980s,prosecu-,1,136764,0.073
Cato Institute,1980s,tion,59,136764,4.314
Cato Institute,1980s,mean,19,136764,1.389
Cato Institute,1980s,fight,13,136764,0.951
Cato Institute,1980s,assume,13,136764,0.951
Cato Institute,1980s,half,22,136764,1.609
Cato Institute,1980s,disobey,2,136764,0.146
Cato Institute,1980s,caught,5,136764,0.366
Cato Institute,1980s,cost,85,136764,6.215
Cato Institute,1980s,arresting,1,136764,0.073
Cato Institute,1980s,someone,8,136764,0.585
Cato Institute,1980s,offense,5,136764,0.366
Cato Institute,1980s,well,71,136764,5.191
Cato Institute,1980s,over,158,136764,11.553
Cato Institute,1980s,total,43,136764,3.144
Cato Institute,1980s,arrests,4,136764,0.292
Cato Institute,1980s,alone,14,136764,1.024
Cato Institute,1980s,amount,33,136764,2.413
Cato Institute,1980s,billion,84,136764,6.142
Cato Institute,1980s,defendants,6,136764,0.439
Cato Institute,1980s,plea-bargained,1,136764,0.073
Cato Institute,1980s,normal,6,136764,0.439
Cato Institute,1980s,unlikely,13,136764,0.951
Cato Institute,1980s,assumption,8,136764,0.585
Cato Institute,1980s,juries,2,136764,0.146
Cato Institute,1980s,sympathetic,1,136764,0.073
Cato Institute,1980s,prosecution,4,136764,0.292
Cato Institute,1980s,trial,8,136764,0.585
Cato Institute,1980s,least,56,136764,4.095
Cato Institute,1980s,putting,8,136764,0.585
Cato Institute,1980s,convicted,4,136764,0.292
Cato Institute,1980s,three-day,1,136764,0.073
Cato Institute,1980s,term,22,136764,1.609
Cato Institute,1980s,one-,4,136764,0.292
Cato Institute,1980s,time,147,136764,10.748
Cato Institute,1980s,prison,6,136764,0.439
