source,decade,rank,term,count,tokens,per10k
Manhattan Institute,1990s,9,brake,5,653,76.57
Manhattan Institute,1990s,10,pedal,5,653,76.57
Manhattan Institute,1990s,11,lawyers,5,653,76.57
Manhattan Institute,1990s,12,kind,4,653,61.256
Manhattan Institute,1990s,13,one,4,653,61.256
Manhattan Institute,1990s,14,end,4,653,61.256
Manhattan Institute,1990s,15,transmission,4,653,61.256
Manhattan Institute,1990s,16,foot,4,653,61.256
Manhattan Institute,1990s,17,case,4,653,61.256
Manhattan Institute,1990s,18,claims,4,653,61.256
Manhattan Institute,1990s,19,brakes,3,653,45.942
Manhattan Institute,1990s,20,crash,3,653,45.942
Manhattan Institute,1990s,21,yet,3,653,45.942
Manhattan Institute,1990s,22,off,3,653,45.942
Manhattan Institute,1990s,23,story,3,653,45.942
Manhattan Institute,1990s,24,drivers,3,653,45.942
Manhattan Institute,1990s,25,accelerator,3,653,45.942
Manhattan Institute,1990s,26,jury,3,653,45.942
Manhattan Institute,1990s,27,mother,3,653,45.942
Manhattan Institute,1990s,28,air,3,653,45.942
Manhattan Institute,1990s,29,time,3,653,45.942
Manhattan Institute,1990s,30,government,3,653,45.942
Manhattan Institute,1990s,31,u,3,653,45.942
Manhattan Institute,1990s,32,run,3,653,45.942
Manhattan Institute,1990s,33,pedals,3,653,45.942
Manhattan Institute,1990s,34,earlier,3,653,45.942
Manhattan Institute,1990s,35,court,3,653,45.942
Manhattan Institute,1990s,36,york,3,653,45.942
Manhattan Institute,1990s,37,pending,3,653,45.942
Manhattan Institute,1990s,38,report,3,653,45.942
Manhattan Institute,1990s,39,manhattan,2,653,30.628
Manhattan Institute,1990s,40,institute,2,653,30.628
Manhattan Institute,1990s,41,huber,2,653,30.628
Manhattan Institute,1990s,42,liability,2,653,30.628
Manhattan Institute,1990s,43,legal,2,653,30.628
Manhattan Institute,1990s,44,last,2,653,30.628
Manhattan Institute,1990s,45,safety,2,653,30.628
Manhattan Institute,1990s,46,nhtsa,2,653,30.628
Manhattan Institute,1990s,47,self-styled,2,653,30.628
Manhattan Institute,1990s,48,public,2,653,30.628
Manhattan Institute,1990s,49,research,2,653,30.628
Manhattan Institute,1990s,50,plaintiffs',2,653,30.628
Manhattan Institute,1990s,51,speed,2,653,30.628
Manhattan Institute,1990s,52,even,2,653,30.628
Manhattan Institute,1990s,53,ran,2,653,30.628
Manhattan Institute,1990s,54,american,2,653,30.628
Manhattan Institute,1990s,55,now,2,653,30.628
Manhattan Institute,1990s,56,accidents,2,653,30.628
Manhattan Institute,1990s,57,park,2,653,30.628
Manhattan Institute,1990s,58,always,2,653,30.628
Manhattan Institute,1990s,59,insisted,2,653,30.628
Manhattan Institute,1990s,60,shift,2,653,30.628
Manhattan Institute,1990s,61,cars,2,653,30.628
Manhattan Institute,1990s,62,doesn't,2,653,30.628
Manhattan Institute,1990s,63,verdicts,2,653,30.628
Manhattan Institute,1990s,64,error,2,653,30.628
Manhattan Institute,1990s,65,whose,2,653,30.628
Manhattan Institute,1990s,66,sixyearold,2,653,30.628
Manhattan Institute,1990s,67,son,2,653,30.628
Manhattan Institute,1990s,68,cas,2,653,30.628
Manhattan Institute,1990s,69,together,2,653,30.628
Manhattan Institute,1990s,70,perhaps,2,653,30.628
Manhattan Institute,1990s,71,high,2,653,30.628
Manhattan Institute,1990s,72,like,2,653,30.628
Manhattan Institute,1990s,73,science,2,653,30.628
Manhattan Institute,1990s,74,real,2,653,30.628
Manhattan Institute,1990s,75,called,2,653,30.628
Manhattan Institute,1990s,76,blame,2,653,30.628
Manhattan Institute,1990s,77,defect,2,653,30.628
Manhattan Institute,1990s,78,audi's,2,653,30.628
Manhattan Institute,1990s,79,engine,2,653,30.628
Manhattan Institute,1990s,80,today,2,653,30.628
Manhattan Institute,1990s,81,switch,2,653,30.628
Manhattan Institute,1990s,82,placement,2,653,30.628
Manhattan Institute,1990s,83,marginally,2,653,30.628
Manhattan Institute,1990s,84,million,2,653,30.628
Manhattan Institute,1990s,85,claim,2,653,30.628
Manhattan Institute,1990s,86,jersey,2,653,30.628
Manhattan Institute,1990s,87,july,2,653,30.628
Manhattan Institute,1990s,88,federal,2,653,30.628
Manhattan Institute,1990s,89,verdict,2,653,30.628
Manhattan Institute,1990s,90,appeal,2,653,30.628
Manhattan Institute,1990s,91,another,2,653,30.628
Manhattan Institute,1990s,92,billion,2,653,30.628
Manhattan Institute,1990s,93,identical,2,653,30.628
Manhattan Institute,1990s,94,closed,2,653,30.628
Manhattan Institute,1990s,95,study,2,653,30.628
Manhattan Institute,1990s,96,owners,2,653,30.628
Manhattan Institute,1990s,97,hundreds,2,653,30.628
Manhattan Institute,1990s,98,manufacturing,1,653,15.314
Manhattan Institute,1990s,99,scare,1,653,15.314
Manhattan Institute,1990s,100,peter,1,653,15.314
