source,decade,rank,term,count,tokens,per10k
Cato Institute,2010s,38,change,132,72615,18.178
Cato Institute,2010s,39,university,131,72615,18.04
Cato Institute,2010s,40,states,130,72615,17.903
Cato Institute,2010s,41,percent,128,72615,17.627
Cato Institute,2010s,42,liberty,124,72615,17.076
Cato Institute,2010s,43,use,122,72615,16.801
Cato Institute,2010s,44,climate,121,72615,16.663
Cato Institute,2010s,45,market,120,72615,16.526
Cato Institute,2010s,46,costs,120,72615,16.526
Cato Institute,2010s,47,d,119,72615,16.388
Cato Institute,2010s,48,fellow,115,72615,15.837
Cato Institute,2010s,49,analysis,114,72615,15.699
Cato Institute,2010s,50,research,114,72615,15.699
Cato Institute,2010s,51,ing,112,72615,15.424
Cato Institute,2010s,52,rules,112,72615,15.424
Cato Institute,2010s,53,institute,111,72615,15.286
Cato Institute,2010s,54,way,110,72615,15.148
Cato Institute,2010s,55,might,108,72615,14.873
Cato Institute,2010s,56,rawls,108,72615,14.873
Cato Institute,2010s,57,drugs,108,72615,14.873
Cato Institute,2010s,58,budget,107,72615,14.735
Cato Institute,2010s,59,law,106,72615,14.598
Cato Institute,2010s,60,total,106,72615,14.598
Cato Institute,2010s,61,w,105,72615,14.46
Cato Institute,2010s,62,cost,104,72615,14.322
Cato Institute,2010s,63,data,103,72615,14.184
Cato Institute,2010s,64,tion,103,72615,14.184
Cato Institute,2010s,65,united,101,72615,13.909
Cato Institute,2010s,66,power,100,72615,13.771
Cato Institute,2010s,67,make,100,72615,13.771
Cato Institute,2010s,68,agency,99,72615,13.634
Cato Institute,2010s,69,property,99,72615,13.634
Cato Institute,2010s,70,freedom,98,72615,13.496
Cato Institute,2010s,71,p,97,72615,13.358
Cato Institute,2010s,72,good,97,72615,13.358
Cato Institute,2010s,73,others,96,72615,13.22
Cato Institute,2010s,74,economics,96,72615,13.22
Cato Institute,2010s,75,example,95,72615,13.083
Cato Institute,2010s,76,rate,94,72615,12.945
Cato Institute,2010s,77,income,94,72615,12.945
Cato Institute,2010s,78,much,93,72615,12.807
Cato Institute,2010s,79,value,93,72615,12.807
Cato Institute,2010s,80,agencies,93,72615,12.807
Cato Institute,2010s,81,free,93,72615,12.807
Cato Institute,2010s,82,years,92,72615,12.67
Cato Institute,2010s,83,review,91,72615,12.532
Cato Institute,2010s,84,congress,90,72615,12.394
Cato Institute,2010s,85,say,90,72615,12.394
Cato Institute,2010s,86,senior,90,72615,12.394
Cato Institute,2010s,87,y,89,72615,12.256
Cato Institute,2010s,88,revenue,88,72615,12.119
Cato Institute,2010s,89,year,87,72615,11.981
Cato Institute,2010s,90,two,87,72615,11.981
Cato Institute,2010s,91,trade,87,72615,11.981
Cato Institute,2010s,92,consumers,87,72615,11.981
Cato Institute,2010s,93,director,86,72615,11.843
Cato Institute,2010s,94,see,86,72615,11.843
Cato Institute,2010s,95,carbon,86,72615,11.843
Cato Institute,2010s,96,l,86,72615,11.843
Cato Institute,2010s,97,violations,85,72615,11.706
Cato Institute,2010s,98,first,84,72615,11.568
Cato Institute,2010s,99,national,84,72615,11.568
Cato Institute,2010s,100,regulations,84,72615,11.568
Cato Institute,2020s,1,s,4557,277510,164.21
Cato Institute,2020s,2,government,1637,277510,58.989
Cato Institute,2020s,3,policy,1488,277510,53.62
Cato Institute,2020s,4,would,1444,277510,52.034
Cato Institute,2020s,5,federal,1412,277510,50.881
Cato Institute,2020s,6,cato,1396,277510,50.304
Cato Institute,2020s,7,states,1306,277510,47.061
Cato Institute,2020s,8,u,1266,277510,45.62
Cato Institute,2020s,9,congress,1133,277510,40.827
Cato Institute,2020s,10,other,1063,277510,38.305
Cato Institute,2020s,11,t,849,277510,30.593
Cato Institute,2020s,12,state,820,277510,29.548
Cato Institute,2020s,13,tax,804,277510,28.972
Cato Institute,2020s,14,economic,796,277510,28.684
Cato Institute,2020s,15,also,763,277510,27.495
Cato Institute,2020s,16,health,758,277510,27.314
Cato Institute,2020s,17,new,753,277510,27.134
Cato Institute,2020s,18,united,725,277510,26.125
Cato Institute,2020s,19,one,719,277510,25.909
Cato Institute,2020s,20,law,703,277510,25.332
Cato Institute,2020s,21,trade,700,277510,25.224
Cato Institute,2020s,22,percent,697,277510,25.116
Cato Institute,2020s,23,people,652,277510,23.495
Cato Institute,2020s,24,president,635,277510,22.882
Cato Institute,2020s,25,american,613,277510,22.089
Cato Institute,2020s,26,even,611,277510,22.017
Cato Institute,2020s,27,power,609,277510,21.945
Cato Institute,2020s,28,public,603,277510,21.729
Cato Institute,2020s,29,institute,597,277510,21.513
Cato Institute,2020s,30,only,594,277510,21.405
Cato Institute,2020s,31,spending,582,277510,20.972
Cato Institute,2020s,32,free,557,277510,20.071
Cato Institute,2020s,33,many,541,277510,19.495
Cato Institute,2020s,34,act,535,277510,19.279
Cato Institute,2020s,35,policymakers,530,277510,19.098
Cato Institute,2020s,36,china,494,277510,17.801
Cato Institute,2020s,37,executive,494,277510,17.801
Cato Institute,2020s,38,national,489,277510,17.621
Cato Institute,2020s,39,benefits,486,277510,17.513
Cato Institute,2020s,40,industrial,481,277510,17.333
Cato Institute,2020s,41,system,469,277510,16.9
Cato Institute,2020s,42,care,467,277510,16.828
Cato Institute,2020s,43,years,461,277510,16.612
Cato Institute,2020s,44,e,448,277510,16.144
Cato Institute,2020s,45,costs,445,277510,16.035
Cato Institute,2020s,46,security,436,277510,15.711
Cato Institute,2020s,47,time,433,277510,15.603
Cato Institute,2020s,48,private,429,277510,15.459
Cato Institute,2020s,49,use,427,277510,15.387
Cato Institute,2020s,50,programs,418,277510,15.063
Cato Institute,2020s,51,through,417,277510,15.026
Cato Institute,2020s,52,political,407,277510,14.666
Cato Institute,2020s,53,growth,407,277510,14.666
Cato Institute,2020s,54,rights,402,277510,14.486
Cato Institute,2020s,55,countries,399,277510,14.378
Cato Institute,2020s,56,make,398,277510,14.342
Cato Institute,2020s,57,world,387,277510,13.945
Cato Institute,2020s,58,workers,381,277510,13.729
Cato Institute,2020s,59,much,378,277510,13.621
Cato Institute,2020s,60,research,368,277510,13.261
Cato Institute,2020s,61,often,368,277510,13.261
Cato Institute,2020s,62,program,365,277510,13.153
Cato Institute,2020s,63,policies,361,277510,13.009
Cato Institute,2020s,64,handbook,358,277510,12.9
Cato Institute,2020s,65,year,357,277510,12.864
Cato Institute,2020s,66,example,352,277510,12.684
Cato Institute,2020s,67,market,350,277510,12.612
Cato Institute,2020s,68,r,349,277510,12.576
Cato Institute,2020s,69,first,344,277510,12.396
Cato Institute,2020s,70,foreign,341,277510,12.288
Cato Institute,2020s,71,social,337,277510,12.144
Cato Institute,2020s,72,reform,336,277510,12.108
Cato Institute,2020s,73,cost,335,277510,12.072
Cato Institute,2020s,74,since,331,277510,11.927
Cato Institute,2020s,75,regulation,331,277510,11.927
Cato Institute,2020s,76,between,328,277510,11.819
Cato Institute,2020s,77,n,325,277510,11.711
Cato Institute,2020s,78,like,323,277510,11.639
Cato Institute,2020s,79,order,323,277510,11.639
Cato Institute,2020s,80,less,323,277510,11.639
Cato Institute,2020s,81,society,320,277510,11.531
Cato Institute,2020s,82,constitution,317,277510,11.423
Cato Institute,2020s,83,o,313,277510,11.279
Cato Institute,2020s,84,without,312,277510,11.243
Cato Institute,2020s,85,aid,309,277510,11.135
Cato Institute,2020s,86,subsidies,308,277510,11.099
Cato Institute,2020s,87,liberty,306,277510,11.027
Cato Institute,2020s,88,america,305,277510,10.991
Cato Institute,2020s,89,washington,303,277510,10.919
Cato Institute,2020s,90,support,302,277510,10.882
Cato Institute,2020s,91,billion,301,277510,10.846
Cato Institute,2020s,92,insurance,300,277510,10.81
Cato Institute,2020s,93,increase,299,277510,10.774
Cato Institute,2020s,94,war,299,277510,10.774
Cato Institute,2020s,95,c,293,277510,10.558
Cato Institute,2020s,96,administration,291,277510,10.486
Cato Institute,2020s,97,property,290,277510,10.45
Cato Institute,2020s,98,powers,290,277510,10.45
Cato Institute,2020s,99,regulations,289,277510,10.414
Cato Institute,2020s,100,right,288,277510,10.378
Cato Institute,1970s,1,would,105,7963,131.86
Cato Institute,1970s,2,social,50,7963,62.79
Cato Institute,1970s,3,security,45,7963,56.511
Cato Institute,1970s,4,new,42,7963,52.744
Cato Institute,1970s,5,system,39,7963,48.977
Cato Institute,1970s,6,tax,38,7963,47.721
Cato Institute,1970s,7,court,37,7963,46.465
Cato Institute,1970s,8,program,37,7963,46.465
Cato Institute,1970s,9,only,33,7963,41.442
Cato Institute,1970s,10,inflation,28,7963,35.163
Cato Institute,1970s,11,act,27,7963,33.907
Cato Institute,1970s,12,s,27,7963,33.907
Cato Institute,1970s,13,rate,25,7963,31.395
Cato Institute,1970s,14,current,23,7963,28.884
Cato Institute,1970s,15,market,23,7963,28.884
Cato Institute,1970s,16,savings,23,7963,28.884
Cato Institute,1970s,17,tion,21,7963,26.372
Cato Institute,1970s,18,agency,21,7963,26.372
Cato Institute,1970s,19,cab,21,7963,26.372
Cato Institute,1970s,20,in-,20,7963,25.116
Cato Institute,1970s,21,case,19,7963,23.86
Cato Institute,1970s,22,first,19,7963,23.86
Cato Institute,1970s,23,regulation,19,7963,23.86
Cato Institute,1970s,24,since,19,7963,23.86
Cato Institute,1970s,25,one,19,7963,23.86
Cato Institute,1970s,26,benefit,19,7963,23.86
Cato Institute,1970s,27,insurance,19,7963,23.86
Cato Institute,1970s,28,political,19,7963,23.86
Cato Institute,1970s,29,other,18,7963,22.605
Cato Institute,1970s,30,interest,18,7963,22.605
Cato Institute,1970s,31,benefits,18,7963,22.605
Cato Institute,1970s,32,government,17,7963,21.349
Cato Institute,1970s,33,federal,17,7963,21.349
Cato Institute,1970s,34,congress,17,7963,21.349
Cato Institute,1970s,35,public,17,7963,21.349
Cato Institute,1970s,36,economic,17,7963,21.349
Cato Institute,1970s,37,crisis,17,7963,21.349
Cato Institute,1970s,38,rates,16,7963,20.093
Cato Institute,1970s,39,competition,16,7963,20.093
Cato Institute,1970s,40,accounts,16,7963,20.093
Cato Institute,1970s,41,decision,15,7963,18.837
Cato Institute,1970s,42,two,15,7963,18.837
Cato Institute,1970s,43,thus,15,7963,18.837
Cato Institute,1970s,44,simply,15,7963,18.837
Cato Institute,1970s,45,future,15,7963,18.837
Cato Institute,1970s,46,private,15,7963,18.837
Cato Institute,1970s,47,year,15,7963,18.837
Cato Institute,1970s,48,without,14,7963,17.581
Cato Institute,1970s,49,re-,14,7963,17.581
Cato Institute,1970s,50,time,14,7963,17.581
Cato Institute,1970s,51,reform,14,7963,17.581
Cato Institute,1970s,52,process,14,7963,17.581
Cato Institute,1970s,53,made,14,7963,17.581
Cato Institute,1970s,54,appeals,14,7963,17.581
Cato Institute,1970s,55,action,14,7963,17.581
Cato Institute,1970s,56,regulatory,13,7963,16.326
Cato Institute,1970s,57,between,13,7963,16.326
Cato Institute,1970s,58,entry,13,7963,16.326
Cato Institute,1970s,59,ing,13,7963,16.326
Cato Institute,1970s,60,basis,13,7963,16.326
Cato Institute,1970s,61,loan,13,7963,16.326
Cato Institute,1970s,62,board,13,7963,16.326
Cato Institute,1970s,63,also,13,7963,16.326
Cato Institute,1970s,64,power,13,7963,16.326
Cato Institute,1970s,65,opinion,13,7963,16.326
Cato Institute,1970s,66,fare,13,7963,16.326
Cato Institute,1970s,67,require,12,7963,15.07
Cato Institute,1970s,68,general,12,7963,15.07
Cato Institute,1970s,69,number,12,7963,15.07
Cato Institute,1970s,70,years,12,7963,15.07
Cato Institute,1970s,71,many,12,7963,15.07
Cato Institute,1970s,72,still,12,7963,15.07
Cato Institute,1970s,73,cost,12,7963,15.07
Cato Institute,1970s,74,less,12,7963,15.07
Cato Institute,1970s,75,courts,12,7963,15.07
Cato Institute,1970s,76,choice,12,7963,15.07
Cato Institute,1970s,77,policy,12,7963,15.07
Cato Institute,1970s,78,paper,12,7963,15.07
Cato Institute,1970s,79,cloth,12,7963,15.07
Cato Institute,1970s,80,old-age,12,7963,15.07
Cato Institute,1970s,81,workers,12,7963,15.07
Cato Institute,1970s,82,osha,11,7963,13.814
Cato Institute,1970s,83,rules,11,7963,13.814
Cato Institute,1970s,84,second,11,7963,13.814
Cato Institute,1970s,85,moreover,11,7963,13.814
Cato Institute,1970s,86,change,11,7963,13.814
Cato Institute,1970s,87,proposed,11,7963,13.814
Cato Institute,1970s,88,loans,11,7963,13.814
Cato Institute,1970s,89,even,11,7963,13.814
Cato Institute,1970s,90,banks,11,7963,13.814
Cato Institute,1970s,91,valproic,11,7963,13.814
Cato Institute,1970s,92,acid,11,7963,13.814
Cato Institute,1970s,93,procedures,11,7963,13.814
Cato Institute,1970s,94,financial,11,7963,13.814
Cato Institute,1970s,95,prices,11,7963,13.814
Cato Institute,1970s,96,airlines,11,7963,13.814
Cato Institute,1970s,97,economics,11,7963,13.814
Cato Institute,1970s,98,introduction,11,7963,13.814
Cato Institute,1970s,99,pages,11,7963,13.814
Cato Institute,1970s,100,issue,10,7963,12.558
Cato Institute,1990s,1,world,1731,206297,83.908
Cato Institute,1990s,2,bank,1632,206297,79.109
Cato Institute,1990s,3,s,1529,206297,74.116
Cato Institute,1990s,4,countries,1212,206297,58.75
Cato Institute,1990s,5,aid,1148,206297,55.648
Cato Institute,1990s,6,p,1141,206297,55.309
Cato Institute,1990s,7,u,1045,206297,50.655
Cato Institute,1990s,8,economic,1008,206297,48.862
Cato Institute,1990s,9,government,999,206297,48.425
Cato Institute,1990s,10,development,924,206297,44.79
Cato Institute,1990s,11,foreign,920,206297,44.596
Cato Institute,1990s,12,would,911,206297,44.16
Cato Institute,1990s,13,imf,824,206297,39.942
Cato Institute,1990s,14,new,784,206297,38.003
Cato Institute,1990s,15,percent,778,206297,37.713
Cato Institute,1990s,16,states,738,206297,35.774
Cato Institute,1990s,17,other,699,206297,33.883
Cato Institute,1990s,18,united,675,206297,32.72
Cato Institute,1990s,19,trade,629,206297,30.49
Cato Institute,1990s,20,policy,594,206297,28.793
Cato Institute,1990s,21,public,550,206297,26.661
Cato Institute,1990s,22,only,523,206297,25.352
Cato Institute,1990s,23,one,516,206297,25.012
Cato Institute,1990s,24,state,513,206297,24.867
Cato Institute,1990s,25,capital,499,206297,24.188
Cato Institute,1990s,26,private,494,206297,23.946
Cato Institute,1990s,27,american,491,206297,23.801
Cato Institute,1990s,28,international,489,206297,23.704
Cato Institute,1990s,29,also,489,206297,23.704
Cato Institute,1990s,30,years,482,206297,23.364
Cato Institute,1990s,31,billion,463,206297,22.443
Cato Institute,1990s,32,developing,440,206297,21.328
Cato Institute,1990s,33,even,435,206297,21.086
Cato Institute,1990s,34,loans,413,206297,20.02
Cato Institute,1990s,35,see,412,206297,19.971
Cato Institute,1990s,36,many,399,206297,19.341
Cato Institute,1990s,37,economy,398,206297,19.293
Cato Institute,1990s,38,lending,392,206297,19.002
Cato Institute,1990s,39,country,389,206297,18.856
Cato Institute,1990s,40,national,387,206297,18.759
Cato Institute,1990s,41,debt,386,206297,18.711
Cato Institute,1990s,42,pp,386,206297,18.711
Cato Institute,1990s,43,c,378,206297,18.323
Cato Institute,1990s,44,market,377,206297,18.275
Cato Institute,1990s,45,war,374,206297,18.129
Cato Institute,1990s,46,governments,373,206297,18.081
Cato Institute,1990s,47,investment,372,206297,18.032
Cato Institute,1990s,48,washington,353,206297,17.111
Cato Institute,1990s,49,since,349,206297,16.917
Cato Institute,1990s,50,million,349,206297,16.917
Cato Institute,1990s,51,less,345,206297,16.723
Cato Institute,1990s,52,poverty,342,206297,16.578
Cato Institute,1990s,53,growth,342,206297,16.578
Cato Institute,1990s,54,assistance,336,206297,16.287
Cato Institute,1990s,55,people,329,206297,15.948
Cato Institute,1990s,56,fund,324,206297,15.706
Cato Institute,1990s,57,developed,324,206297,15.706
Cato Institute,1990s,58,nations,321,206297,15.56
Cato Institute,1990s,59,political,320,206297,15.512
Cato Institute,1990s,60,israel,318,206297,15.415
Cato Institute,1990s,61,projects,314,206297,15.221
Cato Institute,1990s,62,between,313,206297,15.172
Cato Institute,1990s,63,system,312,206297,15.124
Cato Institute,1990s,64,oil,308,206297,14.93
Cato Institute,1990s,65,india,304,206297,14.736
Cato Institute,1990s,66,through,301,206297,14.591
Cato Institute,1990s,67,military,301,206297,14.591
Cato Institute,1990s,68,first,298,206297,14.445
