source,year,term,count,total_tokens
Heritage Foundation,1980,alone,17,87217
Heritage Foundation,1980,published,52,87217
Heritage Foundation,1980,books,52,87217
Heritage Foundation,1980,monographs,26,87217
Heritage Foundation,1980,studies,84,87217
Heritage Foundation,1980,ranging,17,87217
Heritage Foundation,1980,size,22,87217
Heritage Foundation,1980,page,18,87217
Heritage Foundation,1980,blueprint,11,87217
Heritage Foundation,1980,mandate,24,87217
Heritage Foundation,1980,leadership,66,87217
Heritage Foundation,1980,ill,14,87217
Heritage Foundation,1980,strategiesfor,2,87217
Heritage Foundation,1980,s,838,87217
Heritage Foundation,1980,frequent,18,87217
Heritage Foundation,1980,critical,35,87217
Heritage Foundation,1980,issues,89,87217
Heritage Foundation,1980,topical,11,87217
Heritage Foundation,1980,backgrounders,10,87217
Heritage Foundation,1980,issue,56,87217
Heritage Foundation,1980,bulletins,11,87217
Heritage Foundation,1980,talking,10,87217
Heritage Foundation,1980,points,13,87217
Heritage Foundation,1980,papers,26,87217
Heritage Foundation,1980,heritage's,19,87217
Heritage Foundation,1980,other,266,87217
Heritage Foundation,1980,regular,12,87217
Heritage Foundation,1980,publications,24,87217
Heritage Foundation,1980,include,38,87217
Heritage Foundation,1980,sdi,8,87217
Heritage Foundation,1980,report,115,87217
Heritage Foundation,1980,education,69,87217
Heritage Foundation,1980,insider,5,87217
Heritage Foundation,1980,mexico,40,87217
Heritage Foundation,1980,watch,6,87217
Heritage Foundation,1980,review,53,87217
Heritage Foundation,1980,quarterly,13,87217
Heritage Foundation,1980,journal,27,87217
Heritage Foundation,1980,analysis,38,87217
Heritage Foundation,1980,opinion,57,87217
Heritage Foundation,1980,addition,41,87217
Heritage Foundation,1980,printed,14,87217
Heritage Foundation,1980,word,27,87217
Heritage Foundation,1980,regularly,14,87217
Heritage Foundation,1980,brings,12,87217
Heritage Foundation,1980,together,46,87217
Heritage Foundation,1980,international,101,87217
Heritage Foundation,1980,leaders,55,87217
Heritage Foundation,1980,discuss,19,87217
Heritage Foundation,1980,ideas,147,87217
Heritage Foundation,1980,continuing,27,87217
Heritage Foundation,1980,series,31,87217
Heritage Foundation,1980,seminars,15,87217
Heritage Foundation,1980,lectures,23,87217
Heritage Foundation,1980,debated,9,87217
Heritage Foundation,1980,briefings,10,87217
Heritage Foundation,1980,conferences,20,87217
Heritage Foundation,1980,classified,12,87217
Heritage Foundation,1980,section,29,87217
Heritage Foundation,1980,organization,111,87217
Heritage Foundation,1980,internal,21,87217
Heritage Foundation,1980,revenue,23,87217
Heritage Foundation,1980,code,25,87217
Heritage Foundation,1980,recognized,23,87217
Heritage Foundation,1980,publicly,16,87217
Heritage Foundation,1980,supported,33,87217
Heritage Foundation,1980,described,35,87217
Heritage Foundation,1980,l,71,87217
Heritage Foundation,1980,b,36,87217
Heritage Foundation,1980,vi,23,87217
Heritage Foundation,1980,individuals,52,87217
Heritage Foundation,1980,corporations,19,87217
Heritage Foundation,1980,companies,21,87217
Heritage Foundation,1980,associations,14,87217
Heritage Foundation,1980,foundations,15,87217
Heritage Foundation,1980,eligible,13,87217
Heritage Foundation,1980,support,115,87217
Heritage Foundation,1980,work,103,87217
Heritage Foundation,1980,through,161,87217
Heritage Foundation,1980,tax-deductible,11,87217
Heritage Foundation,1980,gifts,10,87217
Heritage Foundation,1980,note,27,87217
Heritage Foundation,1980,nothing,37,87217
Heritage Foundation,1980,written,48,87217
Heritage Foundation,1980,construed,18,87217
Heritage Foundation,1980,necessarily,28,87217
Heritage Foundation,1980,reflecting,20,87217
Heritage Foundation,1980,views,39,87217
Heritage Foundation,1980,attempt,45,87217
Heritage Foundation,1980,aid,81,87217
Heritage Foundation,1980,hinder,19,87217
Heritage Foundation,1980,passage,34,87217
Heritage Foundation,1980,bill,39,87217
Heritage Foundation,1980,before,87,87217
Heritage Foundation,1980,congress,130,87217
Heritage Foundation,1980,massachusetts,42,87217
Heritage Foundation,1980,avenue,17,87217
Heritage Foundation,1980,n,90,87217
Heritage Foundation,1980,e,88,87217
Heritage Foundation,1980,u,627,87217
Heritage Foundation,1980,wm,1,87217
Heritage Foundation,1980,american,189,87217
Heritage Foundation,1980,coalition,47,87217
Heritage Foundation,1980,interests,39,87217
Heritage Foundation,1980,groups,99,87217
Heritage Foundation,1980,called,63,87217
Heritage Foundation,1980,conservative,180,87217
Heritage Foundation,1980,fall,21,87217
Heritage Foundation,1980,apart,3,87217
Heritage Foundation,1980,months,29,87217
Heritage Foundation,1980,now,121,87217
Heritage Foundation,1980,president,197,87217
Heritage Foundation,1980,reagan,124,87217
Heritage Foundation,1980,leaves,6,87217
Heritage Foundation,1980,office,85,87217
Heritage Foundation,1980,succeed,6,87217
Heritage Foundation,1980,power,139,87217
Heritage Foundation,1980,different,27,87217
Heritage Foundation,1980,made,86,87217
Heritage Foundation,1980,extreme,2,87217
Heritage Foundation,1980,liberals,15,87217
Heritage Foundation,1980,black,10,87217
Heritage Foundation,1980,radicals,5,87217
Heritage Foundation,1980,militant,4,87217
Heritage Foundation,1980,feminists,1,87217
Heritage Foundation,1980,movement,86,87217
Heritage Foundation,1980,began,37,87217
Heritage Foundation,1980,take,59,87217
Heritage Foundation,1980,form,31,87217
Heritage Foundation,1980,forty,3,87217
Heritage Foundation,1980,ago,44,87217
Heritage Foundation,1980,enervated,1,87217
Heritage Foundation,1980,disheartened,2,87217
Heritage Foundation,1980,plodding,1,87217
Heritage Foundation,1980,road,8,87217
Heritage Foundation,1980,avernus,2,87217
Heritage Foundation,1980,nay,4,87217
Heritage Foundation,1980,political,269,87217
Heritage Foundation,1980,social,214,87217
Heritage Foundation,1980,attitudes,3,87217
Heritage Foundation,1980,call,32,87217
Heritage Foundation,1980,deeply,6,87217
Heritage Foundation,1980,rooted,3,87217
Heritage Foundation,1980,among,80,87217
Heritage Foundation,1980,americans,57,87217
Heritage Foundation,1980,great,69,87217
Heritage Foundation,1980,parties,17,87217
Heritage Foundation,1980,thoroughly,4,87217
Heritage Foundation,1980,aware,16,87217
Heritage Foundation,1980,attitude,9,87217
Heritage Foundation,1980,amusing,1,87217
Heritage Foundation,1980,post-convention,1,87217
Heritage Foundation,1980,represent,8,87217
Heritage Foundation,1980,governor,13,87217
Heritage Foundation,1980,dukakis,5,87217
Heritage Foundation,1980,prudent,8,87217
Heritage Foundation,1980,senator,31,87217
Heritage Foundation,1980,bentsen,2,87217
Heritage Foundation,1980,old,35,87217
Heritage Foundation,1980,gentleman,3,87217
Heritage Foundation,1980,stock,11,87217
Heritage Foundation,1980,sufficient,10,87217
Heritage Foundation,1980,illustration,2,87217
Heritage Foundation,1980,realism,2,87217
Heritage Foundation,1980,bas,1,87217
Heritage Foundation,1980,descended,1,87217
Heritage Foundation,1980,upon,78,87217
Heritage Foundation,1980,democratic,96,87217
Heritage Foundation,1980,party,119,87217
Heritage Foundation,1980,party's,11,87217
Heritage Foundation,1980,platform,8,87217
Heritage Foundation,1980,accepted,10,87217
Heritage Foundation,1980,delegates,8,87217
Heritage Foundation,1980,best,47,87217
Heritage Foundation,1980,ritualistically,1,87217
Heritage Foundation,1980,liberal,32,87217
Heritage Foundation,1980,endeavor,4,87217
Heritage Foundation,1980,assure,6,87217
Heritage Foundation,1980,voting,9,87217
Heritage Foundation,1980,democrats,10,87217
Heritage Foundation,1980,attached,5,87217
Heritage Foundation,1980,permanent,21,87217
Heritage Foundation,1980,things,24,87217
Heritage Foundation,1980,far,57,87217
Heritage Foundation,1980,entering,5,87217
Heritage Foundation,1980,era,10,87217
Heritage Foundation,1980,innovation,3,87217
Heritage Foundation,1980,look,17,87217
Heritage Foundation,1980,spectacle,1,87217
Heritage Foundation,1980,two,143,87217
Heritage Foundation,1980,professedly,2,87217
Heritage Foundation,1980,follow,9,87217
Heritage Foundation,1980,either,26,87217
Heritage Foundation,1980,intelligently,2,87217
Heritage Foundation,1980,present,47,87217
Heritage Foundation,1980,point,45,87217
Heritage Foundation,1980,merely,30,87217
Heritage Foundation,1980,principal,30,87217
Heritage Foundation,1980,men,45,87217
Heritage Foundation,1980,today,67,87217
Heritage Foundation,1980,come,41,87217
Heritage Foundation,1980,recognize,7,87217
Heritage Foundation,1980,strength,12,87217
Heritage Foundation,1980,say,31,87217
Heritage Foundation,1980,mean,35,87217
Heritage Foundation,1980,populist,3,87217
Heritage Foundation,1980,whose,33,87217
Heritage Foundation,1980,basic,14,87217
Heritage Foundation,1980,conviction,5,87217
Heritage Foundation,1980,cure,1,87217
Heritage Foundation,1980,democracy,88,87217
Heritage Foundation,1980,conserves,1,87217
Heritage Foundation,1980,even,138,87217
Heritage Foundation,1980,though,49,87217
Heritage Foundation,1980,wish,13,87217
Heritage Foundation,1980,populism,5,87217
Heritage Foundation,1980,effect,24,87217
Heritage Foundation,1980,walter,7,87217
Heritage Foundation,1980,bagehot,1,87217
Heritage Foundation,1980,ignorant,1,87217
Heritage Foundation,1980,masses,10,87217
Heritage Foundation,1980,tendency,11,87217
Heritage Foundation,1980,later,41,87217
Heritage Foundation,1980,tocqueville,8,87217
Heritage Foundation,1980,dreaded,2,87217
Heritage Foundation,1980,wrote,24,87217
Heritage Foundation,1980,triumph,4,87217
Heritage Foundation,1980,might,69,87217
Heritage Foundation,1980,lead,13,87217
Heritage Foundation,1980,stagnation,1,87217
Heritage Foundation,1980,society,66,87217
Heritage Foundation,1980,future,53,87217
Heritage Foundation,1980,change,70,87217
Heritage Foundation,1980,resisted,1,87217
Heritage Foundation,1980,mediocrity,1,87217
Heritage Foundation,1980,complacency,2,87217
Heritage Foundation,1980,declares,5,87217
Heritage Foundation,1980,mordant,3,87217
Heritage Foundation,1980,sentence,3,87217
Heritage Foundation,1980,mark,7,87217
Heritage Foundation,1980,twain,1,87217
Heritage Foundation,1980,one,264,87217
Heritage Foundation,1980,man,42,87217
Heritage Foundation,1980,good,51,87217
Heritage Foundation,1980,another,61,87217
Heritage Foundation,1980,maybe,3,87217
Heritage Foundation,1980,little,65,87217
Heritage Foundation,1980,better,27,87217
Heritage Foundation,1980,politics,59,87217
Heritage Foundation,1980,typified,2,87217
Heritage Foundation,1980,following,44,87217
Heritage Foundation,1980,true,29,87217
Heritage Foundation,1980,anecdote,1,87217
Heritage Foundation,1980,presidential,47,87217
Heritage Foundation,1980,election,38,87217
Heritage Foundation,1980,right,67,87217
Heritage Foundation,1980,vote,27,87217
Heritage Foundation,1980,friend,12,87217
Heritage Foundation,1980,employer,15,87217
Heritage Foundation,1980,came,30,87217
Heritage Foundation,1980,employees,29,87217
Heritage Foundation,1980,end,43,87217
Heritage Foundation,1980,october,43,87217
Heritage Foundation,1980,candidates,19,87217
Heritage Foundation,1980,told,12,87217
Heritage Foundation,1980,let,38,87217
Heritage Foundation,1980,him,32,87217
Heritage Foundation,1980,smithson,5,87217
Heritage Foundation,1980,never,32,87217
Heritage Foundation,1980,voted,6,87217
Heritage Foundation,1980,determined,12,87217
Heritage Foundation,1980,november,41,87217
Heritage Foundation,1980,candidate,5,87217
Heritage Foundation,1980,mind,22,87217
Heritage Foundation,1980,dialogue,1,87217
Heritage Foundation,1980,went,24,87217
Heritage Foundation,1980,much,108,87217
Heritage Foundation,1980,follows,5,87217
Heritage Foundation,1980,gee,2,87217
Heritage Foundation,1980,boss,2,87217
Heritage Foundation,1980,don't,8,87217
Heritage Foundation,1980,know,36,87217
Heritage Foundation,1980,nothin',1,87217
Heritage Foundation,1980,guys,5,87217
Heritage Foundation,1980,nixon,13,87217
Heritage Foundation,1980,kennedy,8,87217
Heritage Foundation,1980,except,14,87217
Heritage Foundation,1980,see,105,87217
Heritage Foundation,1980,tv,11,87217
Heritage Foundation,1980,what'll,1,87217
Heritage Foundation,1980,distinguished,11,87217
Heritage Foundation,1980,scholar,9,87217
Heritage Foundation,1980,spoke,15,87217
Heritage Foundation,1980,august,27,87217
Heritage Foundation,1980,delivering,5,87217
Heritage Foundation,1980,third,46,87217
Heritage Foundation,1980,four,56,87217
Heritage Foundation,1980,varieties,5,87217
Heritage Foundation,1980,impulse,8,87217
Heritage Foundation,1980,first,147,87217
Heritage Foundation,1980,lecture,17,87217
Heritage Foundation,1980,cultural,210,87217
Heritage Foundation,1980,second,63,87217
Heritage Foundation,1980,dispassionate,1,87217
Heritage Foundation,1980,assessment,6,87217
Heritage Foundation,1980,libertarians,13,87217
Heritage Foundation,1980,issn,9,87217
Heritage Foundation,1980,jack,12,87217
Heritage Foundation,1980,thing,12,87217
Heritage Foundation,1980,stay,6,87217
Heritage Foundation,1980,home,38,87217
Heritage Foundation,1980,oh,2,87217
Heritage Foundation,1980,got,6,87217
Heritage Foundation,1980,i'm,6,87217
Heritage Foundation,1980,gonna,1,87217
Heritage Foundation,1980,lost,15,87217
Heritage Foundation,1980,stopped,6,87217
Heritage Foundation,1980,paying,11,87217
Heritage Foundation,1980,attention,29,87217
Heritage Foundation,1980,started,9,87217
Heritage Foundation,1980,give,29,87217
Heritage Foundation,1980,gotta,1,87217
Heritage Foundation,1980,wasn't,4,87217
Heritage Foundation,1980,voters,9,87217
Heritage Foundation,1980,like,86,87217
Heritage Foundation,1980,smart,3,87217
Heritage Foundation,1980,would,433,87217
Heritage Foundation,1980,runnin',1,87217
Heritage Foundation,1980,everything,8,87217
Heritage Foundation,1980,revolt,4,87217
Heritage Foundation,1980,ready,15,87217
Heritage Foundation,1980,confess,3,87217
Heritage Foundation,1980,represented,20,87217
Heritage Foundation,1980,dominant,5,87217
Heritage Foundation,1980,mentality,6,87217
Heritage Foundation,1980,academy,46,87217
Heritage Foundation,1980,bergers,1,87217
Heritage Foundation,1980,knowledge,18,87217
Heritage Foundation,1980,class,13,87217
Heritage Foundation,1980,insufficiently,3,87217
Heritage Foundation,1980,endowed,3,87217
Heritage Foundation,1980,reason,27,87217
Heritage Foundation,1980,moral,32,87217
Heritage Foundation,1980,imagination,7,87217
Heritage Foundation,1980,improvement,6,87217
Heritage Foundation,1980,supplant,2,87217
Heritage Foundation,1980,persons,11,87217
Heritage Foundation,1980,thoroughgoing,1,87217
Heritage Foundation,1980,ignorance,2,87217
Heritage Foundation,1980,incompetence,1,87217
Heritage Foundation,1980,essence,4,87217
Heritage Foundation,1980,prevails,2,87217
Heritage Foundation,1980,america,92,87217
Heritage Foundation,1980,understanding,32,87217
Heritage Foundation,1980,character,10,87217
Heritage Foundation,1980,runs,8,87217
Heritage Foundation,1980,whether,40,87217
Heritage Foundation,1980,sufficiently,6,87217
Heritage Foundation,1980,expressed,8,87217
Heritage Foundation,1980,measures,37,87217
Heritage Foundation,1980,varies,1,87217
Heritage Foundation,1980,times,38,87217
Heritage Foundation,1980,circumstances,11,87217
Heritage Foundation,1980,put,39,87217
Heritage Foundation,1980,matter,34,87217
Heritage Foundation,1980,succinctly,2,87217
Heritage Foundation,1980,majority,46,87217
Heritage Foundation,1980,prefer,8,87217
Heritage Foundation,1980,devil,4,87217
Heritage Foundation,1980,abraham,2,87217
Heritage Foundation,1980,lincoln,2,87217
Heritage Foundation,1980,inquired,3,87217
Heritage Foundation,1980,address,20,87217
Heritage Foundation,1980,preference,1,87217
Heritage Foundation,1980,tried,12,87217
Heritage Foundation,1980,new,432,87217
Heritage Foundation,1980,untried,2,87217
Heritage Foundation,1980,affirmed,5,87217
Heritage Foundation,1980,declaring,7,87217
Heritage Foundation,1980,eoterists,1,87217
Heritage Foundation,1980,preferring,2,87217
Heritage Foundation,1980,headway,1,87217
Heritage Foundation,1980,america's,25,87217
Heritage Foundation,1980,practical,23,87217
Heritage Foundation,1980,general,115,87217
Heritage Foundation,1980,comes,9,87217
Heritage Foundation,1980,understand,16,87217
Heritage Foundation,1980,neoterists,1,87217
Heritage Foundation,1980,several,70,87217
Heritage Foundation,1980,decades,18,87217
Heritage Foundation,1980,polls,10,87217
Heritage Foundation,1980,shown,12,87217
Heritage Foundation,1980,term,36,87217
Heritage Foundation,1980,distinctly,6,87217
Heritage Foundation,1980,pref,1,87217
Heritage Foundation,1980,erred,1,87217
Heritage Foundation,1980,terms,34,87217
Heritage Foundation,1980,radical,54,87217
Heritage Foundation,1980,think,46,87217
Heritage Foundation,1980,perfectible,1,87217
Heritage Foundation,1980,said,49,87217
Heritage Foundation,1980,matters,14,87217
Heritage Foundation,1980,disposed,3,87217
Heritage Foundation,1980,march,41,87217
Heritage Foundation,1980,zion,3,87217
Heritage Foundation,1980,heels,2,87217
Heritage Foundation,1980,enthusiast,2,87217
Heritage Foundation,1980,ideologue,3,87217
Heritage Foundation,1980,reject,8,87217
Heritage Foundation,1980,commendable,2,87217
Heritage Foundation,1980,decisiveness,1,87217
Heritage Foundation,1980,happened,6,87217
Heritage Foundation,1980,jesse,1,87217
Heritage Foundation,1980,jackson,5,87217
Heritage Foundation,1980,atlanta,2,87217
Heritage Foundation,1980,elsewhere,13,87217
Heritage Foundation,1980,theory,9,87217
Heritage Foundation,1980,influences,4,87217
Heritage Foundation,1980,empiricism,1,87217
Heritage Foundation,1980,test,19,87217
Heritage Foundation,1980,nation's,14,87217
Heritage Foundation,1980,experience,37,87217
Heritage Foundation,1980,constitution,32,87217
Heritage Foundation,1980,revered,1,87217
Heritage Foundation,1980,given,51,87217
Heritage Foundation,1980,score,6,87217
Heritage Foundation,1980,poorly,5,87217
Heritage Foundation,1980,acceptance,6,87217
Heritage Foundation,1980,oflnstitutions,1,87217
Heritage Foundation,1980,course,40,87217
Heritage Foundation,1980,citizens,38,87217
Heritage Foundation,1980,empiricists,1,87217
Heritage Foundation,1980,subscribe,4,87217
Heritage Foundation,1980,consciously,1,87217
Heritage Foundation,1980,mode,2,87217
Heritage Foundation,1980,philosophy,9,87217
Heritage Foundation,1980,governed,5,87217
Heritage Foundation,1980,rather,58,87217
Heritage Foundation,1980,institutions,40,87217
Heritage Foundation,1980,traditions,3,87217
Heritage Foundation,1980,once,33,87217
Heritage Foundation,1980,presence,19,87217
Heritage Foundation,1980,late,31,87217
Heritage Foundation,1980,eric,4,87217
Heritage Foundation,1980,voegelin,5,87217
Heritage Foundation,1980,asked,25,87217
Heritage Foundation,1980,professor,9,87217
Heritage Foundation,1980,dr,16,87217
Heritage Foundation,1980,students,12,87217
Heritage Foundation,1980,louisiana,2,87217
Heritage Foundation,1980,state,333,87217
Heritage Foundation,1980,find,37,87217
Heritage Foundation,1980,doctrines,8,87217
Heritage Foundation,1980,strange,3,87217
Heritage Foundation,1980,replied,4,87217
Heritage Foundation,1980,urbanely,1,87217
Heritage Foundation,1980,doctrinal,2,87217
Heritage Foundation,1980,alternative,49,87217
Heritage Foundation,1980,assumptions,26,87217
Heritage Foundation,1980,republic,26,87217
Heritage Foundation,1980,founded,13,87217
Heritage Foundation,1980,words,23,87217
Heritage Foundation,1980,marxism,2,87217
Heritage Foundation,1980,communism,13,87217
Heritage Foundation,1980,anathema,1,87217
Heritage Foundation,1980,labor,93,87217
Heritage Foundation,1980,union,107,87217
Heritage Foundation,1980,members,50,87217
Heritage Foundation,1980,especially,24,87217
Heritage Foundation,1980,whatever,7,87217
Heritage Foundation,1980,discontents,1,87217
Heritage Foundation,1980,hour,7,87217
Heritage Foundation,1980,overwhelming,3,87217
Heritage Foundation,1980,basically,4,87217
Heritage Foundation,1980,dream,4,87217
Heritage Foundation,1980,undoing,1,87217
Heritage Foundation,1980,order,94,87217
Heritage Foundation,1980,structures,8,87217
Heritage Foundation,1980,paradox,2,87217
Heritage Foundation,1980,claiming,6,87217
Heritage Foundation,1980,overmuch,1,87217
Heritage Foundation,1980,ladies,9,87217
Heritage Foundation,1980,gentlemen,12,87217
Heritage Foundation,1980,inclined,3,87217
Heritage Foundation,1980,inquire,2,87217
Heritage Foundation,1980,repeatedly,8,87217
Heritage Foundation,1980,enacted,10,87217
Heritage Foundation,1980,advocated,7,87217
Heritage Foundation,1980,extremely,6,87217
Heritage Foundation,1980,lobbyists,6,87217
Heritage Foundation,1980,publicists,2,87217
Heritage Foundation,1980,instance,30,87217
Heritage Foundation,1980,baby-bin,1,87217
Heritage Foundation,1980,proposal,36,87217
Heritage Foundation,1980,design,9,87217
Heritage Foundation,1980,massive,14,87217
Heritage Foundation,1980,day-care,1,87217
Heritage Foundation,1980,program,197,87217
Heritage Foundation,1980,children,17,87217
Heritage Foundation,1980,administration,149,87217
Heritage Foundation,1980,veto,84,87217
Heritage Foundation,1980,rears,1,87217
Heritage Foundation,1980,fatuous,1,87217
Heritage Foundation,1980,head,8,87217
Heritage Foundation,1980,nowadays,12,87217
Heritage Foundation,1980,well,83,87217
Heritage Foundation,1980,reasons,15,87217
Heritage Foundation,1980,electorate,4,87217
Heritage Foundation,1980,worthy,3,87217
Heritage Foundation,1980,separate,9,87217
Heritage Foundation,1980,suggest,6,87217
Heritage Foundation,1980,only,172,87217
Heritage Foundation,1980,briefly,1,87217
Heritage Foundation,1980,tyranny,5,87217
Heritage Foundation,1980,minorities,14,87217
Heritage Foundation,1980,suffer,7,87217
Heritage Foundation,1980,labors,2,87217
Heritage Foundation,1980,aggressive,3,87217
Heritage Foundation,1980,intolerant,2,87217
Heritage Foundation,1980,financed,5,87217
Heritage Foundation,1980,cleverly,2,87217
Heritage Foundation,1980,directed,16,87217
Heritage Foundation,1980,feminist,1,87217
Heritage Foundation,1980,minority,15,87217
Heritage Foundation,1980,black-militant,1,87217
Heritage Foundation,1980,welfare-rights,1,87217
Heritage Foundation,1980,pistol,2,87217
Heritage Foundation,1980,packing,1,87217
Heritage Foundation,1980,industrial,19,87217
Heritage Foundation,1980,merger,1,87217
Heritage Foundation,1980,blight,1,87217
Heritage Foundation,1980,south,74,87217
Heritage Foundation,1980,africa,24,87217
Heritage Foundation,1980,coherent,1,87217
Heritage Foundation,1980,vindictive,1,87217
Heritage Foundation,1980,claim,17,87217
Heritage Foundation,1980,unmake,1,87217
Heritage Foundation,1980,often,54,87217
Heritage Foundation,1980,timid,1,87217
Heritage Foundation,1980,blustering,1,87217
Heritage Foundation,1980,creatures,3,87217
Heritage Foundation,1980,thus,55,87217
Heritage Foundation,1980,impulses,1,87217
Heritage Foundation,1980,prejudices,3,87217
Heritage Foundation,1980,frequently,12,87217
Heritage Foundation,1980,ignored,11,87217
Heritage Foundation,1980,legislatures,8,87217
Heritage Foundation,1980,mention,10,87217
Heritage Foundation,1980,executive,54,87217
Heritage Foundation,1980,force,61,87217
Heritage Foundation,1980,enough,22,87217
Heritage Foundation,1980,unable,8,87217
Heritage Foundation,1980,distinguish,3,87217
Heritage Foundation,1980,between,111,87217
Heritage Foundation,1980,commonly,2,87217
Heritage Foundation,1980,less,60,87217
Heritage Foundation,1980,worst,5,87217
Heritage Foundation,1980,perceive,1,87217
Heritage Foundation,1980,probable,3,87217
Heritage Foundation,1980,consequences,20,87217
Heritage Foundation,1980,legislation,30,87217
Heritage Foundation,1980,begun,8,87217
Heritage Foundation,1980,unpleasant,5,87217
Heritage Foundation,1980,results,19,87217
Heritage Foundation,1980,repeal,2,87217
Heritage Foundation,1980,scarcely,4,87217
Heritage Foundation,1980,need,63,87217
Heritage Foundation,1980,add,8,87217
Heritage Foundation,1980,difficult,31,87217
Heritage Foundation,1980,various,26,87217
Heritage Foundation,1980,lobbies,2,87217
Heritage Foundation,1980,secured,2,87217
Heritage Foundation,1980,enactment,2,87217
Heritage Foundation,1980,place,36,87217
Heritage Foundation,1980,zealous,1,87217
Heritage Foundation,1980,impede,1,87217
Heritage Foundation,1980,reaction,11,87217
Heritage Foundation,1980,left,60,87217
Heritage Foundation,1980,complaining,1,87217
Heritage Foundation,1980,meddling,1,87217
Heritage Foundation,1980,bureaucracy,21,87217
Heritage Foundation,1980,exaction,1,87217
Heritage Foundation,1980,service,126,87217
Heritage Foundation,1980,what's,1,87217
Heritage Foundation,1980,done,22,87217
Heritage Foundation,1980,can't,3,87217
Heritage Foundation,1980,undone,4,87217
Heritage Foundation,1980,appears,11,87217
Heritage Foundation,1980,short,21,87217
Heritage Foundation,1980,immense,2,87217
Heritage Foundation,1980,wave,3,87217
Heritage Foundation,1980,protests,1,87217
Heritage Foundation,1980,intimidation,3,87217
Heritage Foundation,1980,street,21,87217
Heritage Foundation,1980,demonstration,7,87217
Heritage Foundation,1980,police,13,87217
Heritage Foundation,1980,bashing,1,87217
Heritage Foundation,1980,six,14,87217
Heritage Foundation,1980,inclinations,4,87217
Heritage Foundation,1980,repeat,9,87217
Heritage Foundation,1980,frustrated,1,87217
Heritage Foundation,1980,actual,8,87217
Heritage Foundation,1980,policies,94,87217
Heritage Foundation,1980,carried,13,87217
Heritage Foundation,1980,authorities,11,87217
Heritage Foundation,1980,specific,21,87217
Heritage Foundation,1980,prevalent,1,87217
Heritage Foundation,1980,nation,22,87217
Heritage Foundation,1980,yes,8,87217
Heritage Foundation,1980,offer,20,87217
Heritage Foundation,1980,religious,55,87217
Heritage Foundation,1980,view,29,87217
Heritage Foundation,1980,human,46,87217
Heritage Foundation,1980,condition,9,87217
Heritage Foundation,1980,believe,28,87217
Heritage Foundation,1980,contrivance,1,87217
Heritage Foundation,1980,grow,10,87217
Heritage Foundation,1980,alarmed,3,87217
Heritage Foundation,1980,increasing,19,87217
Heritage Foundation,1980,secularization,1,87217
Heritage Foundation,1980,agency,50,87217
Heritage Foundation,1980,commercialized,1,87217
Heritage Foundation,1980,sensationalism,1,87217
Heritage Foundation,1980,resent,2,87217
Heritage Foundation,1980,concentration,2,87217
Heritage Foundation,1980,agencies,38,87217
Heritage Foundation,1980,economy,57,87217
Heritage Foundation,1980,retain,8,87217
