source,decade,term,count,tokens,per10k
Manhattan Institute,1980s,hot,1,10267,0.974
Manhattan Institute,1980s,indeed-the,1,10267,0.974
Manhattan Institute,1980s,largely,2,10267,1.948
Manhattan Institute,1980s,gone,5,10267,4.87
Manhattan Institute,1980s,ameliorating,1,10267,0.974
Manhattan Institute,1980s,factor,3,10267,2.922
Manhattan Institute,1980s,tj,4,10267,3.896
Manhattan Institute,1980s,c,5,10267,4.87
Manhattan Institute,1980s,disturbances,1,10267,0.974
Manhattan Institute,1980s,american,5,10267,4.87
Manhattan Institute,1980s,conservative,2,10267,1.948
Manhattan Institute,1980s,republican,1,10267,0.974
Manhattan Institute,1980s,democrat,1,10267,0.974
Manhattan Institute,1980s,blatant,1,10267,0.974
Manhattan Institute,1980s,obvious,2,10267,1.948
Manhattan Institute,1980s,exceptions,1,10267,0.974
Manhattan Institute,1980s,approached,3,10267,2.922
Manhattan Institute,1980s,diffi-,1,10267,0.974
Manhattan Institute,1980s,cult,3,10267,2.922
Manhattan Institute,1980s,time,14,10267,13.636
Manhattan Institute,1980s,enormous,5,10267,4.87
Manhattan Institute,1980s,goodwill,1,10267,0.974
Manhattan Institute,1980s,situation,6,10267,5.844
Manhattan Institute,1980s,eventually,3,10267,2.922
Manhattan Institute,1980s,settled,2,10267,1.948
Manhattan Institute,1980s,decisively,1,10267,0.974
Manhattan Institute,1980s,bencr,1,10267,0.974
Manhattan Institute,1980s,way,27,10267,26.298
Manhattan Institute,1980s,contrast,3,10267,2.922
Manhattan Institute,1980s,rising,1,10267,0.974
Manhattan Institute,1980s,generation,1,10267,0.974
Manhattan Institute,1980s,leaders,1,10267,0.974
Manhattan Institute,1980s,experienced,1,10267,0.974
Manhattan Institute,1980s,significant,4,10267,3.896
Manhattan Institute,1980s,civil,1,10267,0.974
Manhattan Institute,1980s,rights,5,10267,4.87
Manhattan Institute,1980s,victory,1,10267,0.974
Manhattan Institute,1980s,populace,1,10267,0.974
Manhattan Institute,1980s,grown,1,10267,0.974
Manhattan Institute,1980s,substantially,1,10267,0.974
Manhattan Institute,1980s,cynical,2,10267,1.948
Manhattan Institute,1980s,prospects,1,10267,0.974
Manhattan Institute,1980s,immediate,1,10267,0.974
Manhattan Institute,1980s,improvement,1,10267,0.974
Manhattan Institute,1980s,violated,2,10267,1.948
Manhattan Institute,1980s,convention,1,10267,0.974
Manhattan Institute,1980s,stripping,1,10267,0.974
Manhattan Institute,1980s,announced-just,1,10267,0.974
Manhattan Institute,1980s,lilllc,1,10267,0.974
Manhattan Institute,1980s,bit,2,10267,1.948
Manhattan Institute,1980s,ahead,2,10267,1.948
Manhattan Institute,1980s,curve,1,10267,0.974
Manhattan Institute,1980s,usual,2,10267,1.948
Manhattan Institute,1980s,fashion-that,1,10267,0.974
Manhattan Institute,1980s,falling,1,10267,0.974
Manhattan Institute,1980s,olson-i,5,10267,4.87
Manhattan Institute,1980s,don't,28,10267,27.272
Manhattan Institute,1980s,respecting,1,10267,0.974
Manhattan Institute,1980s,ancient,1,10267,0.974
Manhattan Institute,1980s,causes,1,10267,0.974
Manhattan Institute,1980s,make,32,10267,31.168
Manhattan Institute,1980s,half,2,10267,1.948
Manhattan Institute,1980s,characters,11,10267,10.714
Manhattan Institute,1980s,reasonably,2,10267,1.948
Manhattan Institute,1980s,sympa-,1,10267,0.974
Manhattan Institute,1980s,thetic,1,10267,0.974
Manhattan Institute,1980s,mrs,3,10267,2.922
Manhattan Institute,1980s,lamb,3,10267,2.922
Manhattan Institute,1980s,instance,3,10267,2.922
Manhattan Institute,1980s,worse,3,10267,2.922
Manhattan Institute,1980s,pawn,1,10267,0.974
Manhattan Institute,1980s,son,3,10267,2.922
Manhattan Institute,1980s,victim,6,10267,5.844
Manhattan Institute,1980s,anyone,5,10267,4.87
Manhattan Institute,1980s,seems,14,10267,13.636
Manhattan Institute,1980s,prclly,1,10267,0.974
Manhattan Institute,1980s,clear,4,10267,3.896
Manhattan Institute,1980s,real,13,10267,12.662
Manhattan Institute,1980s,target,1,10267,0.974
Manhattan Institute,1980s,reverend,7,10267,6.818
Manhattan Institute,1980s,bacon,8,10267,7.792
Manhattan Institute,1980s,created,2,10267,1.948
Manhattan Institute,1980s,painting,1,10267,0.974
