source,year,term,count,total_tokens
Cato Institute,1980,safer,4,105592
Cato Institute,1980,analyze,3,105592
Cato Institute,1980,particular,43,105592
Cato Institute,1980,costs,109,105592
Cato Institute,1980,benefits,107,105592
Cato Institute,1980,groups,45,105592
Cato Institute,1980,gain,32,105592
Cato Institute,1980,lose,26,105592
Cato Institute,1980,policies,112,105592
Cato Institute,1980,tool,3,105592
Cato Institute,1980,several,50,105592
Cato Institute,1980,ago,17,105592
Cato Institute,1980,national,201,105592
Cato Institute,1980,institute,135,105592
Cato Institute,1980,justice,49,105592
Cato Institute,1980,offered,18,105592
Cato Institute,1980,grant,9,105592
Cato Institute,1980,former,48,105592
Cato Institute,1980,president,151,105592
Cato Institute,1980,sociological,1,105592
Cato Institute,1980,association,29,105592
Cato Institute,1980,survey,33,105592
Cato Institute,1980,field,10,105592
Cato Institute,1980,research,33,105592
Cato Institute,1980,peter,44,105592
Cato Institute,1980,rossi,29,105592
Cato Institute,1980,began,28,105592
Cato Institute,1980,work,92,105592
Cato Institute,1980,convinced,6,105592
Cato Institute,1980,strict,8,105592
Cato Institute,1980,looking,11,105592
Cato Institute,1980,data,68,105592
Cato Institute,1980,however,155,105592
Cato Institute,1980,university,62,105592
Cato Institute,1980,massachusetts,18,105592
Cato Institute,1980,colleagues,8,105592
Cato Institute,1980,james,55,105592
Cato Institute,1980,wright,32,105592
Cato Institute,1980,kathleen,2,105592
Cato Institute,1980,daly,19,105592
Cato Institute,1980,concluded,36,105592
Cato Institute,1980,convincing,1,105592
Cato Institute,1980,proof,9,105592
Cato Institute,1980,curbs,4,105592
Cato Institute,1980,follow-up,2,105592
Cato Institute,1980,study,72,105592
Cato Institute,1980,serious,35,105592
Cato Institute,1980,felons,11,105592
Cato Institute,1980,prisons,4,105592
Cato Institute,1980,provided,54,105592
Cato Institute,1980,would,794,105592
Cato Institute,1980,impede,7,105592
Cato Institute,1980,determined,15,105592
Cato Institute,1980,crimi-,2,105592
Cato Institute,1980,nals,1,105592
Cato Institute,1980,also,247,105592
Cato Institute,1980,indicated,7,105592
Cato Institute,1980,deter,10,105592
Cato Institute,1980,three-fifths,1,105592
Cato Institute,1980,prisoners,3,105592
Cato Institute,1980,studied,6,105592
Cato Institute,1980,said,85,105592
Cato Institute,1980,attack,15,105592
Cato Institute,1980,potential,31,105592
Cato Institute,1980,victim,13,105592
Cato Institute,1980,known,20,105592
Cato Institute,1980,armed,43,105592
Cato Institute,1980,two-fifths,2,105592
Cato Institute,1980,decided,12,105592
Cato Institute,1980,commit,7,105592
Cato Institute,1980,thought,27,105592
Cato Institute,1980,might,83,105592
Cato Institute,1980,criminals,29,105592
Cato Institute,1980,higher,74,105592
Cato Institute,1980,rates,93,105592
Cato Institute,1980,worried,8,105592
Cato Institute,1980,victims,15,105592
Cato Institute,1980,real-world,1,105592
Cato Institute,1980,experiences,1,105592
Cato Institute,1980,validate,2,105592
Cato Institute,1980,sociologists,1,105592
Cato Institute,1980,findings,10,105592
Cato Institute,1980,police,97,105592
Cato Institute,1980,orlando,3,105592
Cato Institute,1980,florida,8,105592
Cato Institute,1980,responded,7,105592
Cato Institute,1980,rape,8,105592
Cato Institute,1980,epidemic,2,105592
Cato Institute,1980,embarking,1,105592
Cato Institute,1980,publicized,7,105592
Cato Institute,1980,program,126,105592
Cato Institute,1980,train,2,105592
Cato Institute,1980,firearm,12,105592
Cato Institute,1980,use,121,105592
Cato Institute,1980,next,36,105592
Cato Institute,1980,year,125,105592
Cato Institute,1980,major,102,105592
Cato Institute,1980,city,72,105592
Cato Institute,1980,experience,33,105592
Cato Institute,1980,decrease,15,105592
Cato Institute,1980,burglary,4,105592
Cato Institute,1980,actually,32,105592
Cato Institute,1980,ended,11,105592
Cato Institute,1980,firing,4,105592
Cato Institute,1980,weapon,16,105592
Cato Institute,1980,effect,66,105592
Cato Institute,1980,publicity,3,105592
Cato Institute,1980,sufficed,1,105592
Cato Institute,1980,five,29,105592
Cato Institute,1980,later,29,105592
Cato Institute,1980,orlando's,1,105592
Cato Institute,1980,still,78,105592
Cato Institute,1980,below,25,105592
Cato Institute,1980,pre-program,1,105592
Cato Institute,1980,whereas,5,105592
Cato Institute,1980,surrounding,4,105592
Cato Institute,1980,standard,30,105592
Cato Institute,1980,metropolitan,3,105592
Cato Institute,1980,area,20,105592
Cato Institute,1980,suffered,7,105592
Cato Institute,1980,strike,5,105592
Cato Institute,1980,albuquerque,3,105592
Cato Institute,1980,patrolled,1,105592
Cato Institute,1980,neighborhoods,6,105592
Cato Institute,1980,shop,4,105592
Cato Institute,1980,owners,16,105592
Cato Institute,1980,publicly,8,105592
Cato Institute,1980,felonies,2,105592
Cato Institute,1980,dropped,10,105592
Cato Institute,1980,significantly,20,105592
Cato Institute,1980,march,59,105592
Cato Institute,1980,kennesaw,1,105592
Cato Institute,1980,georgia,1,105592
Cato Institute,1980,enacted,17,105592
Cato Institute,1980,law,175,105592
Cato Institute,1980,requiring,16,105592
Cato Institute,1980,householders,1,105592
Cato Institute,1980,keep,64,105592
Cato Institute,1980,house,64,105592
Cato Institute,1980,burglaries,2,105592
Cato Institute,1980,following,31,105592
Cato Institute,1980,similar,35,105592
Cato Institute,1980,training,19,105592
Cato Institute,1980,programs,154,105592
Cato Institute,1980,gun-toting,1,105592
Cato Institute,1980,merchants,2,105592
Cato Institute,1980,sharply,11,105592
Cato Institute,1980,reduced,43,105592
Cato Institute,1980,robberies,6,105592
Cato Institute,1980,stores,18,105592
Cato Institute,1980,highland,1,105592
Cato Institute,1980,park,4,105592
Cato Institute,1980,michigan,7,105592
Cato Institute,1980,new,500,105592
Cato Institute,1980,orleans,4,105592
Cato Institute,1980,grocers,1,105592
Cato Institute,1980,organization's,1,105592
Cato Institute,1980,clinics,1,105592
Cato Institute,1980,produced,18,105592
Cato Institute,1980,result,88,105592
Cato Institute,1980,advocates,32,105592
Cato Institute,1980,note,18,105592
Cato Institute,1980,burglars,2,105592
Cato Institute,1980,driven,7,105592
Cato Institute,1980,off,62,105592
Cato Institute,1980,homeowners,1,105592
Cato Institute,1980,since,118,105592
Cato Institute,1980,huge,18,105592
Cato Institute,1980,preponderance,1,105592
Cato Institute,1980,take,81,105592
Cato Institute,1980,place,35,105592
Cato Institute,1980,citation,2,105592
Cato Institute,1980,misleading,7,105592
Cato Institute,1980,criminologists,1,105592
Cato Institute,1980,attribute,2,105592
Cato Institute,1980,prevalence,2,105592
Cato Institute,1980,daytime,1,105592
Cato Institute,1980,burglars',1,105592
Cato Institute,1980,confronting,2,105592
Cato Institute,1980,occupant,1,105592
Cato Institute,1980,burglar's,1,105592
Cato Institute,1980,chance,21,105592
Cato Institute,1980,sent,18,105592
Cato Institute,1980,jail,8,105592
Cato Institute,1980,shot,7,105592
Cato Institute,1980,burglar,3,105592
Cato Institute,1980,breaks,1,105592
Cato Institute,1980,occupied,3,105592
Cato Institute,1980,residence,1,105592
Cato Institute,1980,laws,67,105592
Cato Institute,1980,stanford,5,105592
Cato Institute,1980,professor,23,105592
Cato Institute,1980,john,54,105592
Cato Institute,1980,kaplan,6,105592
Cato Institute,1980,observed,13,105592
Cato Institute,1980,outlawed,4,105592
Cato Institute,1980,outlaws,5,105592
Cato Institute,1980,argued,13,105592
Cato Institute,1980,criminalizes,1,105592
Cato Institute,1980,behavior,21,105592
Cato Institute,1980,practitioners,3,105592
Cato Institute,1980,believe,43,105592
Cato Institute,1980,improper,2,105592
Cato Institute,1980,respect,15,105592
Cato Institute,1980,found,63,105592
Cato Institute,1980,problem,120,105592
Cato Institute,1980,especially,63,105592
Cato Institute,1980,severe,15,105592
Cato Institute,1980,situations,4,105592
Cato Institute,1980,numbers,19,105592
Cato Institute,1980,high,103,105592
Cato Institute,1980,marijuana,4,105592
Cato Institute,1980,prohibition,25,105592
Cato Institute,1980,registration,23,105592
Cato Institute,1980,meet,36,105592
Cato Institute,1980,massive,25,105592
Cato Institute,1980,resistance,15,105592
Cato Institute,1980,illinois,15,105592
Cato Institute,1980,example,135,105592
Cato Institute,1980,showed,10,105592
Cato Institute,1980,compliance,5,105592
Cato Institute,1980,comply,6,105592
Cato Institute,1980,evident,3,105592
Cato Institute,1980,york,248,105592
Cato Institute,1980,city's,3,105592
Cato Institute,1980,complete,18,105592
Cato Institute,1980,voluntarily,3,105592
Cato Institute,1980,obeyed,1,105592
Cato Institute,1980,estimates,24,105592
Cato Institute,1980,illegal,28,105592
Cato Institute,1980,range,14,105592
Cato Institute,1980,million,108,105592
Cato Institute,1980,widespread,30,105592
Cato Institute,1980,certainly,23,105592
Cato Institute,1980,label,2,105592
Cato Institute,1980,millions,20,105592
Cato Institute,1980,otherwise,14,105592
Cato Institute,1980,law-abiding,3,105592
Cato Institute,1980,possess,4,105592
Cato Institute,1980,means,64,105592
Cato Institute,1980,defend,11,105592
Cato Institute,1980,regardless,18,105592
Cato Institute,1980,legislation,51,105592
Cato Institute,1980,dictates,4,105592
Cato Institute,1980,addition,31,105592
Cato Institute,1980,enforcement,20,105592
Cato Institute,1980,prohibition--like,1,105592
Cato Institute,1980,current,100,105592
Cato Institute,1980,past,46,105592
Cato Institute,1980,prohibition--,1,105592
Cato Institute,1980,divert,2,105592
Cato Institute,1980,enormous,14,105592
Cato Institute,1980,judicial,32,105592
Cato Institute,1980,resources,72,105592
Cato Institute,1980,ferreting,1,105592
Cato Institute,1980,prosecuting,1,105592
Cato Institute,1980,commission,36,105592
Cato Institute,1980,private,347,105592
Cato Institute,1980,consensual,2,105592
Cato Institute,1980,possessory,3,105592
Cato Institute,1980,offenses,5,105592
Cato Institute,1980,diversion,2,105592
Cato Institute,1980,prosecu-,1,105592
Cato Institute,1980,tion,91,105592
Cato Institute,1980,mean,23,105592
Cato Institute,1980,fight,13,105592
Cato Institute,1980,assume,19,105592
Cato Institute,1980,half,32,105592
Cato Institute,1980,disobey,2,105592
Cato Institute,1980,caught,7,105592
Cato Institute,1980,cost,96,105592
Cato Institute,1980,arresting,1,105592
Cato Institute,1980,someone,9,105592
Cato Institute,1980,offense,5,105592
Cato Institute,1980,well,97,105592
Cato Institute,1980,total,72,105592
Cato Institute,1980,arrests,4,105592
Cato Institute,1980,alone,24,105592
Cato Institute,1980,amount,40,105592
Cato Institute,1980,billion,180,105592
Cato Institute,1980,defendants,6,105592
Cato Institute,1980,plea-bargained,1,105592
Cato Institute,1980,normal,7,105592
Cato Institute,1980,unlikely,21,105592
Cato Institute,1980,assumption,13,105592
Cato Institute,1980,juries,2,105592
Cato Institute,1980,sympathetic,3,105592
Cato Institute,1980,prosecution,4,105592
Cato Institute,1980,trial,8,105592
Cato Institute,1980,least,71,105592
Cato Institute,1980,putting,9,105592
Cato Institute,1980,convicted,4,105592
Cato Institute,1980,three-day,1,105592
Cato Institute,1980,term,32,105592
Cato Institute,1980,one-,4,105592
Cato Institute,1980,time,203,105592
Cato Institute,1980,prison,6,105592
Cato Institute,1980,construction,15,105592
Cato Institute,1980,annual,50,105592
Cato Institute,1980,maintenance,3,105592
Cato Institute,1980,require,33,105592
Cato Institute,1980,capacity,14,105592
Cato Institute,1980,given,82,105592
Cato Institute,1980,entire,20,105592
Cato Institute,1980,budget,41,105592
Cato Institute,1980,effective,38,105592
Cato Institute,1980,simply,62,105592
Cato Institute,1980,impossible,20,105592
Cato Institute,1980,disarm,5,105592
Cato Institute,1980,although,87,105592
Cato Institute,1980,devote,3,105592
Cato Institute,1980,attention,25,105592
Cato Institute,1980,alleged,12,105592
Cato Institute,1980,evils,1,105592
Cato Institute,1980,atten-,1,105592
Cato Institute,1980,particulars,1,105592
Cato Institute,1980,devising,1,105592
Cato Institute,1980,workable,3,105592
Cato Institute,1980,enforceable,3,105592
Cato Institute,1980,disarming,9,105592
Cato Institute,1980,nearly,30,105592
Cato Institute,1980,third,92,105592
Cato Institute,1980,ratio,11,105592
Cato Institute,1980,homicides,13,105592
Cato Institute,1980,supply,39,105592
Cato Institute,1980,continue,41,105592
Cato Institute,1980,barely,2,105592
Cato Institute,1980,interruption,3,105592
Cato Institute,1980,disappeared,2,105592
Cato Institute,1980,left,42,105592
Cato Institute,1980,every,73,105592
Cato Institute,1980,state,237,105592
Cato Institute,1980,union,91,105592
Cato Institute,1980,recent,75,105592
Cato Institute,1980,felony,4,105592
Cato Institute,1980,convictions,4,105592
Cato Institute,1980,purchase,9,105592
Cato Institute,1980,firearms,51,105592
Cato Institute,1980,yet,52,105592
Cato Institute,1980,many,190,105592
Cato Institute,1980,repeat,7,105592
Cato Institute,1980,offenders,4,105592
Cato Institute,1980,able,58,105592
Cato Institute,1980,obtain,9,105592
Cato Institute,1980,last,62,105592
Cato Institute,1980,within,48,105592
Cato Institute,1980,days,33,105592
Cato Institute,1980,obtained,2,105592
Cato Institute,1980,hours,16,105592
Cato Institute,1980,three-quarters,4,105592
Cato Institute,1980,agreed,15,105592
Cato Institute,1980,trouble,19,105592
Cato Institute,1980,obtaining,3,105592
Cato Institute,1980,upon,31,105592
Cato Institute,1980,release,18,105592
Cato Institute,1980,despite,53,105592
Cato Institute,1980,barriers,21,105592
Cato Institute,1980,stock,29,105592
Cato Institute,1980,magically,2,105592
Cato Institute,1980,vanished,2,105592
Cato Institute,1980,resupply,1,105592
Cato Institute,1980,easy,17,105592
Cato Institute,1980,small,44,105592
Cato Institute,1980,imported,8,105592
Cato Institute,1980,physical,5,105592
Cato Institute,1980,volume,19,105592
Cato Institute,1980,enter,11,105592
Cato Institute,1980,country,89,105592
Cato Institute,1980,annually,16,105592
Cato Institute,1980,demand,46,105592
Cato Institute,1980,bootleg,6,105592
Cato Institute,1980,manufacture,4,105592
Cato Institute,1980,tools,6,105592
Cato Institute,1980,americans,45,105592
Cato Institute,1980,garages,1,105592
Cato Institute,1980,zip,5,105592
Cato Institute,1980,made,104,105592
Cato Institute,1980,tubing,1,105592
Cato Institute,1980,tape,2,105592
Cato Institute,1980,pin,1,105592
Cato Institute,1980,key,27,105592
Cato Institute,1980,whittle,1,105592
Cato Institute,1980,wood,2,105592
Cato Institute,1980,rubber,2,105592
Cato Institute,1980,bands,2,105592
Cato Institute,1980,fact,91,105592
Cato Institute,1980,using,27,105592
Cato Institute,1980,fires,2,105592
Cato Institute,1980,inferior,1,105592
Cato Institute,1980,sears,1,105592
Cato Institute,1980,roebuck,1,105592
Cato Institute,1980,catalogue,4,105592
Cato Institute,1980,pakistani,1,105592
Cato Institute,1980,afghan,7,105592
Cato Institute,1980,peasants,3,105592
Cato Institute,1980,making,70,105592
Cato Institute,1980,capable,8,105592
Cato Institute,1980,russian,2,105592
Cato Institute,1980,ak-,1,105592
Cato Institute,1980,cartridge,2,105592
Cato Institute,1980,ammunition,1,105592
Cato Institute,1980,harder,5,105592
Cato Institute,1980,make,144,105592
Cato Institute,1980,liquor,4,105592
Cato Institute,1980,modern,25,105592
Cato Institute,1980,smokeless,1,105592
Cato Institute,1980,gunpowder,1,105592
Cato Institute,1980,complex,10,105592
Cato Institute,1980,backyard,1,105592
Cato Institute,1980,production,57,105592
Cato Institute,1980,conventional,6,105592
Cato Institute,1980,black,56,105592
Cato Institute,1980,powder,1,105592
Cato Institute,1980,apparently,17,105592
Cato Institute,1980,already,54,105592
Cato Institute,1980,common,39,105592
Cato Institute,1980,federal,204,105592
Cato Institute,1980,one-fifth,2,105592
Cato Institute,1980,seized,9,105592
Cato Institute,1980,washington,215,105592
Cato Institute,1980,d,127,105592
Cato Institute,1980,c,113,105592
Cato Institute,1980,homemade,2,105592
Cato Institute,1980,course,62,105592
Cato Institute,1980,cannot,78,105592
Cato Institute,1980,win,10,105592
Cato Institute,1980,target-shooting,1,105592
Cato Institute,1980,contests,1,105592
Cato Institute,1980,suffice,1,105592
Cato Institute,1980,robbery,9,105592
Cato Institute,1980,purposes,23,105592
Cato Institute,1980,furthermore,17,105592
Cato Institute,1980,price,72,105592
Cato Institute,1980,lower,29,105592
Cato Institute,1980,quality,39,105592
Cato Institute,1980,now,129,105592
Cato Institute,1980,gin,1,105592
Cato Institute,1980,often,87,105592
Cato Institute,1980,officers,9,105592
Cato Institute,1980,concur,1,105592
Cato Institute,1980,ineffective,10,105592
Cato Institute,1980,questionnaire,1,105592
Cato Institute,1980,official,42,105592
Cato Institute,1980,results,41,105592
Cato Institute,1980,believed,22,105592
Cato Institute,1980,ban,27,105592
Cato Institute,1980,chicago,59,105592
Cato Institute,1980,banned,3,105592
Cato Institute,1980,likely,80,105592
Cato Institute,1980,targets,6,105592
Cato Institute,1980,violence,28,105592
Cato Institute,1980,concede,2,105592
Cato Institute,1980,belief,6,105592
Cato Institute,1980,good,72,105592
Cato Institute,1980,rely,21,105592
Cato Institute,1980,heavily,17,105592
Cato Institute,1980,newspaper,8,105592
Cato Institute,1980,accounts,22,105592
Cato Institute,1980,suicidal,2,105592
Cato Institute,1980,outlandishly,1,105592
Cato Institute,1980,careless,2,105592
Cato Institute,1980,shooting,16,105592
Cato Institute,1980,loved,1,105592
Cato Institute,1980,ones,24,105592
Cato Institute,1980,reel,1,105592
Cato Institute,1980,stories,3,105592
Cato Institute,1980,children,92,105592
Cato Institute,1980,adults,4,105592
Cato Institute,1980,killing,5,105592
Cato Institute,1980,foolish,6,105592
Cato Institute,1980,accidents,20,105592
Cato Institute,1980,headline,1,105592
Cato Institute,1980,year-old,2,105592
Cato Institute,1980,boy,2,105592
Cato Institute,1980,shoots,1,105592
Cato Institute,1980,friend,6,105592
Cato Institute,1980,moments,1,105592
Cato Institute,1980,temporary,10,105592
Cato Institute,1980,frenzy,1,105592
Cato Institute,1980,argument,32,105592
Cato Institute,1980,anecdote,2,105592
Cato Institute,1980,aided,3,105592
Cato Institute,1980,media,21,105592
Cato Institute,1980,sensationalize,1,105592
Cato Institute,1980,sensationalism,1,105592
Cato Institute,1980,selectivity,2,105592
Cato Institute,1980,press,84,105592
Cato Institute,1980,lead,22,105592
Cato Institute,1980,readers,4,105592
Cato Institute,1980,false,7,105592
Cato Institute,1980,conclusions,10,105592
Cato Institute,1980,poll,15,105592
Cato Institute,1980,takes,13,105592
Cato Institute,1980,lives,12,105592
Cato Institute,1980,diabetes,1,105592
Cato Institute,1980,stomach,1,105592
Cato Institute,1980,cancer,2,105592
Cato Institute,1980,stroke,1,105592
Cato Institute,1980,strokes,1,105592
Cato Institute,1980,times,123,105592
Cato Institute,1980,war,196,105592
Cato Institute,1980,anecdotes,2,105592
Cato Institute,1980,advantage,11,105592
Cato Institute,1980,month,8,105592
Cato Institute,1980,rifle,13,105592
Cato Institute,1980,association's,2,105592
Cato Institute,1980,magazines,3,105592
Cato Institute,1980,feature,5,105592
Cato Institute,1980,section,36,105592
Cato Institute,1980,called,46,105592
Cato Institute,1980,collects,2,105592
Cato Institute,1980,clippings,1,105592
Cato Institute,1980,successfully,2,105592
Cato Institute,1980,defending,5,105592
Cato Institute,1980,story,22,105592
Cato Institute,1980,tells,1,105592
Cato Institute,1980,man,39,105592
Cato Institute,1980,wheelchair,1,105592
Cato Institute,1980,beaten,1,105592
Cato Institute,1980,robbed,5,105592
Cato Institute,1980,break-ins,1,105592
Cato Institute,1980,months,24,105592
Cato Institute,1980,heard,5,105592
Cato Institute,1980,prying,1,105592
Cato Institute,1980,window,5,105592
Cato Institute,1980,hatchet,1,105592
Cato Institute,1980,fired,8,105592
Cato Institute,1980,shotgun,8,105592
Cato Institute,1980,wounding,1,105592
Cato Institute,1980,him,27,105592
Cato Institute,1980,away,26,105592
Cato Institute,1980,rarely,16,105592
Cato Institute,1980,settle,3,105592
