source,year,term,count,total_tokens
Cato Institute,1980,rose,16,136764
Cato Institute,1980,tenfold,1,136764
Cato Institute,1980,subsequently,5,136764
Cato Institute,1980,percent,232,136764
Cato Institute,1980,fell,16,136764
Cato Institute,1980,switzerland,4,136764
Cato Institute,1980,its,347,136764
Cato Institute,1980,militia,29,136764
Cato Institute,1980,system,220,136764
Cato Institute,1980,distributes,1,136764
Cato Institute,1980,both,75,136764
Cato Institute,1980,pistols,1,136764
Cato Institute,1980,fully,14,136764
Cato Institute,1980,automatic,4,136764
Cato Institute,1980,assault,8,136764
Cato Institute,1980,rifles,4,136764
Cato Institute,1980,adult,2,136764
Cato Institute,1980,males,5,136764
Cato Institute,1980,requires,23,136764
Cato Institute,1980,store,5,136764
Cato Institute,1980,at,411,136764
Cato Institute,1980,home,39,136764
Cato Institute,1980,further,38,136764
Cato Institute,1980,long-gun,3,136764
Cato Institute,1980,purchases,30,136764
Cato Institute,1980,essentially,6,136764
Cato Institute,1980,unregulated,1,136764
Cato Institute,1980,handguns,53,136764
Cato Institute,1980,available,41,136764
Cato Institute,1980,without,69,136764
Cato Institute,1980,criminal,38,136764
Cato Institute,1980,record,48,136764
Cato Institute,1980,mental,7,136764
Cato Institute,1980,defect,3,136764
Cato Institute,1980,nevertheless,14,136764
Cato Institute,1980,suffers,4,136764
Cato Institute,1980,far,58,136764
Cato Institute,1980,less,90,136764
Cato Institute,1980,than,338,136764
Cato Institute,1980,united,230,136764
Cato Institute,1980,states,269,136764
Cato Institute,1980,almost,63,136764
Cato Institute,1980,allowing,7,136764
Cato Institute,1980,important,71,136764
Cato Institute,1980,differences,1,136764
Cato Institute,1980,seems,33,136764
Cato Institute,1980,clear,32,136764
Cato Institute,1980,direct,21,136764
Cato Institute,1980,link,1,136764
Cato Institute,1980,level,43,136764
Cato Institute,1980,citizen,14,136764
Cato Institute,1980,misuse,2,136764
Cato Institute,1980,instead,34,136764
Cato Institute,1980,simplistically,1,136764
Cato Institute,1980,assuming,6,136764
Cato Institute,1980,fewer,6,136764
Cato Institute,1980,safer,4,136764
Cato Institute,1980,should,176,136764
Cato Institute,1980,analyze,2,136764
Cato Institute,1980,particular,30,136764
Cato Institute,1980,costs,97,136764
Cato Institute,1980,benefits,94,136764
Cato Institute,1980,which,328,136764
Cato Institute,1980,groups,42,136764
Cato Institute,1980,gain,27,136764
Cato Institute,1980,lose,18,136764
Cato Institute,1980,from,485,136764
Cato Institute,1980,policies,86,136764
Cato Institute,1980,tool,3,136764
Cato Institute,1980,several,41,136764
Cato Institute,1980,ago,9,136764
Cato Institute,1980,national,168,136764
Cato Institute,1980,institute,115,136764
Cato Institute,1980,justice,46,136764
Cato Institute,1980,offered,17,136764
Cato Institute,1980,grant,9,136764
Cato Institute,1980,former,41,136764
Cato Institute,1980,president,142,136764
Cato Institute,1980,sociological,1,136764
Cato Institute,1980,association,24,136764
Cato Institute,1980,survey,22,136764
Cato Institute,1980,field,8,136764
Cato Institute,1980,research,27,136764
Cato Institute,1980,peter,42,136764
Cato Institute,1980,rossi,29,136764
Cato Institute,1980,began,21,136764
Cato Institute,1980,his,156,136764
Cato Institute,1980,work,75,136764
Cato Institute,1980,convinced,6,136764
Cato Institute,1980,strict,7,136764
Cato Institute,1980,after,116,136764
Cato Institute,1980,looking,9,136764
Cato Institute,1980,data,45,136764
Cato Institute,1980,however,109,136764
Cato Institute,1980,university,46,136764
Cato Institute,1980,massachusetts,13,136764
Cato Institute,1980,colleagues,6,136764
Cato Institute,1980,james,47,136764
Cato Institute,1980,wright,32,136764
Cato Institute,1980,kathleen,2,136764
Cato Institute,1980,daly,19,136764
Cato Institute,1980,concluded,32,136764
Cato Institute,1980,was,556,136764
Cato Institute,1980,convincing,1,136764
Cato Institute,1980,proof,5,136764
Cato Institute,1980,curbs,4,136764
Cato Institute,1980,follow-up,1,136764
Cato Institute,1980,study,60,136764
Cato Institute,1980,serious,31,136764
Cato Institute,1980,felons,11,136764
Cato Institute,1980,prisons,4,136764
Cato Institute,1980,provided,40,136764
Cato Institute,1980,would,559,136764
Cato Institute,1980,not,725,136764
Cato Institute,1980,impede,4,136764
Cato Institute,1980,determined,12,136764
Cato Institute,1980,crimi-,2,136764
Cato Institute,1980,nals,1,136764
Cato Institute,1980,also,202,136764
Cato Institute,1980,indicated,7,136764
Cato Institute,1980,does,88,136764
Cato Institute,1980,deter,7,136764
Cato Institute,1980,three-fifths,1,136764
Cato Institute,1980,prisoners,3,136764
Cato Institute,1980,studied,3,136764
Cato Institute,1980,said,69,136764
Cato Institute,1980,attack,15,136764
Cato Institute,1980,potential,23,136764
Cato Institute,1980,victim,12,136764
Cato Institute,1980,known,17,136764
Cato Institute,1980,armed,42,136764
Cato Institute,1980,two-fifths,2,136764
Cato Institute,1980,had,237,136764
Cato Institute,1980,decided,10,136764
Cato Institute,1980,commit,7,136764
Cato Institute,1980,they,416,136764
Cato Institute,1980,thought,20,136764
Cato Institute,1980,might,55,136764
Cato Institute,1980,criminals,29,136764
Cato Institute,1980,higher,54,136764
Cato Institute,1980,rates,39,136764
Cato Institute,1980,worried,3,136764
Cato Institute,1980,about,177,136764
Cato Institute,1980,victims,15,136764
Cato Institute,1980,real-world,1,136764
Cato Institute,1980,experiences,1,136764
Cato Institute,1980,validate,1,136764
Cato Institute,1980,sociologists,1,136764
Cato Institute,1980,findings,10,136764
Cato Institute,1980,police,97,136764
Cato Institute,1980,orlando,3,136764
Cato Institute,1980,florida,8,136764
Cato Institute,1980,responded,6,136764
Cato Institute,1980,rape,8,136764
Cato Institute,1980,epidemic,1,136764
Cato Institute,1980,embarking,1,136764
Cato Institute,1980,publicized,7,136764
Cato Institute,1980,program,104,136764
Cato Institute,1980,train,2,136764
Cato Institute,1980,firearm,12,136764
Cato Institute,1980,use,102,136764
Cato Institute,1980,next,29,136764
Cato Institute,1980,year,90,136764
Cato Institute,1980,major,68,136764
Cato Institute,1980,city,46,136764
Cato Institute,1980,experience,26,136764
Cato Institute,1980,decrease,5,136764
Cato Institute,1980,burglary,4,136764
Cato Institute,1980,actually,28,136764
Cato Institute,1980,ended,11,136764
Cato Institute,1980,up,94,136764
Cato Institute,1980,firing,4,136764
Cato Institute,1980,her,24,136764
Cato Institute,1980,weapon,16,136764
Cato Institute,1980,effect,58,136764
Cato Institute,1980,publicity,2,136764
Cato Institute,1980,sufficed,1,136764
Cato Institute,1980,five,19,136764
Cato Institute,1980,later,24,136764
Cato Institute,1980,orlando's,1,136764
Cato Institute,1980,still,63,136764
Cato Institute,1980,below,16,136764
Cato Institute,1980,pre-program,1,136764
Cato Institute,1980,whereas,3,136764
Cato Institute,1980,surrounding,4,136764
Cato Institute,1980,standard,25,136764
Cato Institute,1980,metropolitan,2,136764
Cato Institute,1980,area,19,136764
Cato Institute,1980,suffered,6,136764
Cato Institute,1980,during,130,136764
Cato Institute,1980,strike,5,136764
Cato Institute,1980,albuquerque,2,136764
Cato Institute,1980,patrolled,1,136764
Cato Institute,1980,neighborhoods,2,136764
Cato Institute,1980,shop,4,136764
Cato Institute,1980,owners,16,136764
Cato Institute,1980,publicly,8,136764
Cato Institute,1980,felonies,2,136764
Cato Institute,1980,dropped,9,136764
Cato Institute,1980,significantly,14,136764
Cato Institute,1980,march,50,136764
Cato Institute,1980,kennesaw,1,136764
Cato Institute,1980,georgia,1,136764
Cato Institute,1980,enacted,15,136764
Cato Institute,1980,law,149,136764
Cato Institute,1980,requiring,11,136764
Cato Institute,1980,householders,1,136764
Cato Institute,1980,keep,52,136764
Cato Institute,1980,house,55,136764
Cato Institute,1980,burglaries,2,136764
Cato Institute,1980,following,25,136764
Cato Institute,1980,similar,33,136764
Cato Institute,1980,training,18,136764
Cato Institute,1980,programs,139,136764
Cato Institute,1980,gun-toting,1,136764
Cato Institute,1980,merchants,2,136764
Cato Institute,1980,sharply,9,136764
Cato Institute,1980,reduced,34,136764
Cato Institute,1980,robberies,6,136764
Cato Institute,1980,stores,1,136764
Cato Institute,1980,highland,1,136764
Cato Institute,1980,park,4,136764
Cato Institute,1980,michigan,7,136764
Cato Institute,1980,new,377,136764
Cato Institute,1980,orleans,3,136764
Cato Institute,1980,grocers,1,136764
Cato Institute,1980,organization's,1,136764
Cato Institute,1980,clinics,1,136764
Cato Institute,1980,produced,14,136764
Cato Institute,1980,same,75,136764
Cato Institute,1980,result,64,136764
Cato Institute,1980,advocates,29,136764
Cato Institute,1980,note,14,136764
Cato Institute,1980,burglars,2,136764
Cato Institute,1980,driven,7,136764
Cato Institute,1980,off,50,136764
Cato Institute,1980,homeowners,1,136764
Cato Institute,1980,since,90,136764
Cato Institute,1980,huge,13,136764
Cato Institute,1980,preponderance,1,136764
Cato Institute,1980,take,55,136764
Cato Institute,1980,place,28,136764
Cato Institute,1980,when,199,136764
Cato Institute,1980,citation,2,136764
Cato Institute,1980,misleading,5,136764
Cato Institute,1980,criminologists,1,136764
Cato Institute,1980,attribute,1,136764
Cato Institute,1980,prevalence,2,136764
Cato Institute,1980,daytime,1,136764
Cato Institute,1980,burglars',1,136764
Cato Institute,1980,confronting,1,136764
Cato Institute,1980,occupant,1,136764
Cato Institute,1980,burglar's,1,136764
Cato Institute,1980,chance,11,136764
Cato Institute,1980,being,72,136764
Cato Institute,1980,sent,15,136764
Cato Institute,1980,jail,8,136764
Cato Institute,1980,shot,7,136764
Cato Institute,1980,burglar,3,136764
Cato Institute,1980,breaks,1,136764
Cato Institute,1980,occupied,3,136764
Cato Institute,1980,residence,1,136764
Cato Institute,1980,each,43,136764
Cato Institute,1980,laws,63,136764
Cato Institute,1980,stanford,3,136764
Cato Institute,1980,professor,20,136764
Cato Institute,1980,john,43,136764
Cato Institute,1980,kaplan,6,136764
Cato Institute,1980,has,520,136764
Cato Institute,1980,observed,11,136764
Cato Institute,1980,outlawed,4,136764
Cato Institute,1980,outlaws,5,136764
Cato Institute,1980,argued,10,136764
Cato Institute,1980,criminalizes,1,136764
Cato Institute,1980,behavior,15,136764
Cato Institute,1980,practitioners,2,136764
Cato Institute,1980,do,183,136764
Cato Institute,1980,believe,40,136764
Cato Institute,1980,improper,2,136764
Cato Institute,1980,respect,13,136764
Cato Institute,1980,found,40,136764
Cato Institute,1980,problem,87,136764
Cato Institute,1980,especially,45,136764
Cato Institute,1980,severe,14,136764
Cato Institute,1980,situations,3,136764
Cato Institute,1980,where,69,136764
Cato Institute,1980,numbers,17,136764
Cato Institute,1980,very,77,136764
Cato Institute,1980,high,60,136764
Cato Institute,1980,marijuana,4,136764
Cato Institute,1980,prohibition,24,136764
Cato Institute,1980,registration,22,136764
Cato Institute,1980,meet,18,136764
Cato Institute,1980,massive,15,136764
Cato Institute,1980,resistance,15,136764
Cato Institute,1980,illinois,10,136764
Cato Institute,1980,example,113,136764
Cato Institute,1980,showed,8,136764
Cato Institute,1980,compliance,5,136764
Cato Institute,1980,comply,6,136764
Cato Institute,1980,evident,2,136764
Cato Institute,1980,york,217,136764
Cato Institute,1980,city's,1,136764
Cato Institute,1980,complete,17,136764
Cato Institute,1980,voluntarily,3,136764
Cato Institute,1980,obeyed,1,136764
Cato Institute,1980,estimates,10,136764
Cato Institute,1980,illegal,28,136764
Cato Institute,1980,range,10,136764
Cato Institute,1980,million,96,136764
Cato Institute,1980,widespread,13,136764
Cato Institute,1980,certainly,16,136764
Cato Institute,1980,label,2,136764
Cato Institute,1980,millions,15,136764
Cato Institute,1980,otherwise,11,136764
Cato Institute,1980,law-abiding,3,136764
Cato Institute,1980,possess,4,136764
Cato Institute,1980,means,51,136764
Cato Institute,1980,defend,11,136764
Cato Institute,1980,regardless,16,136764
Cato Institute,1980,what,200,136764
Cato Institute,1980,legislation,46,136764
Cato Institute,1980,dictates,4,136764
Cato Institute,1980,addition,25,136764
Cato Institute,1980,enforcement,19,136764
Cato Institute,1980,prohibition--like,1,136764
Cato Institute,1980,current,61,136764
Cato Institute,1980,past,33,136764
Cato Institute,1980,prohibition--,1,136764
Cato Institute,1980,divert,1,136764
Cato Institute,1980,enormous,11,136764
Cato Institute,1980,judicial,26,136764
Cato Institute,1980,resources,52,136764
Cato Institute,1980,ferreting,1,136764
Cato Institute,1980,out,205,136764
Cato Institute,1980,prosecuting,1,136764
Cato Institute,1980,commission,27,136764
Cato Institute,1980,private,268,136764
Cato Institute,1980,consensual,2,136764
Cato Institute,1980,possessory,3,136764
Cato Institute,1980,offenses,5,136764
Cato Institute,1980,diversion,2,136764
Cato Institute,1980,prosecu-,1,136764
Cato Institute,1980,tion,59,136764
Cato Institute,1980,mean,19,136764
Cato Institute,1980,fight,13,136764
Cato Institute,1980,assume,13,136764
Cato Institute,1980,half,22,136764
Cato Institute,1980,disobey,2,136764
Cato Institute,1980,caught,5,136764
Cato Institute,1980,cost,85,136764
Cato Institute,1980,arresting,1,136764
Cato Institute,1980,someone,8,136764
Cato Institute,1980,offense,5,136764
Cato Institute,1980,well,71,136764
Cato Institute,1980,over,158,136764
Cato Institute,1980,total,43,136764
Cato Institute,1980,arrests,4,136764
Cato Institute,1980,alone,14,136764
Cato Institute,1980,amount,33,136764
Cato Institute,1980,billion,84,136764
Cato Institute,1980,defendants,6,136764
Cato Institute,1980,plea-bargained,1,136764
Cato Institute,1980,normal,6,136764
Cato Institute,1980,unlikely,13,136764
Cato Institute,1980,assumption,8,136764
Cato Institute,1980,juries,2,136764
Cato Institute,1980,sympathetic,1,136764
Cato Institute,1980,prosecution,4,136764
Cato Institute,1980,trial,8,136764
Cato Institute,1980,least,56,136764
Cato Institute,1980,putting,8,136764
Cato Institute,1980,convicted,4,136764
Cato Institute,1980,three-day,1,136764
Cato Institute,1980,term,22,136764
Cato Institute,1980,one-,4,136764
Cato Institute,1980,time,147,136764
Cato Institute,1980,prison,6,136764
Cato Institute,1980,construction,13,136764
Cato Institute,1980,annual,48,136764
Cato Institute,1980,maintenance,3,136764
Cato Institute,1980,require,26,136764
Cato Institute,1980,capacity,12,136764
Cato Institute,1980,given,57,136764
Cato Institute,1980,entire,17,136764
Cato Institute,1980,budget,37,136764
Cato Institute,1980,effective,34,136764
Cato Institute,1980,simply,49,136764
Cato Institute,1980,impossible,15,136764
Cato Institute,1980,disarm,5,136764
Cato Institute,1980,although,66,136764
Cato Institute,1980,devote,3,136764
Cato Institute,1980,attention,24,136764
Cato Institute,1980,alleged,11,136764
Cato Institute,1980,evils,1,136764
Cato Institute,1980,atten-,1,136764
Cato Institute,1980,particulars,1,136764
Cato Institute,1980,devising,1,136764
Cato Institute,1980,workable,3,136764
Cato Institute,1980,enforceable,3,136764
Cato Institute,1980,disarming,9,136764
Cato Institute,1980,nearly,25,136764
Cato Institute,1980,third,78,136764
Cato Institute,1980,ratio,6,136764
Cato Institute,1980,homicides,13,136764
Cato Institute,1980,supply,25,136764
Cato Institute,1980,continue,33,136764
Cato Institute,1980,barely,1,136764
Cato Institute,1980,interruption,3,136764
Cato Institute,1980,disappeared,2,136764
Cato Institute,1980,left,34,136764
Cato Institute,1980,every,45,136764
Cato Institute,1980,state,184,136764
Cato Institute,1980,union,83,136764
Cato Institute,1980,recent,60,136764
Cato Institute,1980,felony,4,136764
Cato Institute,1980,convictions,4,136764
Cato Institute,1980,purchase,7,136764
Cato Institute,1980,firearms,51,136764
Cato Institute,1980,yet,42,136764
Cato Institute,1980,many,135,136764
Cato Institute,1980,whom,15,136764
Cato Institute,1980,were,341,136764
Cato Institute,1980,repeat,7,136764
Cato Institute,1980,offenders,4,136764
Cato Institute,1980,able,35,136764
Cato Institute,1980,obtain,7,136764
Cato Institute,1980,last,53,136764
Cato Institute,1980,within,42,136764
Cato Institute,1980,days,25,136764
Cato Institute,1980,obtained,2,136764
Cato Institute,1980,hours,11,136764
Cato Institute,1980,three-quarters,3,136764
Cato Institute,1980,agreed,14,136764
Cato Institute,1980,trouble,14,136764
Cato Institute,1980,obtaining,3,136764
Cato Institute,1980,upon,25,136764
Cato Institute,1980,release,16,136764
Cato Institute,1980,despite,48,136764
Cato Institute,1980,barriers,21,136764
Cato Institute,1980,stock,23,136764
Cato Institute,1980,magically,2,136764
Cato Institute,1980,vanished,2,136764
Cato Institute,1980,resupply,1,136764
Cato Institute,1980,easy,12,136764
Cato Institute,1980,small,33,136764
Cato Institute,1980,imported,7,136764
Cato Institute,1980,physical,3,136764
Cato Institute,1980,volume,9,136764
Cato Institute,1980,enter,9,136764
Cato Institute,1980,country,61,136764
Cato Institute,1980,annually,16,136764
Cato Institute,1980,demand,25,136764
Cato Institute,1980,bootleg,6,136764
Cato Institute,1980,manufacture,4,136764
Cato Institute,1980,tools,6,136764
Cato Institute,1980,americans,35,136764
Cato Institute,1980,garages,1,136764
Cato Institute,1980,zip,2,136764
Cato Institute,1980,made,82,136764
Cato Institute,1980,tubing,1,136764
Cato Institute,1980,tape,1,136764
Cato Institute,1980,pin,1,136764
Cato Institute,1980,key,20,136764
Cato Institute,1980,whittle,1,136764
Cato Institute,1980,wood,2,136764
Cato Institute,1980,rubber,2,136764
Cato Institute,1980,bands,2,136764
Cato Institute,1980,fact,70,136764
Cato Institute,1980,using,25,136764
Cato Institute,1980,fires,2,136764
Cato Institute,1980,inferior,1,136764
Cato Institute,1980,sears,1,136764
Cato Institute,1980,roebuck,1,136764
Cato Institute,1980,catalogue,4,136764
Cato Institute,1980,pakistani,1,136764
Cato Institute,1980,afghan,7,136764
Cato Institute,1980,peasants,3,136764
Cato Institute,1980,making,50,136764
Cato Institute,1980,capable,7,136764
Cato Institute,1980,russian,2,136764
Cato Institute,1980,ak-,1,136764
Cato Institute,1980,cartridge,2,136764
Cato Institute,1980,ammunition,1,136764
Cato Institute,1980,harder,5,136764
Cato Institute,1980,make,103,136764
Cato Institute,1980,liquor,4,136764
Cato Institute,1980,modern,22,136764
Cato Institute,1980,smokeless,1,136764
Cato Institute,1980,gunpowder,1,136764
Cato Institute,1980,complex,8,136764
Cato Institute,1980,backyard,1,136764
Cato Institute,1980,production,47,136764
Cato Institute,1980,conventional,5,136764
Cato Institute,1980,black,32,136764
Cato Institute,1980,powder,1,136764
Cato Institute,1980,apparently,16,136764
Cato Institute,1980,already,44,136764
Cato Institute,1980,common,37,136764
Cato Institute,1980,federal,142,136764
Cato Institute,1980,one-fifth,2,136764
Cato Institute,1980,seized,9,136764
Cato Institute,1980,washington,179,136764
Cato Institute,1980,d,112,136764
Cato Institute,1980,c,90,136764
Cato Institute,1980,homemade,2,136764
Cato Institute,1980,course,51,136764
Cato Institute,1980,cannot,66,136764
Cato Institute,1980,win,10,136764
Cato Institute,1980,target-shooting,1,136764
Cato Institute,1980,contests,1,136764
Cato Institute,1980,suffice,1,136764
Cato Institute,1980,robbery,9,136764
Cato Institute,1980,purposes,22,136764
Cato Institute,1980,furthermore,13,136764
Cato Institute,1980,price,65,136764
Cato Institute,1980,may,218,136764
Cato Institute,1980,lower,23,136764
Cato Institute,1980,quality,19,136764
Cato Institute,1980,now,88,136764
Cato Institute,1980,just,69,136764
Cato Institute,1980,gin,1,136764
Cato Institute,1980,often,74,136764
Cato Institute,1980,officers,8,136764
Cato Institute,1980,concur,1,136764
Cato Institute,1980,ineffective,9,136764
Cato Institute,1980,questionnaire,1,136764
Cato Institute,1980,official,30,136764
Cato Institute,1980,results,27,136764
Cato Institute,1980,believed,21,136764
Cato Institute,1980,ban,25,136764
Cato Institute,1980,chicago,23,136764
Cato Institute,1980,banned,3,136764
Cato Institute,1980,likely,60,136764
Cato Institute,1980,targets,6,136764
Cato Institute,1980,violence,25,136764
Cato Institute,1980,concede,1,136764
Cato Institute,1980,belief,6,136764
Cato Institute,1980,itself,30,136764
Cato Institute,1980,good,53,136764
Cato Institute,1980,rely,18,136764
Cato Institute,1980,heavily,14,136764
Cato Institute,1980,newspaper,7,136764
