source,decade,rank,term,count,tokens,per10k
American Enterprise Institute,2000s,13,fiscal,1232,393095,31.341
American Enterprise Institute,2000s,14,also,1201,393095,30.552
American Enterprise Institute,2000s,15,one,1199,393095,30.502
American Enterprise Institute,2000s,16,government,1115,393095,28.365
American Enterprise Institute,2000s,17,only,1044,393095,26.558
American Enterprise Institute,2000s,18,national,1036,393095,26.355
American Enterprise Institute,2000s,19,year,951,393095,24.193
American Enterprise Institute,2000s,20,drug,937,393095,23.836
American Enterprise Institute,2000s,21,health,927,393095,23.582
American Enterprise Institute,2000s,22,even,918,393095,23.353
American Enterprise Institute,2000s,23,states,915,393095,23.277
American Enterprise Institute,2000s,24,u,909,393095,23.124
American Enterprise Institute,2000s,25,public,896,393095,22.793
American Enterprise Institute,2000s,26,pollution,879,393095,22.361
American Enterprise Institute,2000s,27,president,850,393095,21.623
American Enterprise Institute,2000s,28,time,831,393095,21.14
American Enterprise Institute,2000s,29,much,809,393095,20.58
American Enterprise Institute,2000s,30,reduction,800,393095,20.351
American Enterprise Institute,2000s,31,state,782,393095,19.893
American Enterprise Institute,2000s,32,costs,775,393095,19.715
American Enterprise Institute,2000s,33,ozone,775,393095,19.715
American Enterprise Institute,2000s,34,many,767,393095,19.512
American Enterprise Institute,2000s,35,rates,763,393095,19.41
American Enterprise Institute,2000s,36,american,752,393095,19.13
American Enterprise Institute,2000s,37,market,751,393095,19.105
American Enterprise Institute,2000s,38,york,745,393095,18.952
American Enterprise Institute,2000s,39,rate,741,393095,18.85
American Enterprise Institute,2000s,40,program,736,393095,18.723
American Enterprise Institute,2000s,41,increase,732,393095,18.621
American Enterprise Institute,2000s,42,people,724,393095,18.418
American Enterprise Institute,2000s,43,high,721,393095,18.342
American Enterprise Institute,2000s,44,regulation,717,393095,18.24
American Enterprise Institute,2000s,45,data,709,393095,18.036
American Enterprise Institute,2000s,46,levels,696,393095,17.706
American Enterprise Institute,2000s,47,years,692,393095,17.604
American Enterprise Institute,2000s,48,between,691,393095,17.578
American Enterprise Institute,2000s,49,use,689,393095,17.528
American Enterprise Institute,2000s,50,see,673,393095,17.121
American Enterprise Institute,2000s,51,benefits,664,393095,16.892
American Enterprise Institute,2000s,52,cut,657,393095,16.714
American Enterprise Institute,2000s,53,prices,653,393095,16.612
American Enterprise Institute,2000s,54,administration,653,393095,16.612
American Enterprise Institute,2000s,55,d,648,393095,16.485
American Enterprise Institute,2000s,56,areas,641,393095,16.306
American Enterprise Institute,2000s,57,income,636,393095,16.179
American Enterprise Institute,2000s,58,taxes,624,393095,15.874
American Enterprise Institute,2000s,59,epa,624,393095,15.874
American Enterprise Institute,2000s,60,however,623,393095,15.849
American Enterprise Institute,2000s,61,first,616,393095,15.671
American Enterprise Institute,2000s,62,expenditures,608,393095,15.467
American Enterprise Institute,2000s,63,county,600,393095,15.263
American Enterprise Institute,2000s,64,c,597,393095,15.187
American Enterprise Institute,2000s,65,two,593,393095,15.085
American Enterprise Institute,2000s,66,large,588,393095,14.958
American Enterprise Institute,2000s,67,spending,575,393095,14.628
American Enterprise Institute,2000s,68,employment,575,393095,14.628
American Enterprise Institute,2000s,69,less,569,393095,14.475
American Enterprise Institute,2000s,70,economy,564,393095,14.348
American Enterprise Institute,2000s,71,standard,561,393095,14.271
American Enterprise Institute,2000s,72,regulatory,554,393095,14.093
American Enterprise Institute,2000s,73,emissions,554,393095,14.093
American Enterprise Institute,2000s,74,united,553,393095,14.068
American Enterprise Institute,2000s,75,interest,551,393095,14.017
American Enterprise Institute,2000s,76,billion,549,393095,13.966
American Enterprise Institute,2000s,77,average,544,393095,13.839
American Enterprise Institute,2000s,78,business,521,393095,13.254
American Enterprise Institute,2000s,79,p,518,393095,13.177
American Enterprise Institute,2000s,80,number,507,393095,12.898
American Enterprise Institute,2000s,81,pm,507,393095,12.898
American Enterprise Institute,2000s,82,markets,503,393095,12.796
American Enterprise Institute,2000s,83,per,500,393095,12.72
American Enterprise Institute,2000s,84,made,490,393095,12.465
American Enterprise Institute,2000s,85,example,488,393095,12.414
American Enterprise Institute,2000s,86,committee,487,393095,12.389
American Enterprise Institute,2000s,87,make,483,393095,12.287
American Enterprise Institute,2000s,88,might,482,393095,12.262
American Enterprise Institute,2000s,89,surplus,477,393095,12.134
American Enterprise Institute,2000s,90,congress,476,393095,12.109
American Enterprise Institute,2000s,91,control,472,393095,12.007
American Enterprise Institute,2000s,92,quality,464,393095,11.804
American Enterprise Institute,2000s,93,washington,463,393095,11.778
American Enterprise Institute,2000s,94,system,460,393095,11.702
American Enterprise Institute,2000s,95,programs,453,393095,11.524
American Enterprise Institute,2000s,96,price,448,393095,11.397
American Enterprise Institute,2000s,97,deficit,447,393095,11.371
American Enterprise Institute,2000s,98,effect,444,393095,11.295
American Enterprise Institute,2000s,99,said,442,393095,11.244
American Enterprise Institute,2000s,100,level,442,393095,11.244
American Enterprise Institute,2010s,1,s,2475,258285,95.824
American Enterprise Institute,2010s,2,party,1446,258285,55.985
American Enterprise Institute,2010s,3,new,1334,258285,51.648
American Enterprise Institute,2010s,4,housing,1312,258285,50.797
American Enterprise Institute,2010s,5,parties,1066,258285,41.272
American Enterprise Institute,2010s,6,policy,1058,258285,40.963
American Enterprise Institute,2010s,7,would,977,258285,37.826
American Enterprise Institute,2010s,8,percent,834,258285,32.29
American Enterprise Institute,2010s,9,political,830,258285,32.135
American Enterprise Institute,2010s,10,also,819,258285,31.709
American Enterprise Institute,2010s,11,states,817,258285,31.632
American Enterprise Institute,2010s,12,other,785,258285,30.393
American Enterprise Institute,2010s,13,united,762,258285,29.502
American Enterprise Institute,2010s,14,energy,759,258285,29.386
American Enterprise Institute,2010s,15,immigration,725,258285,28.07
American Enterprise Institute,2010s,16,one,715,258285,27.683
American Enterprise Institute,2010s,17,only,709,258285,27.45
American Enterprise Institute,2010s,18,elections,676,258285,26.173
American Enterprise Institute,2010s,19,u,672,258285,26.018
American Enterprise Institute,2010s,20,national,666,258285,25.785
American Enterprise Institute,2010s,21,election,647,258285,25.05
American Enterprise Institute,2010s,22,american,624,258285,24.159
American Enterprise Institute,2010s,23,see,609,258285,23.579
American Enterprise Institute,2010s,24,government,590,258285,22.843
American Enterprise Institute,2010s,25,system,576,258285,22.301
American Enterprise Institute,2010s,26,countries,552,258285,21.372
American Enterprise Institute,2010s,27,aei,541,258285,20.946
American Enterprise Institute,2010s,28,public,532,258285,20.597
American Enterprise Institute,2010s,29,even,517,258285,20.017
American Enterprise Institute,2010s,30,income,515,258285,19.939
American Enterprise Institute,2010s,31,economic,515,258285,19.939
American Enterprise Institute,2010s,32,workers,508,258285,19.668
American Enterprise Institute,2010s,33,between,495,258285,19.165
American Enterprise Institute,2010s,34,immigrants,494,258285,19.126
American Enterprise Institute,2010s,35,federal,491,258285,19.01
American Enterprise Institute,2010s,36,county,481,258285,18.623
American Enterprise Institute,2010s,37,two,472,258285,18.274
American Enterprise Institute,2010s,38,d,470,258285,18.197
American Enterprise Institute,2010s,39,program,469,258285,18.158
American Enterprise Institute,2010s,40,many,460,258285,17.81
American Enterprise Institute,2010s,41,number,447,258285,17.306
American Enterprise Institute,2010s,42,prices,438,258285,16.958
American Enterprise Institute,2010s,43,market,432,258285,16.726
American Enterprise Institute,2010s,44,first,432,258285,16.726
American Enterprise Institute,2010s,45,power,425,258285,16.455
American Enterprise Institute,2010s,46,electoral,423,258285,16.377
American Enterprise Institute,2010s,47,oil,417,258285,16.145
American Enterprise Institute,2010s,48,c,415,258285,16.068
American Enterprise Institute,2010s,49,less,415,258285,16.068
American Enterprise Institute,2010s,50,high,406,258285,15.719
American Enterprise Institute,2010s,51,years,400,258285,15.487
American Enterprise Institute,2010s,52,research,399,258285,15.448
American Enterprise Institute,2010s,53,education,388,258285,15.022
American Enterprise Institute,2010s,54,b,388,258285,15.022
American Enterprise Institute,2010s,55,democratic,380,258285,14.712
American Enterprise Institute,2010s,56,labor,375,258285,14.519
American Enterprise Institute,2010s,57,costs,369,258285,14.287
American Enterprise Institute,2010s,58,campaign,367,258285,14.209
American Enterprise Institute,2010s,59,much,365,258285,14.132
American Enterprise Institute,2010s,60,polls,365,258285,14.132
American Enterprise Institute,2010s,61,country,362,258285,14.016
American Enterprise Institute,2010s,62,higher,360,258285,13.938
American Enterprise Institute,2010s,63,supply,360,258285,13.938
American Enterprise Institute,2010s,64,voting,359,258285,13.899
American Enterprise Institute,2010s,65,p,354,258285,13.706
American Enterprise Institute,2010s,66,n,351,258285,13.59
American Enterprise Institute,2010s,67,markets,349,258285,13.512
American Enterprise Institute,2010s,68,j,345,258285,13.357
American Enterprise Institute,2010s,69,vote,344,258285,13.319
American Enterprise Institute,2010s,70,time,343,258285,13.28
American Enterprise Institute,2010s,71,candidates,342,258285,13.241
American Enterprise Institute,2010s,72,construction,342,258285,13.241
American Enterprise Institute,2010s,73,large,340,258285,13.164
American Enterprise Institute,2010s,74,work,339,258285,13.125
American Enterprise Institute,2010s,75,social,338,258285,13.086
American Enterprise Institute,2010s,76,world,338,258285,13.086
American Enterprise Institute,2010s,77,price,336,258285,13.009
American Enterprise Institute,2010s,78,r,335,258285,12.97
American Enterprise Institute,2010s,79,local,335,258285,12.97
American Enterprise Institute,2010s,80,house,334,258285,12.931
American Enterprise Institute,2010s,81,year,321,258285,12.428
American Enterprise Institute,2010s,82,systems,320,258285,12.389
American Enterprise Institute,2010s,83,areas,317,258285,12.273
American Enterprise Institute,2010s,84,make,309,258285,11.964
American Enterprise Institute,2010s,85,m,308,258285,11.925
American Enterprise Institute,2010s,86,three,308,258285,11.925
American Enterprise Institute,2010s,87,press,308,258285,11.925
American Enterprise Institute,2010s,88,institute,306,258285,11.847
American Enterprise Institute,2010s,89,student,305,258285,11.809
American Enterprise Institute,2010s,90,well,305,258285,11.809
American Enterprise Institute,2010s,91,e,303,258285,11.731
American Enterprise Institute,2010s,92,data,297,258285,11.499
American Enterprise Institute,2010s,93,students,293,258285,11.344
American Enterprise Institute,2010s,94,people,293,258285,11.344
American Enterprise Institute,2010s,95,voters,293,258285,11.344
American Enterprise Institute,2010s,96,among,291,258285,11.267
American Enterprise Institute,2010s,97,foreign,289,258285,11.189
American Enterprise Institute,2010s,98,programs,286,258285,11.073
American Enterprise Institute,2010s,99,york,283,258285,10.957
American Enterprise Institute,2010s,100,pp,283,258285,10.957
American Enterprise Institute,2020s,1,s,1102,96176,114.582
American Enterprise Institute,2020s,2,https,543,96176,56.459
American Enterprise Institute,2020s,3,percent,501,96176,52.092
American Enterprise Institute,2020s,4,would,420,96176,43.67
American Enterprise Institute,2020s,5,school,383,96176,39.823
American Enterprise Institute,2020s,6,aei,362,96176,37.639
American Enterprise Institute,2020s,7,year,361,96176,37.535
American Enterprise Institute,2020s,8,b,354,96176,36.808
American Enterprise Institute,2020s,9,data,346,96176,35.976
American Enterprise Institute,2020s,10,american,346,96176,35.976
American Enterprise Institute,2020s,11,www,343,96176,35.664
American Enterprise Institute,2020s,12,cost,327,96176,34.0
American Enterprise Institute,2020s,13,defense,319,96176,33.168
American Enterprise Institute,2020s,14,e,306,96176,31.817
American Enterprise Institute,2020s,15,million,289,96176,30.049
American Enterprise Institute,2020s,16,income,265,96176,27.554
American Enterprise Institute,2020s,17,students,265,96176,27.554
American Enterprise Institute,2020s,18,states,256,96176,26.618
American Enterprise Institute,2020s,19,t,254,96176,26.41
American Enterprise Institute,2020s,20,years,252,96176,26.202
American Enterprise Institute,2020s,21,other,251,96176,26.098
American Enterprise Institute,2020s,22,per,248,96176,25.786
American Enterprise Institute,2020s,23,new,245,96176,25.474
American Enterprise Institute,2020s,24,org,243,96176,25.266
American Enterprise Institute,2020s,25,housing,230,96176,23.914
American Enterprise Institute,2020s,26,n,227,96176,23.603
American Enterprise Institute,2020s,27,grade,222,96176,23.083
American Enterprise Institute,2020s,28,costs,221,96176,22.979
American Enterprise Institute,2020s,29,policy,215,96176,22.355
American Enterprise Institute,2020s,30,research,215,96176,22.355
American Enterprise Institute,2020s,31,fy,214,96176,22.251
American Enterprise Institute,2020s,32,education,212,96176,22.043
American Enterprise Institute,2020s,33,one,210,96176,21.835
American Enterprise Institute,2020s,34,missiles,204,96176,21.211
American Enterprise Institute,2020s,35,less,203,96176,21.107
American Enterprise Institute,2020s,36,r,199,96176,20.691
American Enterprise Institute,2020s,37,also,197,96176,20.483
American Enterprise Institute,2020s,38,report,194,96176,20.171
American Enterprise Institute,2020s,39,likely,193,96176,20.067
American Enterprise Institute,2020s,40,absenteeism,193,96176,20.067
American Enterprise Institute,2020s,41,fellow,191,96176,19.859
American Enterprise Institute,2020s,42,dating,189,96176,19.651
American Enterprise Institute,2020s,43,program,185,96176,19.236
American Enterprise Institute,2020s,44,percentage,181,96176,18.82
American Enterprise Institute,2020s,45,institute,180,96176,18.716
American Enterprise Institute,2020s,46,center,179,96176,18.612
American Enterprise Institute,2020s,47,economic,179,96176,18.612
American Enterprise Institute,2020s,48,fiscal,178,96176,18.508
American Enterprise Institute,2020s,49,billion,177,96176,18.404
American Enterprise Institute,2020s,50,senior,176,96176,18.3
American Enterprise Institute,2020s,51,state,174,96176,18.092
American Enterprise Institute,2020s,52,rates,173,96176,17.988
American Enterprise Institute,2020s,53,children,170,96176,17.676
American Enterprise Institute,2020s,54,before,170,96176,17.676
American Enterprise Institute,2020s,55,source,169,96176,17.572
American Enterprise Institute,2020s,56,gov,169,96176,17.572
American Enterprise Institute,2020s,57,americans,168,96176,17.468
American Enterprise Institute,2020s,58,table,168,96176,17.468
American Enterprise Institute,2020s,59,national,167,96176,17.364
American Enterprise Institute,2020s,60,united,167,96176,17.364
American Enterprise Institute,2020s,61,immigrants,167,96176,17.364
American Enterprise Institute,2020s,62,interceptors,167,96176,17.364
American Enterprise Institute,2020s,63,only,166,96176,17.26
American Enterprise Institute,2020s,64,department,166,96176,17.26
American Enterprise Institute,2020s,65,rate,163,96176,16.948
American Enterprise Institute,2020s,66,immigration,162,96176,16.844
American Enterprise Institute,2020s,67,com,160,96176,16.636
American Enterprise Institute,2020s,68,women,156,96176,16.22
American Enterprise Institute,2020s,69,work,156,96176,16.22
American Enterprise Institute,2020s,70,programs,155,96176,16.116
American Enterprise Institute,2020s,71,price,155,96176,16.116
American Enterprise Institute,2020s,72,procurement,155,96176,16.116
American Enterprise Institute,2020s,73,average,154,96176,16.012
American Enterprise Institute,2020s,74,increase,153,96176,15.908
American Enterprise Institute,2020s,75,public,153,96176,15.908
American Enterprise Institute,2020s,76,figure,153,96176,15.908
American Enterprise Institute,2020s,77,using,151,96176,15.7
American Enterprise Institute,2020s,78,higher,151,96176,15.7
American Enterprise Institute,2020s,79,force,148,96176,15.388
American Enterprise Institute,2020s,80,budget,145,96176,15.077
American Enterprise Institute,2020s,81,including,144,96176,14.973
American Enterprise Institute,2020s,82,care,143,96176,14.869
American Enterprise Institute,2020s,83,net,143,96176,14.869
American Enterprise Institute,2020s,84,high,140,96176,14.557
American Enterprise Institute,2020s,85,o,139,96176,14.453
American Enterprise Institute,2020s,86,c,138,96176,14.349
American Enterprise Institute,2020s,87,many,138,96176,14.349
American Enterprise Institute,2020s,88,first,137,96176,14.245
American Enterprise Institute,2020s,89,development,136,96176,14.141
American Enterprise Institute,2020s,90,market,136,96176,14.141
American Enterprise Institute,2020s,91,prices,135,96176,14.037
American Enterprise Institute,2020s,92,pandemic,135,96176,14.037
American Enterprise Institute,2020s,93,between,134,96176,13.933
American Enterprise Institute,2020s,94,federal,132,96176,13.725
American Enterprise Institute,2020s,95,low,131,96176,13.621
American Enterprise Institute,2020s,96,say,130,96176,13.517
American Enterprise Institute,2020s,97,time,130,96176,13.517
American Enterprise Institute,2020s,98,childcare,129,96176,13.413
American Enterprise Institute,2020s,99,china,129,96176,13.413
American Enterprise Institute,2020s,100,enterprise,128,96176,13.309
American Enterprise Institute,1970s,1,public,201,30584,65.721
American Enterprise Institute,1970s,2,policy,190,30584,62.124
American Enterprise Institute,1970s,3,would,162,30584,52.969
American Enterprise Institute,1970s,4,other,147,30584,48.064
American Enterprise Institute,1970s,5,singapore,145,30584,47.41
American Enterprise Institute,1970s,6,federal,137,30584,44.795
American Enterprise Institute,1970s,7,s,135,30584,44.141
American Enterprise Institute,1970s,8,social,118,30584,38.582
American Enterprise Institute,1970s,9,people,110,30584,35.967
American Enterprise Institute,1970s,10,government,108,30584,35.313
American Enterprise Institute,1970s,11,outlays,105,30584,34.332
American Enterprise Institute,1970s,12,one,102,30584,33.351
American Enterprise Institute,1970s,13,soviet,98,30584,32.043
American Enterprise Institute,1970s,14,per,91,30584,29.754
American Enterprise Institute,1970s,15,society,89,30584,29.1
American Enterprise Institute,1970s,16,new,87,30584,28.446
American Enterprise Institute,1970s,17,power,87,30584,28.446
American Enterprise Institute,1970s,18,reorganization,86,30584,28.119
American Enterprise Institute,1970s,19,american,84,30584,27.465
American Enterprise Institute,1970s,20,capita,77,30584,25.177
American Enterprise Institute,1970s,21,national,74,30584,24.196
American Enterprise Institute,1970s,22,billion,74,30584,24.196
American Enterprise Institute,1970s,23,however,74,30584,24.196
American Enterprise Institute,1970s,24,budget,71,30584,23.215
American Enterprise Institute,1970s,25,through,69,30584,22.561
American Enterprise Institute,1970s,26,between,67,30584,21.907
American Enterprise Institute,1970s,27,total,66,30584,21.58
American Enterprise Institute,1970s,28,states,65,30584,21.253
American Enterprise Institute,1970s,29,economic,64,30584,20.926
American Enterprise Institute,1970s,30,defense,64,30584,20.926
American Enterprise Institute,1970s,31,united,64,30584,20.926
American Enterprise Institute,1970s,32,state,64,30584,20.926
American Enterprise Institute,1970s,33,political,63,30584,20.599
American Enterprise Institute,1970s,34,also,63,30584,20.599
American Enterprise Institute,1970s,35,u,63,30584,20.599
American Enterprise Institute,1970s,36,structures,63,30584,20.599
American Enterprise Institute,1970s,37,interest,62,30584,20.272
American Enterprise Institute,1970s,38,international,61,30584,19.945
American Enterprise Institute,1970s,39,mediating,61,30584,19.945
American Enterprise Institute,1970s,40,president,59,30584,19.291
American Enterprise Institute,1970s,41,congress,59,30584,19.291
American Enterprise Institute,1970s,42,many,58,30584,18.964
American Enterprise Institute,1970s,43,table,57,30584,18.637
American Enterprise Institute,1970s,44,fiscal,57,30584,18.637
American Enterprise Institute,1970s,45,act,57,30584,18.637
American Enterprise Institute,1970s,46,family,57,30584,18.637
American Enterprise Institute,1970s,47,neighborhood,57,30584,18.637
American Enterprise Institute,1970s,48,powers,56,30584,18.31
American Enterprise Institute,1970s,49,dollars,54,30584,17.656
American Enterprise Institute,1970s,50,only,54,30584,17.656
American Enterprise Institute,1970s,51,functions,53,30584,17.329
American Enterprise Institute,1970s,52,education,53,30584,17.329
American Enterprise Institute,1970s,53,percent,52,30584,17.002
American Enterprise Institute,1970s,54,community,52,30584,17.002
American Enterprise Institute,1970s,55,time,52,30584,17.002
American Enterprise Institute,1970s,56,programs,51,30584,16.675
American Enterprise Institute,1970s,57,january,51,30584,16.675
American Enterprise Institute,1970s,58,university,50,30584,16.348
American Enterprise Institute,1970s,59,years,50,30584,16.348
American Enterprise Institute,1970s,60,much,50,30584,16.348
American Enterprise Institute,1970s,61,malaysia,50,30584,16.348
American Enterprise Institute,1970s,62,indian,50,30584,16.348
American Enterprise Institute,1970s,63,period,49,30584,16.021
American Enterprise Institute,1970s,64,upon,49,30584,16.021
American Enterprise Institute,1970s,65,world,48,30584,15.694
American Enterprise Institute,1970s,66,chart,48,30584,15.694
American Enterprise Institute,1970s,67,china,48,30584,15.694
American Enterprise Institute,1970s,68,straits,48,30584,15.694
American Enterprise Institute,1970s,69,major,47,30584,15.368
American Enterprise Institute,1970s,70,receipts,47,30584,15.368
American Enterprise Institute,1970s,71,research,46,30584,15.041
American Enterprise Institute,1970s,72,countries,46,30584,15.041
American Enterprise Institute,1970s,73,chinese,46,30584,15.041
American Enterprise Institute,1970s,74,dollar,45,30584,14.714
American Enterprise Institute,1970s,75,two,45,30584,14.714
American Enterprise Institute,1970s,76,values,45,30584,14.714
American Enterprise Institute,1970s,77,important,45,30584,14.714
American Enterprise Institute,1970s,78,development,44,30584,14.387
American Enterprise Institute,1970s,79,proposal,44,30584,14.387
American Enterprise Institute,1970s,80,first,44,30584,14.387
American Enterprise Institute,1970s,81,ocean,44,30584,14.387
American Enterprise Institute,1970s,82,affairs,43,30584,14.06
American Enterprise Institute,1970s,83,services,43,30584,14.06
American Enterprise Institute,1970s,84,security,43,30584,14.06
American Enterprise Institute,1970s,85,income,43,30584,14.06
American Enterprise Institute,1970s,86,even,43,30584,14.06
American Enterprise Institute,1970s,87,institutions,43,30584,14.06
American Enterprise Institute,1970s,88,estimates,42,30584,13.733
American Enterprise Institute,1970s,89,strategic,42,30584,13.733
American Enterprise Institute,1970s,90,institute,41,30584,13.406
American Enterprise Institute,1970s,91,professor,41,30584,13.406
American Enterprise Institute,1970s,92,since,41,30584,13.406
American Enterprise Institute,1970s,93,example,41,30584,13.406
American Enterprise Institute,1970s,94,interests,41,30584,13.406
American Enterprise Institute,1970s,95,law,40,30584,13.079
American Enterprise Institute,1970s,96,foreign,40,30584,13.079
American Enterprise Institute,1970s,97,welfare,40,30584,13.079
American Enterprise Institute,1970s,98,function,40,30584,13.079
American Enterprise Institute,1970s,99,now,40,30584,13.079
American Enterprise Institute,1970s,100,life,40,30584,13.079
American Enterprise Institute,1990s,1,s,885,152562,58.009
American Enterprise Institute,1990s,2,health,849,152562,55.65
American Enterprise Institute,1990s,3,percent,795,152562,52.11
American Enterprise Institute,1990s,4,insurance,752,152562,49.291
American Enterprise Institute,1990s,5,would,704,152562,46.145
